Metric,Hits@1,Hits@3,Hits@10,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit100,AUC,AP
node2vec_mrr_7n3uxy4l,0.0267,0.0654,0.0876,0.4293,0.0616,0.0267,0.0654,0.0876,0.4293,0.9261,0.9164
node2vec_mrr_j6medyrt,0.0166,0.0311,0.0418,0.2974,0.034,0.0166,0.0311,0.0418,0.2974,0.9076,0.8838
node2vec_mrr_tx1bk0ys,0.0288,0.0479,0.0649,0.4067,0.0492,0.0288,0.0479,0.0649,0.4067,0.9186,0.9051
node2vec_mrr_legumljg,0.0275,0.0295,0.068,0.3433,0.046,0.0275,0.0295,0.068,0.3433,0.9097,0.8931
node2vec_mrr_e1ygtdvv,0.0186,0.0377,0.0899,0.3998,0.048,0.0186,0.0377,0.0899,0.3998,0.9226,0.9103
node2vec_mrr_p1n628oj,0.0242,0.0461,0.0848,0.3802,0.0539,0.0242,0.0461,0.0848,0.3802,0.9204,0.908
node2vec_mrr_0mpuozxk,0.0234,0.0313,0.0672,0.3435,0.0424,0.0234,0.0313,0.0672,0.3435,0.9144,0.8972
node2vec_mrr_jnja5ab2,0.0125,0.0351,0.0642,0.3664,0.0374,0.0125,0.0351,0.0642,0.3664,0.9157,0.8987
node2vec_mrr_g1dta08h,0.026,0.0303,0.0497,0.2541,0.0378,0.026,0.0303,0.0497,0.2541,0.8908,0.8674
node2vec_mrr_r909yoo2,0.0285,0.0428,0.0851,0.4057,0.0524,0.0285,0.0428,0.0851,0.4057,0.9191,0.9061
node2vec_mrr_qiabop4a,0.028,0.0387,0.0522,0.3425,0.0459,0.028,0.0387,0.0522,0.3425,0.9109,0.8923
node2vec_mrr_3ra33af6,0.0102,0.0278,0.0474,0.3789,0.0328,0.0102,0.0278,0.0474,0.3789,0.9155,0.8981
node2vec_mrr_pwzwt1gj,0.0272,0.0537,0.1143,0.423,0.064,0.0272,0.0537,0.1143,0.423,0.9262,0.9168
node2vec_mrr_nw5q7cja,0.0,0.0262,0.0448,0.3573,0.0261,0.0,0.0262,0.0448,0.3573,0.9141,0.8927
node2vec_mrr_ftvx0gwf,0.0158,0.0367,0.0535,0.3305,0.0371,0.0158,0.0367,0.0535,0.3305,0.9116,0.8907
node2vec_mrr_dpyjrmye,0.0178,0.0272,0.0619,0.3588,0.0382,0.0178,0.0272,0.0619,0.3588,0.916,0.8986
node2vec_mrr_xnzlwrbz,0.025,0.0316,0.0576,0.34,0.0412,0.025,0.0316,0.0576,0.34,0.9052,0.8859
node2vec_mrr_gn43g4h7,0.0252,0.0326,0.0522,0.3135,0.0413,0.0252,0.0326,0.0522,0.3135,0.9038,0.8857
node2vec_mrr_gxyfvwr3,0.0132,0.0224,0.0568,0.3761,0.0343,0.0132,0.0224,0.0568,0.3761,0.9155,0.8979
node2vec_mrr_j33dgr7e,0.0344,0.0438,0.0731,0.4069,0.0579,0.0344,0.0438,0.0731,0.4069,0.9248,0.913
node2vec_mrr_rhz2cwdm,0.0351,0.0415,0.0881,0.4686,0.0624,0.0351,0.0415,0.0881,0.4686,0.931,0.9216
node2vec_mrr_4ln4j1lt,0.0308,0.0647,0.0889,0.411,0.0593,0.0308,0.0647,0.0889,0.411,0.9186,0.9073
node2vec_mrr_mbljrab8,0.0178,0.0346,0.0629,0.3858,0.0412,0.0178,0.0346,0.0629,0.3858,0.9159,0.9012
node2vec_mrr_6xg1ugoq,0.0308,0.0591,0.0861,0.3858,0.057,0.0308,0.0591,0.0861,0.3858,0.917,0.9043
node2vec_mrr_ides0972,0.0278,0.0527,0.0845,0.437,0.0565,0.0278,0.0527,0.0845,0.437,0.9277,0.9174
node2vec_mrr_cyeac66p,0.0288,0.0346,0.0497,0.3621,0.0454,0.0288,0.0346,0.0497,0.3621,0.9161,0.8995
node2vec_mrr_y8ca420t,0.0214,0.0359,0.0891,0.383,0.0472,0.0214,0.0359,0.0891,0.383,0.9145,0.9015
node2vec_mrr_9dn0vqxu,0.0168,0.0262,0.0736,0.3876,0.0412,0.0168,0.0262,0.0736,0.3876,0.9213,0.9064
node2vec_mrr_8re3w28j,0.0229,0.041,0.0642,0.3789,0.0445,0.0229,0.041,0.0642,0.3789,0.9212,0.9044
node2vec_mrr_e9xpa048,0.0196,0.0446,0.0652,0.3537,0.0414,0.0196,0.0446,0.0652,0.3537,0.9117,0.8939
node2vec_mrr_cdvei5f3,0.0252,0.0331,0.1115,0.4184,0.0522,0.0252,0.0331,0.1115,0.4184,0.9226,0.9111
node2vec_mrr_sl0wjqo6,0.012,0.0331,0.095,0.395,0.0422,0.012,0.0331,0.095,0.395,0.9163,0.9033
node2vec_mrr_5a3dqepf,0.0148,0.0171,0.0502,0.3354,0.0315,0.0148,0.0171,0.0502,0.3354,0.9134,0.8932
node2vec_mrr_ohyv7xhx,0.0349,0.0616,0.0873,0.4525,0.0631,0.0349,0.0616,0.0873,0.4525,0.9278,0.9183
node2vec_mrr_en14nlw8,0.0247,0.0318,0.0402,0.3514,0.0409,0.0247,0.0318,0.0402,0.3514,0.9108,0.8929
node2vec_mrr_nowe8kqx,0.0425,0.0481,0.1156,0.4856,0.0687,0.0425,0.0481,0.1156,0.4856,0.9321,0.9249
node2vec_mrr_ja568edy,0.0092,0.0283,0.1151,0.4344,0.0435,0.0092,0.0283,0.1151,0.4344,0.9211,0.9112
node2vec_mrr_q01c2v0i,0.014,0.0336,0.0494,0.3486,0.0357,0.014,0.0336,0.0494,0.3486,0.915,0.8952
node2vec_mrr_5c9qbrld,0.0349,0.0374,0.0609,0.3529,0.0494,0.0349,0.0374,0.0609,0.3529,0.9079,0.8921
node2vec_mrr_eyuz9ekr,0.0229,0.029,0.0423,0.3631,0.0385,0.0229,0.029,0.0423,0.3631,0.9148,0.8964
node2vec_mrr_xizcp376,0.0171,0.026,0.0588,0.384,0.0368,0.0171,0.026,0.0588,0.384,0.9215,0.9053
node2vec_mrr_n16xfg9v,0.029,0.0364,0.0491,0.1948,0.0397,0.029,0.0364,0.0491,0.1948,0.8704,0.8437
node2vec_mrr_2figl1dq,0.0232,0.0278,0.0504,0.3759,0.0405,0.0232,0.0278,0.0504,0.3759,0.9157,0.8988
node2vec_mrr_152hiwri,0.0109,0.0285,0.0555,0.3779,0.0359,0.0109,0.0285,0.0555,0.3779,0.9202,0.9035
node2vec_mrr_ghmhawju,0.0278,0.0341,0.0789,0.4133,0.0496,0.0278,0.0341,0.0789,0.4133,0.9192,0.9066
node2vec_mrr_giun8kqt,0.0109,0.0334,0.0512,0.3499,0.0334,0.0109,0.0334,0.0512,0.3499,0.9121,0.8928
node2vec_mrr_p2987cxj,0.0163,0.0227,0.0588,0.3282,0.034,0.0163,0.0227,0.0588,0.3282,0.9094,0.8891
node2vec_mrr_lbnqx1qm,0.0252,0.0507,0.1115,0.451,0.0587,0.0252,0.0507,0.1115,0.451,0.9259,0.9177
node2vec_mrr_5xiorgkg,0.0112,0.0435,0.11,0.4319,0.048,0.0112,0.0435,0.11,0.4319,0.9235,0.9131
node2vec_mrr_p6d3noz1,0.0145,0.0267,0.0591,0.3219,0.0351,0.0145,0.0267,0.0591,0.3219,0.9048,0.887
node2vec_mrr_us2hr5wx,0.0176,0.0336,0.0514,0.3555,0.0376,0.0176,0.0336,0.0514,0.3555,0.9165,0.8978
node2vec_mrr_9al6iuqa,0.0252,0.0385,0.0721,0.3675,0.0463,0.0252,0.0385,0.0721,0.3675,0.913,0.8962
node2vec_mrr_gsifsysc,0.0308,0.0379,0.0614,0.4118,0.0493,0.0308,0.0379,0.0614,0.4118,0.9176,0.9044
node2vec_mrr_ffvbggee,0.0183,0.0229,0.0379,0.3336,0.0335,0.0183,0.0229,0.0379,0.3336,0.9099,0.8888
node2vec_mrr_p2xd7lmz,0.0064,0.0344,0.0601,0.3703,0.0324,0.0064,0.0344,0.0601,0.3703,0.9173,0.8986
node2vec_mrr_r2yhpa4d,0.0374,0.0458,0.0624,0.4181,0.0581,0.0374,0.0458,0.0624,0.4181,0.9185,0.9078
node2vec_mrr_9ducxt34,0.0239,0.0357,0.0797,0.3855,0.047,0.0239,0.0357,0.0797,0.3855,0.9203,0.9066
node2vec_mrr_wo1m0eqo,0.0265,0.0313,0.0491,0.3888,0.0435,0.0265,0.0313,0.0491,0.3888,0.921,0.9057
node2vec_mrr_egncy9yk,0.0188,0.0308,0.0619,0.4278,0.0418,0.0188,0.0308,0.0619,0.4278,0.923,0.9107
node2vec_mrr_4egkjj5y,0.0222,0.0244,0.0728,0.4016,0.0424,0.0222,0.0244,0.0728,0.4016,0.921,0.9062
node2vec_mrr_wmsla2ba,0.012,0.0328,0.055,0.3417,0.0356,0.012,0.0328,0.055,0.3417,0.9051,0.8866
node2vec_mrr_qdpe169x,0.0191,0.0306,0.0835,0.3978,0.0448,0.0191,0.0306,0.0835,0.3978,0.9226,0.9094
node2vec_mrr_yfmkqb1p,0.0081,0.0247,0.0479,0.4186,0.0311,0.0081,0.0247,0.0479,0.4186,0.9233,0.9073
node2vec_mrr_m9kulx23,0.0183,0.0321,0.0507,0.4018,0.0383,0.0183,0.0321,0.0507,0.4018,0.9165,0.8988
node2vec_mrr_xjxv29cq,0.0257,0.0351,0.0797,0.3965,0.0495,0.0257,0.0351,0.0797,0.3965,0.9166,0.9039
node2vec_mrr_kaebq756,0.0331,0.0428,0.0744,0.4405,0.0558,0.0331,0.0428,0.0744,0.4405,0.9246,0.9147
node2vec_mrr_uhdnojz0,0.0099,0.0155,0.0313,0.2305,0.0226,0.0099,0.0155,0.0313,0.2305,0.8909,0.8584
node2vec_mrr_3ta8v6ru,0.0168,0.0341,0.0532,0.3328,0.0367,0.0168,0.0341,0.0532,0.3328,0.9085,0.8885
node2vec_mrr_up27671d,0.016,0.0336,0.0698,0.3756,0.0406,0.016,0.0336,0.0698,0.3756,0.9158,0.9006
node2vec_mrr_3cvfawhs,0.0186,0.028,0.0512,0.3318,0.0374,0.0186,0.028,0.0512,0.3318,0.9127,0.8932
node2vec_mrr_zgkmn40y,0.0219,0.0295,0.0433,0.3244,0.0362,0.0219,0.0295,0.0433,0.3244,0.9085,0.8854
node2vec_mrr_wy9dyq13,0.0143,0.0497,0.0828,0.4209,0.0449,0.0143,0.0497,0.0828,0.4209,0.9207,0.9087
node2vec_mrr_eyx09fsi,0.04,0.0456,0.0713,0.3965,0.0573,0.04,0.0456,0.0713,0.3965,0.9162,0.9022
node2vec_mrr_kqsstfdg,0.0115,0.0311,0.0545,0.4311,0.0367,0.0115,0.0311,0.0545,0.4311,0.9272,0.9119
node2vec_mrr_va2ptt00,0.0242,0.0402,0.0805,0.4079,0.0487,0.0242,0.0402,0.0805,0.4079,0.9196,0.9075
node2vec_mrr_mc5toljq,0.0219,0.0311,0.0563,0.3499,0.0405,0.0219,0.0311,0.0563,0.3499,0.9135,0.8961
node2vec_mrr_hu5jc6qk,0.0272,0.0392,0.094,0.4138,0.0565,0.0272,0.0392,0.094,0.4138,0.9215,0.9123
node2vec_mrr_7dvynsmt,0.0211,0.0441,0.0642,0.4181,0.0476,0.0211,0.0441,0.0642,0.4181,0.9227,0.9102
node2vec_mrr_j4piokfw,0.0257,0.0339,0.0792,0.4082,0.0491,0.0257,0.0339,0.0792,0.4082,0.9177,0.9059
node2vec_mrr_oci00yth,0.0135,0.0328,0.0525,0.396,0.0377,0.0135,0.0328,0.0525,0.396,0.9177,0.9022
node2vec_mrr_mftg5atw,0.0372,0.0484,0.0733,0.3397,0.0557,0.0372,0.0484,0.0733,0.3397,0.9081,0.8917
node2vec_mrr_hls5zmh5,0.0341,0.0362,0.0542,0.3585,0.0488,0.0341,0.0362,0.0542,0.3585,0.9147,0.8968
node2vec_mrr_gzh727zl,0.0176,0.0448,0.0614,0.357,0.0406,0.0176,0.0448,0.0614,0.357,0.9152,0.8982
node2vec_mrr_pua9ywi6,0.0092,0.0204,0.0754,0.3303,0.0347,0.0092,0.0204,0.0754,0.3303,0.9159,0.8992
node2vec_mrr_lvaj9tht,0.0313,0.0499,0.083,0.4225,0.0564,0.0313,0.0499,0.083,0.4225,0.9218,0.9112
node2vec_mrr_aknt8v59,0.0657,0.0817,0.1258,0.4545,0.0922,0.0657,0.0817,0.1258,0.4545,0.9314,0.9246
node2vec_mrr_nol0max9,0.0255,0.0407,0.067,0.3321,0.0449,0.0255,0.0407,0.067,0.3321,0.9097,0.8905
node2vec_mrr_ml471vx9,0.0216,0.0413,0.111,0.4487,0.0553,0.0216,0.0413,0.111,0.4487,0.9289,0.9204
node2vec_mrr_rdeg18ki,0.0474,0.0642,0.094,0.436,0.0713,0.0474,0.0642,0.094,0.436,0.9229,0.9135
node2vec_mrr_zbihcsvs,0.0295,0.0377,0.0675,0.4151,0.0515,0.0295,0.0377,0.0675,0.4151,0.9165,0.9034
node2vec_mrr_xfrch59a,0.0,0.0336,0.0593,0.3662,0.03,0.0,0.0336,0.0593,0.3662,0.9118,0.8946
node2vec_mrr_e3jq8keo,0.0227,0.0252,0.071,0.341,0.0408,0.0227,0.0252,0.071,0.341,0.9097,0.8909
node2vec_mrr_aktpmn8b,0.0087,0.0326,0.0751,0.4023,0.041,0.0087,0.0326,0.0751,0.4023,0.92,0.9092
node2vec_mrr_uk4vqdzb,0.028,0.0456,0.0744,0.3555,0.0509,0.028,0.0456,0.0744,0.3555,0.9159,0.8993
node2vec_mrr_k3qttv9c,0.0242,0.0298,0.0461,0.1951,0.0344,0.0242,0.0298,0.0461,0.1951,0.8768,0.8461
node2vec_mrr_ll8ktwer,0.0242,0.029,0.0598,0.3804,0.0422,0.0242,0.029,0.0598,0.3804,0.9091,0.8954
node2vec_mrr_cxesv8eu,0.0201,0.0344,0.0443,0.287,0.0363,0.0201,0.0344,0.0443,0.287,0.9024,0.8779
node2vec_mrr_jhp66v39,0.0242,0.0364,0.0458,0.2539,0.0397,0.0242,0.0364,0.0458,0.2539,0.8846,0.8625
node2vec_mrr_89ycixv0,0.0242,0.0351,0.0868,0.411,0.0529,0.0242,0.0351,0.0868,0.411,0.9214,0.9108
node2vec_mrr_k19qonws,0.0176,0.0262,0.0481,0.3445,0.0358,0.0176,0.0262,0.0481,0.3445,0.9114,0.8925
node2vec_mrr_f9pvb1zi,0.0295,0.0593,0.0746,0.4064,0.0558,0.0295,0.0593,0.0746,0.4064,0.9197,0.9083
node2vec_mrr_ot2ufd87,0.0474,0.0542,0.0792,0.3575,0.0637,0.0474,0.0542,0.0792,0.3575,0.9151,0.9007
node2vec_mrr_a01b1ed0,0.0242,0.0334,0.0519,0.395,0.0438,0.0242,0.0334,0.0519,0.395,0.9211,0.9048
node2vec_mrr_n5cm0mgc,0.0247,0.0397,0.0593,0.3181,0.044,0.0247,0.0397,0.0593,0.3181,0.9043,0.8856
node2vec_mrr_w5zqjke6,0.0451,0.0497,0.1423,0.4115,0.0739,0.0451,0.0497,0.1423,0.4115,0.9211,0.9117
node2vec_mrr_79d17pdi,0.0402,0.0461,0.1019,0.4016,0.0627,0.0402,0.0461,0.1019,0.4016,0.9168,0.9072
node2vec_mrr_9v36rryh,0.03,0.0558,0.0851,0.3894,0.0562,0.03,0.0558,0.0851,0.3894,0.9197,0.9045
node2vec_mrr_7b1dqlt4,0.0229,0.0474,0.0695,0.3832,0.0462,0.0229,0.0474,0.0695,0.3832,0.9152,0.9001
node2vec_mrr_srrrvbi1,0.0191,0.0288,0.0545,0.3293,0.0376,0.0191,0.0288,0.0545,0.3293,0.9027,0.8834
node2vec_mrr_f0oe6b6c,0.0341,0.0451,0.0756,0.3792,0.0534,0.0341,0.0451,0.0756,0.3792,0.9164,0.9011
node2vec_mrr_dfsygihc,0.0336,0.0489,0.0805,0.3932,0.0545,0.0336,0.0489,0.0805,0.3932,0.9158,0.9028
node2vec_mrr_hng45bmw,0.0204,0.0272,0.0652,0.3995,0.0414,0.0204,0.0272,0.0652,0.3995,0.9153,0.9004
node2vec_mrr_0eul9k01,0.0239,0.0359,0.0537,0.4054,0.0445,0.0239,0.0359,0.0537,0.4054,0.9263,0.911
node2vec_mrr_ohlx9n2r,0.0328,0.0458,0.0884,0.3881,0.0579,0.0328,0.0458,0.0884,0.3881,0.9184,0.9065
node2vec_mrr_xp1qpwpw,0.0125,0.0502,0.097,0.3967,0.0475,0.0125,0.0502,0.097,0.3967,0.9176,0.9065
node2vec_mrr_q8il0psx,0.0211,0.0252,0.0578,0.3754,0.0406,0.0211,0.0252,0.0578,0.3754,0.9142,0.8989
node2vec_mrr_gs6zidwm,0.0272,0.0313,0.0744,0.4034,0.0468,0.0272,0.0313,0.0744,0.4034,0.9201,0.9057
node2vec_mrr_gspvfji1,0.0132,0.0288,0.0553,0.3871,0.0368,0.0132,0.0288,0.0553,0.3871,0.9158,0.901
node2vec_mrr_lxfsh373,0.0448,0.0497,0.07,0.3662,0.0603,0.0448,0.0497,0.07,0.3662,0.9145,0.8986
node2vec_mrr_d0dnkcar,0.0234,0.0407,0.0705,0.3863,0.0476,0.0234,0.0407,0.0705,0.3863,0.9169,0.9026
node2vec_mrr_5icwol4i,0.039,0.0527,0.0828,0.4163,0.0604,0.039,0.0527,0.0828,0.4163,0.922,0.9092
node2vec_mrr_lkaixobg,0.0372,0.0545,0.1092,0.4372,0.0664,0.0372,0.0545,0.1092,0.4372,0.9272,0.918
node2vec_mrr_n9ow951r,0.0257,0.0372,0.0632,0.4222,0.0492,0.0257,0.0372,0.0632,0.4222,0.9205,0.9092
node2vec_mrr_nylrwb4a,0.0438,0.0652,0.095,0.397,0.0659,0.0438,0.0652,0.095,0.397,0.9204,0.9072
node2vec_mrr_t9dvvh7a,0.0303,0.0351,0.0647,0.3733,0.0488,0.0303,0.0351,0.0647,0.3733,0.9154,0.9011
node2vec_mrr_69tzuo9r,0.0237,0.0364,0.0723,0.4001,0.0471,0.0237,0.0364,0.0723,0.4001,0.922,0.9094
node2vec_mrr_uf65spfi,0.025,0.0402,0.0588,0.398,0.0456,0.025,0.0402,0.0588,0.398,0.9119,0.8984
node2vec_mrr_8q26s18t,0.025,0.0321,0.0555,0.3061,0.0399,0.025,0.0321,0.0555,0.3061,0.9061,0.8848
node2vec_mrr_fnbi87s0,0.0216,0.0418,0.0657,0.4291,0.0471,0.0216,0.0418,0.0657,0.4291,0.9235,0.9105
node2vec_mrr_umhwnk0y,0.0272,0.0341,0.0517,0.3542,0.0426,0.0272,0.0341,0.0517,0.3542,0.9145,0.8965
node2vec_mrr_jxe6r4dx,0.0,0.0244,0.0568,0.3616,0.0276,0.0,0.0244,0.0568,0.3616,0.9085,0.8904
node2vec_mrr_pfffxblt,0.0252,0.0413,0.0555,0.3998,0.0449,0.0252,0.0413,0.0555,0.3998,0.9159,0.9006
node2vec_mrr_rrhh9fuc,0.0285,0.0321,0.039,0.1902,0.0372,0.0285,0.0321,0.039,0.1902,0.8713,0.84
node2vec_mrr_5ut8swh8,0.0267,0.0367,0.0621,0.3114,0.0434,0.0267,0.0367,0.0621,0.3114,0.8971,0.8781
node2vec_mrr_qd4ndvm9,0.0145,0.0229,0.039,0.2801,0.0283,0.0145,0.0229,0.039,0.2801,0.8996,0.8709
node2vec_mrr_sy8ffm7x,0.0346,0.0407,0.0598,0.2755,0.0479,0.0346,0.0407,0.0598,0.2755,0.9014,0.8784
node2vec_mrr_i71ssk89,0.028,0.0484,0.0777,0.372,0.0531,0.028,0.0484,0.0777,0.372,0.9184,0.9029
node2vec_mrr_s8k6tzfp,0.0272,0.0415,0.0721,0.4385,0.0513,0.0272,0.0415,0.0721,0.4385,0.9203,0.9101
node2vec_mrr_mf3hblcu,0.0206,0.027,0.0568,0.3873,0.0386,0.0206,0.027,0.0568,0.3873,0.9156,0.8992
node2vec_mrr_sx636h9e,0.025,0.0278,0.0527,0.3832,0.0416,0.025,0.0278,0.0527,0.3832,0.9181,0.9029
node2vec_mrr_8o3ttaxl,0.0191,0.04,0.0782,0.3812,0.0473,0.0191,0.04,0.0782,0.3812,0.9162,0.9029
node2vec_mrr_3z0m0nmi,0.0125,0.0239,0.0537,0.3901,0.0345,0.0125,0.0239,0.0537,0.3901,0.9198,0.903
node2vec_mrr_inbph87v,0.0145,0.0374,0.0677,0.3372,0.0406,0.0145,0.0374,0.0677,0.3372,0.9136,0.8965
node2vec_mrr_bkrzlyei,0.0344,0.0458,0.0733,0.3606,0.0525,0.0344,0.0458,0.0733,0.3606,0.9123,0.8955
node2vec_mrr_l9y7doxt,0.0257,0.029,0.0713,0.3649,0.0468,0.0257,0.029,0.0713,0.3649,0.9157,0.8998
node2vec_mrr_dsstpjg6,0.0232,0.0448,0.0693,0.425,0.0486,0.0232,0.0448,0.0693,0.425,0.92,0.9084
node2vec_mrr_0p71uchv,0.0364,0.0476,0.0782,0.4085,0.0576,0.0364,0.0476,0.0782,0.4085,0.9198,0.9073
node2vec_mrr_h9ba1qn9,0.0229,0.03,0.0484,0.2954,0.0381,0.0229,0.03,0.0484,0.2954,0.9059,0.8824
node2vec_mrr_yzf4r3cw,0.0298,0.0423,0.1207,0.4286,0.0566,0.0298,0.0423,0.1207,0.4286,0.922,0.9121
node2vec_mrr_bzt8anpx,0.0262,0.0331,0.0476,0.3909,0.0436,0.0262,0.0331,0.0476,0.3909,0.9167,0.9005
node2vec_mrr_l6qyzfu7,0.0214,0.029,0.0443,0.3063,0.0355,0.0214,0.029,0.0443,0.3063,0.9106,0.885
node2vec_mrr_ydc2z5it,0.0458,0.0611,0.1164,0.4637,0.0753,0.0458,0.0611,0.1164,0.4637,0.9268,0.9201
node2vec_mrr_8yjg6f6x,0.0308,0.0387,0.084,0.4232,0.0528,0.0308,0.0387,0.084,0.4232,0.9215,0.9103
node2vec_mrr_r7771dfh,0.0196,0.0392,0.0527,0.4148,0.0454,0.0196,0.0392,0.0527,0.4148,0.9221,0.9085
node2vec_mrr_mpai9n8n,0.0275,0.053,0.0817,0.437,0.0576,0.0275,0.053,0.0817,0.437,0.9231,0.9121
node2vec_mrr_zz2pofxc,0.0367,0.0438,0.0782,0.3718,0.0563,0.0367,0.0438,0.0782,0.3718,0.9086,0.8953
node2vec_mrr_ttu4qd8w,0.0359,0.0591,0.0952,0.382,0.0634,0.0359,0.0591,0.0952,0.382,0.9191,0.907
node2vec_mrr_qgyp0m2q,0.0222,0.0326,0.0535,0.4003,0.043,0.0222,0.0326,0.0535,0.4003,0.919,0.906
node2vec_mrr_dyin00sa,0.0298,0.0418,0.0642,0.3807,0.0496,0.0298,0.0418,0.0642,0.3807,0.9111,0.8975
node2vec_mrr_5qh5s2n3,0.0415,0.0469,0.0828,0.3845,0.0595,0.0415,0.0469,0.0828,0.3845,0.9192,0.9049
node2vec_mrr_cu19fstu,0.0188,0.0334,0.0922,0.4123,0.0471,0.0188,0.0334,0.0922,0.4123,0.9245,0.9118
deepwalk_cp21r1dr,0.0188,0.0598,0.1276,0.422,0.0609,0.0188,0.0598,0.1276,0.422,0.9276,0.9168
deepwalk_6z7pnddb,0.0275,0.0425,0.094,0.4242,0.0536,0.0275,0.0425,0.094,0.4242,0.9254,0.9139
deepwalk_ecv7cfbr,0.0349,0.0504,0.0817,0.3812,0.0588,0.0349,0.0504,0.0817,0.3812,0.9205,0.9047
deepwalk_c7kg5wum,0.0331,0.039,0.0672,0.3298,0.0503,0.0331,0.039,0.0672,0.3298,0.9101,0.8899
deepwalk_mrr_r73drmh8,0.0509,0.0535,0.1036,0.4439,0.0741,0.0509,0.0535,0.1036,0.4439,0.9316,0.9206
deepwalk_mrr_7wamw8ab,0.0367,0.0435,0.0856,0.441,0.06,0.0367,0.0435,0.0856,0.441,0.9281,0.916
deepwalk_mrr_0x52xng5,0.0112,0.0392,0.0889,0.3995,0.0416,0.0112,0.0392,0.0889,0.3995,0.9256,0.9099
deepwalk_mrr_0novdajz,0.0466,0.0568,0.137,0.4775,0.076,0.0466,0.0568,0.137,0.4775,0.9345,0.9261
node2vec_mrr_phykn4q8,0.0267,0.0316,0.0527,0.368,0.0428,0.0267,0.0316,0.0527,0.368,0.9191,0.8982
node2vec_mrr_r9if217z,0.0262,0.0328,0.0723,0.3838,0.0452,0.0262,0.0328,0.0723,0.3838,0.9218,0.904
deepwalk_mrr_fhr9e1wk,0.0186,0.0216,0.0754,0.3527,0.0402,0.0186,0.0216,0.0754,0.3527,0.9224,0.9054
deepwalk_mrr_3i9jqwnl,0.0306,0.04,0.0817,0.4253,0.0531,0.0306,0.04,0.0817,0.4253,0.9213,0.9098
deepwalk_mrr_00hkm4ps,0.0186,0.0321,0.082,0.3886,0.0432,0.0186,0.0321,0.082,0.3886,0.9201,0.9054
deepwalk_mrr_wgi0rojj,0.0,0.0466,0.084,0.4248,0.0469,0.0,0.0466,0.084,0.4248,0.9266,0.9152
deepwalk_mrr_jxrz3x39,0.043,0.0573,0.1337,0.4716,0.0746,0.043,0.0573,0.1337,0.4716,0.9342,0.9259
deepwalk_mrr_64t6xjnu,0.0308,0.0377,0.0889,0.4225,0.0557,0.0308,0.0377,0.0889,0.4225,0.9265,0.9147
deepwalk_mrr_6xlq8cz9,0.0216,0.0395,0.0922,0.4528,0.0541,0.0216,0.0395,0.0922,0.4528,0.9333,0.9227
deepwalk_mrr_lwpdu4yv,0.0285,0.0535,0.0978,0.4329,0.0591,0.0285,0.0535,0.0978,0.4329,0.927,0.9158
deepwalk_mrr_fqg8fr93,0.0242,0.041,0.0764,0.3866,0.0484,0.0242,0.041,0.0764,0.3866,0.9202,0.9038
deepwalk_mrr_7lfd4sx5,0.0132,0.0349,0.054,0.3326,0.0369,0.0132,0.0349,0.054,0.3326,0.9088,0.8883
deepwalk_mrr_xglb7mzt,0.0145,0.0402,0.0629,0.3692,0.0398,0.0145,0.0402,0.0629,0.3692,0.9187,0.8991
deepwalk_mrr_azzflim3,0.0306,0.0441,0.082,0.413,0.0567,0.0306,0.0441,0.082,0.413,0.9252,0.9134
deepwalk_mrr_mx22a3os,0.0295,0.041,0.1072,0.4067,0.0587,0.0295,0.041,0.1072,0.4067,0.9235,0.9108
deepwalk_mrr_ic5ya8cc,0.0135,0.0344,0.0553,0.3142,0.0369,0.0135,0.0344,0.0553,0.3142,0.9097,0.8883
deepwalk_mrr_1ka7tydk,0.0486,0.0823,0.1719,0.4316,0.0866,0.0486,0.0823,0.1719,0.4316,0.9317,0.9228
deepwalk_mrr_y8j6ehc8,0.0395,0.0466,0.0789,0.4197,0.0624,0.0395,0.0466,0.0789,0.4197,0.9265,0.9145
deepwalk_mrr_egd72qxb,0.0354,0.0626,0.1319,0.4474,0.0703,0.0354,0.0626,0.1319,0.4474,0.9334,0.9241
deepwalk_mrr_rcwpda2b,0.0199,0.0288,0.0502,0.2855,0.0352,0.0199,0.0288,0.0502,0.2855,0.9034,0.8786
deepwalk_mrr_enq3je1w,0.0318,0.0413,0.0591,0.4253,0.052,0.0318,0.0413,0.0591,0.4253,0.9283,0.9146
deepwalk_mrr_qr2sz4og,0.0186,0.0344,0.0856,0.424,0.0454,0.0186,0.0344,0.0856,0.424,0.9281,0.9158
deepwalk_mrr_3spcm3c2,0.0237,0.0316,0.0642,0.4107,0.0439,0.0237,0.0316,0.0642,0.4107,0.9225,0.9077
deepwalk_mrr_x37l9ghi,0.0318,0.0448,0.0688,0.341,0.0501,0.0318,0.0448,0.0688,0.341,0.9108,0.8918
deepwalk_mrr_tzjvo6z5,0.0224,0.0385,0.0726,0.3433,0.0447,0.0224,0.0385,0.0726,0.3433,0.9158,0.8971
deepwalk_mrr_1jgsxg90,0.0092,0.0227,0.0425,0.34,0.0298,0.0092,0.0227,0.0425,0.34,0.9098,0.889
deepwalk_mrr_jdtgj6sf,0.0349,0.0509,0.0835,0.4003,0.0583,0.0349,0.0509,0.0835,0.4003,0.9224,0.9088
