Metric,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,ACC,out_channels,hidden_channels,heads,negative_slope,dropout,num_layers,base_lr,score_num_layers_predictor,score_gin_mlp_layer,score_hidden_channels,score_out_channels,score_num_layers,score_dropout,product,epochs,train_time,test_time,params
cora_runwvivt6xd_GAT_Variant,95.57,93.54,97.79,98.52,98.15,99.45,95.87,95.57,93.54,97.79,98.52,98.15,99.45,99.71,99.79,97.05,64,8,4,0.1,0.0,1,0.015,3,2,64,1,3,0.1,inner,2000,0.375511884689331,0.3934016227722168,91904
cora_runwvivt6xd_GAT_Variant,95.57,93.54,97.79,98.52,98.15,99.45,95.87,95.57,93.54,97.79,98.52,98.15,99.45,99.71,99.79,97.05,64,8,4,0.1,0.0,1,0.015,3,2,64,1,3,0.1,dot,2000,1.007887601852417,1.0332791805267334,100289
cora_runlu052ksb_GAT_Variant,95.2,95.57,97.79,98.52,98.15,99.45,95.87,95.2,95.57,97.79,98.52,98.15,99.45,99.72,99.79,97.05,64,8,8,0.1,0.0,3,0.015,3,2,64,1,3,0.1,dot,2000,1.0785291194915771,1.1830768585205078,20665
cora_runwvivt6xd_GAT_Variant,95.57,93.54,97.79,98.52,98.15,99.45,95.87,95.57,93.54,97.79,98.52,98.15,99.45,99.71,99.79,97.05,64,8,4,0.1,0.0,2,0.015,3,2,64,1,3,0.1,inner,2000,0.4594566822052002,0.4854934215545654,12192
cora_runlu052ksb_GAT_Variant,95.2,95.57,97.79,98.52,98.15,99.45,95.87,95.2,95.57,97.79,98.52,98.15,99.45,99.72,99.79,97.05,64,8,8,0.1,0.1,1,0.015,3,2,64,1,3,0.1,inner,2000,0.5666015148162842,0.6166200637817383,91904
cora_runlu052ksb_GAT_Variant,95.2,95.94,97.6,98.15,98.15,99.26,95.87,95.2,95.94,97.6,98.15,98.15,99.26,99.7,99.75,97.42,64,8,8,0.1,0.1,1,0.015,3,2,64,1,3,0.1,dot,2000,0.6090455055236816,0.7806024551391602,100289
cora_runwvivt6xd_GAT_Variant,95.57,93.54,97.79,98.52,98.15,99.45,95.87,95.57,93.54,97.79,98.52,98.15,99.45,99.71,99.79,97.05,64,8,4,0.1,0.0,2,0.015,3,2,64,1,3,0.1,dot,2000,0.7008223533630371,0.7288873195648193,20577
cora_runlu052ksb_GAT_Variant,95.2,95.94,97.6,98.15,98.15,99.26,95.87,95.2,95.94,97.6,98.15,98.15,99.26,99.7,99.75,97.42,64,8,8,0.1,0.1,2,0.015,3,2,64,1,3,0.1,inner,2000,0.7324302196502686,0.7838184833526611,12192
cora_runwvivt6xd_GAT_Variant,95.57,93.54,97.79,98.52,98.15,99.45,95.87,95.57,93.54,97.79,98.52,98.15,99.45,99.71,99.79,97.05,64,8,4,0.1,0.0,3,0.015,3,2,64,1,3,0.1,inner,2000,0.8461518287658691,1.0182337760925293,12280
cora_runlu052ksb_GAT_Variant,95.2,95.94,97.6,98.15,98.15,99.26,95.87,95.2,95.94,97.6,98.15,98.15,99.26,99.7,99.75,97.42,64,8,8,0.1,0.1,2,0.015,3,2,64,1,3,0.1,dot,2000,0.9880313873291016,1.0451552867889404,20577
cora_runwvivt6xd_GAT_Variant,95.57,93.54,97.79,98.52,98.15,99.45,95.87,95.57,93.54,97.79,98.52,98.15,99.45,99.71,99.79,97.05,64,8,4,0.1,0.0,3,0.015,3,2,64,1,3,0.1,dot,2000,1.0035581588745115,1.0726134777069092,20665
cora_runlu052ksb_GAT_Variant,95.2,95.94,97.6,98.15,98.15,99.26,95.87,95.2,95.94,97.6,98.15,98.15,99.26,99.7,99.75,97.42,64,8,8,0.1,0.1,3,0.015,3,2,64,1,3,0.1,inner,2000,1.1103436946868896,1.1572716236114502,12280
cora_runwvivt6xd_GAT_Variant,95.57,93.54,97.79,98.52,98.15,99.45,95.87,95.57,93.54,97.79,98.52,98.15,99.45,99.71,99.79,97.05,64,8,4,0.1,0.1,1,0.015,3,2,64,1,3,0.1,inner,2000,0.4293904304504394,0.4640491008758545,91904
cora_runwvivt6xd_GAT_Variant,95.57,93.54,97.79,98.52,98.15,99.45,95.87,95.57,93.54,97.79,98.52,98.15,99.45,99.71,99.79,97.05,64,8,4,0.1,0.1,1,0.015,3,2,64,1,3,0.1,dot,2000,0.8141779899597168,0.9396193027496338,100289
cora_runlu052ksb_GAT_Variant,95.2,95.94,97.6,98.15,98.15,99.26,95.87,95.2,95.94,97.6,98.15,98.15,99.26,99.7,99.75,97.42,64,8,8,0.1,0.1,3,0.015,3,2,64,1,3,0.1,dot,2000,1.122934103012085,1.2018733024597168,20665
cora_runwvivt6xd_GAT_Variant,95.57,93.54,97.79,98.52,98.15,99.45,95.87,95.57,93.54,97.79,98.52,98.15,99.45,99.71,99.79,97.05,64,8,4,0.1,0.1,2,0.015,3,2,64,1,3,0.1,inner,2000,0.5937631130218506,0.7502114772796631,12192
cora_runwvivt6xd_GAT_Variant,95.57,93.54,97.79,98.52,98.15,99.45,95.87,95.57,93.54,97.79,98.52,98.15,99.45,99.71,99.79,97.05,64,8,4,0.1,0.1,2,0.015,3,2,64,1,3,0.1,dot,2000,0.6289911270141602,0.9407777786254884,20577
cora_runwvivt6xd_GAT_Variant,95.57,93.54,97.79,98.52,98.15,99.45,95.87,95.57,93.54,97.79,98.52,98.15,99.45,99.71,99.79,97.05,64,8,4,0.1,0.1,3,0.015,3,2,64,1,3,0.1,inner,2000,1.4369337558746338,1.495422124862671,12280
cora_runwvivt6xd_GAT_Variant,95.57,93.54,97.79,98.52,98.15,99.45,95.87,95.57,93.54,97.79,98.52,98.15,99.45,99.71,99.79,97.05,64,8,4,0.1,0.1,3,0.015,3,2,64,1,3,0.1,dot,2000,1.004350185394287,1.1029319763183594,20665
cora_runwvivt6xd_GAT_Variant,95.57,93.54,97.79,98.52,98.15,99.45,95.87,95.57,93.54,97.79,98.52,98.15,99.45,99.71,99.79,97.05,64,8,8,0.1,0.0,1,0.015,3,2,64,1,3,0.1,inner,2000,0.7423450946807861,0.7774219512939453,91904
cora_runwvivt6xd_GAT_Variant,95.57,95.57,97.79,98.52,98.15,99.45,95.87,95.57,95.57,97.79,98.52,98.15,99.45,99.71,99.79,97.05,64,8,8,0.1,0.0,1,0.015,3,2,64,1,3,0.1,dot,2000,0.5879828929901123,0.5986728668212891,100289
cora_runwvivt6xd_GAT_Variant,95.57,95.57,97.79,98.52,98.15,99.45,95.87,95.57,95.57,97.79,98.52,98.15,99.45,99.71,99.79,97.05,64,8,8,0.1,0.0,2,0.015,3,2,64,1,3,0.1,inner,2000,0.4811799526214599,0.5241546630859375,12192
cora_runwvivt6xd_GAT_Variant,95.57,95.57,97.79,98.52,98.15,99.45,95.87,95.57,95.57,97.79,98.52,98.15,99.45,99.71,99.79,97.05,64,8,8,0.1,0.0,2,0.015,3,2,64,1,3,0.1,dot,2000,0.6168708801269531,0.651414155960083,20577
cora_runwvivt6xd_GAT_Variant,95.57,95.57,97.79,98.52,98.15,99.45,95.87,95.57,95.57,97.79,98.52,98.15,99.45,99.71,99.79,97.05,64,8,8,0.1,0.0,3,0.015,3,2,64,1,3,0.1,inner,2000,0.9850645065307616,1.251698017120361,12280
cora_runwvivt6xd_GAT_Variant,95.57,95.57,97.79,98.52,98.15,99.45,95.87,95.57,95.57,97.79,98.52,98.15,99.45,99.71,99.79,97.05,64,8,8,0.1,0.0,3,0.015,3,2,64,1,3,0.1,dot,2000,1.0127713680267334,1.0819368362426758,20665
cora_runwvivt6xd_GAT_Variant,95.57,95.57,97.79,98.52,98.15,99.45,95.87,95.57,95.57,97.79,98.52,98.15,99.45,99.71,99.79,97.05,64,8,8,0.1,0.1,1,0.015,3,2,64,1,3,0.1,inner,2000,0.5284743309020996,0.549422025680542,91904
cora_runwvivt6xd_GAT_Variant,95.57,95.94,97.6,98.15,98.15,99.26,95.87,95.57,95.94,97.6,98.15,98.15,99.26,99.7,99.75,97.32,64,8,8,0.1,0.1,1,0.015,3,2,64,1,3,0.1,dot,2000,0.7186951637268066,0.7817883491516113,100289
cora_runwvivt6xd_GAT_Variant,95.57,95.94,97.6,98.15,98.15,99.26,95.87,95.57,95.94,97.6,98.15,98.15,99.26,99.7,99.75,97.32,64,8,8,0.1,0.1,2,0.015,3,2,64,1,3,0.1,inner,2000,0.7743570804595947,0.816387414932251,12192
cora_runwvivt6xd_GAT_Variant,95.57,95.94,97.6,98.15,98.15,99.26,95.87,95.57,95.94,97.6,98.15,98.15,99.26,99.7,99.75,97.32,64,8,8,0.1,0.1,2,0.015,3,2,64,1,3,0.1,dot,2000,0.9134194850921632,0.931816339492798,20577
cora_runwvivt6xd_GAT_Variant,95.57,95.94,97.6,98.15,98.15,99.26,95.87,95.57,95.94,97.6,98.15,98.15,99.26,99.7,99.75,97.32,64,8,8,0.1,0.1,3,0.015,3,2,64,1,3,0.1,inner,2000,1.2324209213256836,1.293135643005371,12280
cora_runwbsof2n5_GAT_Variant,27.31,63.84,78.23,91.51,96.31,98.71,45.41,27.31,63.84,78.23,91.51,96.31,98.71,98.55,98.45,87.64,32,32,4,0.1,0.0,1,0.015,3,2,64,1,3,0.1,inner,2000,0.5481774806976318,0.5859377384185791,45952
cora_runwvivt6xd_GAT_Variant,95.57,95.94,97.6,98.15,98.15,99.26,95.87,95.57,95.94,97.6,98.15,98.15,99.26,99.7,99.75,97.32,64,8,8,0.1,0.1,3,0.015,3,2,64,1,3,0.1,dot,2000,1.255788803100586,1.3632144927978516,20665
cora_runwbsof2n5_GAT_Variant,92.8,94.83,96.31,98.15,98.89,99.26,94.19,92.8,94.83,96.31,98.15,98.89,99.26,99.69,99.7,96.59,32,32,4,0.1,0.0,1,0.015,3,2,64,1,3,0.1,dot,2000,0.6262552738189697,0.6535258293151855,52289
cora_runwbsof2n5_GAT_Variant,92.8,94.83,96.31,98.15,98.89,99.26,94.19,92.8,94.83,96.31,98.15,98.89,99.26,99.69,99.7,96.59,32,32,4,0.1,0.0,2,0.015,3,2,64,1,3,0.1,inner,2000,0.8701281547546387,0.888059139251709,47072
cora_runwbsof2n5_GAT_Variant,92.8,94.83,96.31,98.15,98.89,99.26,94.19,92.8,94.83,96.31,98.15,98.89,99.26,99.69,99.7,96.59,32,32,4,0.1,0.0,2,0.015,3,2,64,1,3,0.1,dot,2000,0.6540138721466064,0.7325549125671387,53409
cora_runwbsof2n5_GAT_Variant,92.8,94.83,96.31,98.15,98.89,99.26,94.19,92.8,94.83,96.31,98.15,98.89,99.26,99.69,99.7,96.59,32,32,4,0.1,0.0,3,0.015,3,2,64,1,3,0.1,inner,2000,1.0286719799041748,1.0921587944030762,48192
cora_runwbsof2n5_GAT_Variant,92.8,94.83,96.31,98.15,98.89,99.26,94.19,92.8,94.83,96.31,98.15,98.89,99.26,99.69,99.7,96.59,32,32,4,0.1,0.0,3,0.015,3,2,64,1,3,0.1,dot,2000,0.9281973838806152,1.0445191860198977,54529
cora_runwbsof2n5_GAT_Variant,92.8,94.83,96.31,98.15,98.89,99.26,94.19,92.8,94.83,96.31,98.15,98.89,99.26,99.69,99.7,96.59,32,32,4,0.1,0.1,1,0.015,3,2,64,1,3,0.1,inner,2000,0.4181985855102539,0.4412543773651123,45952
cora_runwbsof2n5_GAT_Variant,88.19,95.02,97.79,98.15,98.89,99.26,91.98,88.19,95.02,97.79,98.15,98.89,99.26,99.69,99.73,96.59,32,32,4,0.1,0.1,1,0.015,3,2,64,1,3,0.1,dot,2000,0.8142330646514893,0.8329567909240723,52289
cora_runwbsof2n5_GAT_Variant,88.19,95.02,97.79,98.15,98.89,99.26,91.98,88.19,95.02,97.79,98.15,98.89,99.26,99.69,99.73,96.59,32,32,4,0.1,0.1,2,0.015,3,2,64,1,3,0.1,inner,2000,0.7434585094451904,0.771003007888794,47072
cora_runwbsof2n5_GAT_Variant,88.19,95.02,97.79,98.15,98.89,99.26,91.98,88.19,95.02,97.79,98.15,98.89,99.26,99.69,99.73,96.59,32,32,4,0.1,0.1,2,0.015,3,2,64,1,3,0.1,dot,2000,0.9073965549468994,0.9630401134490968,53409
cora_runwbsof2n5_GAT_Variant,88.19,95.02,97.79,98.15,98.89,99.26,91.98,88.19,95.02,97.79,98.15,98.89,99.26,99.69,99.73,96.59,32,32,4,0.1,0.1,3,0.015,3,2,64,1,3,0.1,inner,2000,0.8667190074920654,0.8988504409790039,48192
Best,95.57,95.94,97.79,98.52,98.89,99.45,95.87,95.57,95.94,97.79,98.52,98.89,99.45,99.77,99.84,97.42,64,32,8,0.1,0.1,3,0.015,3,2,64,1,3,0.1,inner,2000,1.8505527973175049,1.8984222412109373,100289
