Metric,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,ACC,out_channels,hidden_channels,num_layers,base_lr,mlp_layer,score_num_layers_predictor,score_gin_mlp_layer,score_hidden_channels,score_out_channels,score_num_layers,score_dropout,product,epochs,train_time,test_time,params
arxiv_2023_rundty6ew3p_GIN_Variant,0.0,30.98,41.48,51.77,94.12,96.91,17.13,0.0,31.95,41.48,51.77,94.12,96.91,98.82,98.42,94.73,64,64,2,0.0089,1,3,2,64,1,3,0.1,inner,2000,10.650665760040283,10.726297855377195,23424
arxiv_2023_rundty6ew3p_GIN_Variant,0.0,30.98,41.48,90.26,97.16,98.12,17.13,0.0,31.95,41.48,90.26,97.16,98.12,99.02,99.17,96.81,64,64,2,0.0089,1,3,2,64,1,3,0.1,dot,2000,10.281333923339844,10.370439529418944,31809
arxiv_2023_rundty6ew3p_GIN_Variant,0.0,30.98,41.48,90.26,97.16,98.12,17.13,0.0,31.95,41.48,90.26,97.16,98.12,99.02,99.17,96.81,64,64,2,0.0089,2,3,2,64,1,3,0.1,inner,2000,13.053528785705566,13.130547285079956,31744
arxiv_2023_rundty6ew3p_GIN_Variant,0.0,87.07,93.91,96.45,98.38,98.58,17.13,0.0,87.07,93.91,96.45,98.38,98.58,99.33,99.53,97.54,64,64,2,0.0089,2,3,2,64,1,3,0.1,dot,2000,14.39205837249756,14.48955249786377,40129
arxiv_2023_rundty6ew3p_GIN_Variant,0.0,87.07,94.57,96.45,98.38,98.58,20.86,0.0,22.01,94.57,96.45,98.38,98.58,99.33,99.53,97.26,64,64,2,0.0089,3,3,2,64,1,3,0.1,inner,2000,15.587730169296265,15.860551834106445,40064
Best,0.0,87.07,94.57,96.45,98.38,98.58,20.86,0.0,87.07,94.57,96.45,98.38,98.58,99.33,99.53,97.54,64,64,2,0.0089,3,3,2,64,1,3,0.1,inner,2000,15.587730169296265,15.860551834106445,40129
