Metric,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,ACC,out_channels,hidden_channels,base_lr,score_num_layers_predictor,score_gin_mlp_layer,score_hidden_channels,score_out_channels,score_num_layers,score_dropout,product,epochs,train_time,test_time,params
pubmed_rundwaic4vt_SAGE_Variant,3.54,6.79,30.73,52.46,83.03,94.0,9.83,3.54,6.79,30.73,52.46,83.03,94.0,98.93,98.66,92.84,128,64,0.0089,3,2,64,1,3,0.1,inner,2000,0.906303644180298,1.1038525104522705,88832
pubmed_rundwaic4vt_SAGE_Variant,49.8,54.6,87.14,91.16,95.4,97.54,56.04,49.8,54.6,87.14,91.16,95.4,97.54,99.55,99.65,97.99,128,64,0.0089,3,2,64,1,3,0.1,dot,2000,1.3849363327026367,1.6114182472229004,101313
pubmed_rundwaic4vt_SAGE_Variant,49.8,54.6,87.14,91.16,95.4,97.54,56.04,49.8,54.6,87.14,91.16,95.4,97.54,99.55,99.65,97.99,128,128,0.0089,3,2,64,1,3,0.1,inner,2000,1.386535406112671,1.6066298484802246,193920
pubmed_rundwaic4vt_SAGE_Variant,37.0,41.49,87.14,90.95,95.96,97.99,48.68,37.0,41.49,87.14,90.95,95.96,97.99,99.68,99.71,97.99,128,128,0.0089,3,2,64,1,3,0.1,dot,2000,1.5572047233581543,1.7749879360198977,206401
pubmed_rundwaic4vt_SAGE_Variant,37.0,41.49,87.14,90.95,95.96,97.99,48.68,37.0,41.49,87.14,90.95,95.96,97.99,99.68,99.71,97.99,128,256,0.0089,3,2,64,1,3,0.1,inner,2000,1.5891146659851074,1.772593975067139,453248
pubmed_run8f4c9suq_SAGE_Variant,1.35,6.95,24.12,53.63,86.8,95.22,10.03,1.35,6.95,24.12,53.63,86.8,95.22,98.93,98.69,90.99,128,64,0.0089,3,2,64,1,3,0.1,inner,2000,19.46354866027832,20.372254848480225,88832
pubmed_run8f4c9suq_SAGE_Variant,5.19,36.26,83.15,92.42,96.46,98.26,27.77,5.19,36.26,83.15,92.42,96.46,98.26,99.71,99.61,98.12,128,64,0.0089,3,2,64,1,3,0.1,dot,2000,18.59248661994934,18.72223138809204,101313
Best,49.8,54.6,87.14,92.42,96.46,98.26,56.04,49.8,54.6,87.14,92.42,96.46,98.26,99.71,99.71,98.12,128,256,0.0089,3,2,64,1,3,0.1,inner,2000,19.46354866027832,20.372254848480225,453248
