Metric,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,ACC,out_channels,hidden_channels,heads,negative_slope,dropout,num_layers,base_lr,score_num_layers_predictor,score_gin_mlp_layer,score_hidden_channels,score_out_channels,score_num_layers,score_dropout,product,epochs,train_time,test_time,params
Tune,10.75,23.63,43.97,72.11,88.95,95.89,25.03,10.75,23.63,43.97,72.11,88.95,95.89,98.74,98.56,100.0,16,32,4,0.1,0,1,0.015,3,2,32.0,1,1,0.1,dot,2000,1.0627288818359375,1.089850902557373,4865
Tune,0.0,27.74,51.42,70.79,82.3,91.63,13.56,0.0,27.74,52.28,59.33,82.3,91.63,98.19,98.03,100.0,16,32,4,0.1,0,1,0.015,3,2,32.0,1,2,0.1,inner,2000,0.8731591701507568,0.8865952491760254,4848
Tune,10.75,23.63,43.97,72.11,88.95,95.89,25.03,10.75,23.63,43.97,72.11,88.95,95.89,98.74,98.56,100.0,16,32,4,0.1,0,1,0.015,3,2,32.0,1,2,0.1,inner,2000,1.0476679801940918,1.1092824935913086,4848
Tune,0.0,27.74,51.42,70.79,82.3,91.63,13.56,0.0,27.74,52.28,59.33,82.3,91.63,98.19,98.03,100.0,16,32,4,0.1,0,1,0.015,3,2,32.0,1,2,0.1,dot,2000,1.0818040370941162,1.1138722896575928,5425
Tune,10.75,23.63,43.97,72.11,88.95,95.89,25.03,10.75,23.63,43.97,72.11,88.95,95.89,98.74,98.56,100.0,16,32,4,0.1,0,1,0.015,3,2,32.0,1,2,0.1,dot,2000,1.255493402481079,1.2820944786071775,5425
Tune,0.0,27.74,51.42,70.79,82.3,91.63,13.56,0.0,27.74,52.28,59.33,82.3,91.63,98.19,98.03,100.0,16,32,4,0.1,0,1,0.015,3,2,32.0,1,3,0.1,inner,2000,1.0445411205291748,1.1162147521972656,4848
Tune,10.75,23.63,43.97,72.11,88.95,95.89,25.03,10.75,23.63,43.97,72.11,88.95,95.89,98.74,98.56,100.0,16,32,4,0.1,0,1,0.015,3,2,32.0,1,3,0.1,inner,2000,1.0812880992889404,1.1242578029632568,4848
Tune,0.0,27.74,51.42,70.79,82.3,91.63,13.56,0.0,27.74,52.28,59.33,82.3,91.63,98.19,98.03,100.0,16,32,4,0.1,0,1,0.015,3,2,32.0,1,3,0.1,dot,2000,1.1400415897369385,1.1789648532867432,6481
Tune,10.75,23.63,43.97,72.11,88.95,95.89,25.03,10.75,23.63,43.97,72.11,88.95,95.89,98.74,98.56,100.0,16,32,4,0.1,0,1,0.015,3,2,32.0,1,3,0.1,dot,2000,1.2619829177856443,1.3218703269958496,6481
Tune,0.0,27.74,51.42,70.79,82.3,91.63,13.56,0.0,27.74,52.28,59.33,82.3,91.63,98.19,98.03,100.0,16,32,4,0.1,0,1,0.015,3,2,16.0,1,1,0.1,inner,2000,1.142667293548584,1.2410309314727783,4848
Tune,10.75,23.63,43.97,72.11,88.95,95.89,25.03,10.75,23.63,43.97,72.11,88.95,95.89,98.74,98.56,100.0,16,32,4,0.1,0,1,0.015,3,2,16.0,1,1,0.1,inner,2000,1.1211767196655271,1.1490466594696045,4848
Tune,16.23,27.74,51.42,70.79,82.3,91.63,21.97,16.23,27.74,52.28,59.33,82.3,91.63,98.19,98.03,100.0,16,32,4,0.1,0,1,0.015,3,2,16.0,1,1,0.1,dot,2000,1.1884407997131348,1.242957592010498,4865
Tune,17.65,23.63,43.97,72.11,88.95,95.89,23.24,17.65,23.63,43.97,72.11,88.95,95.89,98.74,98.56,100.0,16,32,4,0.1,0,1,0.015,3,2,16.0,1,1,0.1,dot,2000,1.1154816150665283,1.1444637775421145,4865
Tune,16.23,27.74,51.42,70.79,82.3,91.63,21.97,16.23,27.74,52.28,59.33,82.3,91.63,98.19,98.03,100.0,16,32,4,0.1,0,1,0.015,3,2,16.0,1,2,0.1,inner,2000,1.066641330718994,1.0969266891479492,4848
Tune,17.65,23.63,43.97,72.11,88.95,95.89,23.24,17.65,23.63,43.97,72.11,88.95,95.89,98.74,98.56,100.0,16,32,4,0.1,0,1,0.015,3,2,16.0,1,2,0.1,inner,2000,0.9350926876068116,0.9754638671875,4848
Tune,16.23,27.74,51.42,70.79,82.3,91.63,21.97,16.23,27.74,52.28,59.33,82.3,91.63,98.19,98.03,100.0,16,32,4,0.1,0,1,0.015,3,2,16.0,1,2,0.1,dot,2000,1.281336545944214,1.306377649307251,5137
Tune,17.65,23.63,43.97,72.11,88.95,95.89,23.24,17.65,23.63,43.97,72.11,88.95,95.89,98.74,98.56,100.0,16,32,4,0.1,0,1,0.015,3,2,16.0,1,2,0.1,dot,2000,1.2055268287658691,1.23482084274292,5137
Tune,16.23,27.74,51.42,70.79,82.3,91.63,21.97,16.23,27.74,52.28,59.33,82.3,91.63,98.19,98.03,100.0,16,32,4,0.1,0,1,0.015,3,2,16.0,1,3,0.1,inner,2000,1.0102343559265137,1.0430915355682373,4848
Tune,17.65,23.63,43.97,72.11,88.95,95.89,23.24,17.65,23.63,43.97,72.11,88.95,95.89,98.74,98.56,100.0,16,32,4,0.1,0,1,0.015,3,2,16.0,1,3,0.1,inner,2000,1.13993501663208,1.1996738910675049,4848
Tune,16.23,27.74,51.42,70.79,82.3,91.63,21.97,16.23,27.74,52.28,59.33,82.3,91.63,98.19,98.03,100.0,16,32,4,0.1,0,1,0.015,3,2,16.0,1,3,0.1,dot,2000,1.2808794975280762,1.328026294708252,5409
Tune,17.65,23.63,43.97,72.11,88.95,95.89,23.24,17.65,23.63,43.97,72.11,88.95,95.89,98.74,98.56,100.0,16,32,4,0.1,0,1,0.015,3,2,16.0,1,3,0.1,dot,2000,1.356508731842041,1.3774278163909912,5409
Tune,16.23,27.74,51.42,70.79,82.3,91.63,21.97,16.23,27.74,52.28,59.33,82.3,91.63,98.19,98.03,100.0,16,32,4,0.1,0,2,0.015,1,2,64.0,1,1,0.1,inner,2000,1.4255497455596924,1.4738283157348633,10256
Tune,17.65,23.63,43.97,72.11,88.95,95.89,23.24,17.65,23.63,43.97,72.11,88.95,95.89,98.74,98.56,100.0,16,32,4,0.1,0,2,0.015,1,2,64.0,1,1,0.1,inner,2000,1.1938467025756836,1.2530629634857178,10256
Tune,16.23,27.74,51.42,70.79,88.03,95.74,21.97,16.23,27.74,52.28,59.33,88.03,95.74,98.19,98.03,100.0,16,32,4,0.1,0,2,0.015,1,2,64.0,1,1,0.1,dot,2000,1.4449360370635986,1.499553680419922,10273
Tune,17.65,23.63,61.46,72.11,91.28,96.1,23.24,17.65,23.63,61.46,72.11,91.28,96.1,98.74,98.56,100.0,16,32,4,0.1,0,2,0.015,1,2,64.0,1,1,0.1,dot,2000,1.306490182876587,1.3371624946594238,10273
Tune,16.23,27.74,51.42,70.79,88.03,95.74,21.97,16.23,27.74,52.28,59.33,88.03,95.74,98.19,98.03,100.0,16,32,4,0.1,0,2,0.015,1,2,64.0,1,2,0.1,inner,2000,1.303544521331787,1.3691153526306152,10256
Tune,17.65,23.63,61.46,72.11,91.28,96.1,23.24,17.65,23.63,61.46,72.11,91.28,96.1,98.74,98.56,100.0,16,32,4,0.1,0,2,0.015,1,2,64.0,1,2,0.1,inner,2000,1.4984431266784668,1.5208284854888916,10256
Tune,16.23,27.74,62.47,89.4,97.21,98.23,21.97,16.23,27.74,62.47,89.4,97.21,98.23,98.19,99.0,100.0,16,32,4,0.1,0,2,0.015,1,2,64.0,1,2,0.1,dot,2000,1.4614572525024414,1.5055339336395264,11409
Tune,17.65,24.54,77.69,88.39,96.75,98.38,23.24,17.65,24.54,77.69,88.39,96.75,98.38,98.74,99.23,100.0,16,32,4,0.1,0,2,0.015,1,2,64.0,1,2,0.1,dot,2000,1.3799748420715332,1.4120283126831057,11409
Tune,4.51,27.74,49.8,89.4,97.21,98.23,22.4,4.51,27.74,49.8,89.4,97.21,98.23,98.19,99.0,100.0,16,32,4,0.1,0,2,0.015,1,2,64.0,1,3,0.1,inner,2000,1.20674467086792,1.228912353515625,10256
Tune,17.65,24.54,77.69,88.39,96.75,98.38,23.24,17.65,24.54,77.69,88.39,96.75,98.38,98.74,99.23,100.0,16,32,4,0.1,0,2,0.015,1,2,64.0,1,3,0.1,inner,2000,1.292501449584961,1.3371851444244385,10256
Tune,4.51,27.74,49.8,89.4,97.21,98.23,22.4,4.51,27.74,49.8,89.4,97.21,98.23,98.19,99.0,100.0,16,32,4,0.1,0,2,0.015,1,2,64.0,1,3,0.1,dot,2000,1.5790174007415771,1.6109585762023926,15569
Tune,17.65,24.54,77.69,88.39,96.75,98.38,23.24,17.65,24.54,77.69,88.39,96.75,98.38,98.74,99.23,100.0,16,32,4,0.1,0,2,0.015,1,2,64.0,1,3,0.1,dot,2000,1.5980474948883057,1.6203558444976809,15569
Tune,4.51,27.74,49.8,89.4,97.21,98.23,22.4,4.51,27.74,49.8,89.4,97.21,98.23,98.19,99.0,100.0,16,32,4,0.1,0,2,0.015,1,2,32.0,1,1,0.1,inner,2000,1.5435867309570312,1.6047179698944092,10256
Tune,17.65,24.54,77.69,88.39,96.75,98.38,23.24,17.65,24.54,77.69,88.39,96.75,98.38,98.74,99.23,100.0,16,32,4,0.1,0,2,0.015,1,2,32.0,1,1,0.1,inner,2000,1.0378313064575195,1.0582432746887207,10256
Tune,4.51,27.74,49.8,89.4,97.21,98.23,22.4,4.51,27.74,49.8,89.4,97.21,98.23,98.19,99.0,100.0,16,32,4,0.1,0,2,0.015,1,2,32.0,1,1,0.1,dot,2000,1.5137147903442385,1.5432429313659668,10273
Tune,17.65,24.54,77.69,88.39,96.75,98.38,23.24,17.65,24.54,77.69,88.39,96.75,98.38,98.74,99.23,100.0,16,32,4,0.1,0,2,0.015,1,2,32.0,1,1,0.1,dot,2000,1.4254004955291748,1.4501898288726809,10273
Tune,4.51,27.74,49.8,89.4,97.21,98.23,22.4,4.51,27.74,49.8,89.4,97.21,98.23,98.19,99.0,100.0,16,32,4,0.1,0,2,0.015,1,2,32.0,1,2,0.1,inner,2000,1.1747357845306396,1.2632544040679932,10256
Tune,17.65,24.54,77.69,88.39,96.75,98.38,23.24,17.65,24.54,77.69,88.39,96.75,98.38,98.74,99.23,100.0,16,32,4,0.1,0,2,0.015,1,2,32.0,1,2,0.1,inner,2000,1.168522596359253,1.234261989593506,10256
Tune,24.44,41.23,75.61,89.4,97.21,98.23,30.09,24.44,41.23,75.61,89.4,97.21,98.23,98.19,99.0,100.0,16,32,4,0.1,0,2,0.015,1,2,32.0,1,2,0.1,dot,2000,1.4878931045532229,1.5183660984039309,10833
Tune,14.66,24.54,77.69,88.39,96.75,98.38,30.31,14.66,24.54,77.69,88.39,96.75,98.38,98.74,99.23,100.0,16,32,4,0.1,0,2,0.015,1,2,32.0,1,2,0.1,dot,2000,1.412644386291504,1.4574170112609863,10833
Tune,24.44,41.23,75.61,89.4,97.21,98.23,30.09,24.44,41.23,75.61,89.4,97.21,98.23,98.19,99.0,100.0,16,32,4,0.1,0,2,0.015,1,2,32.0,1,3,0.1,inner,2000,1.3685314655303955,1.3982315063476562,10256
Tune,14.66,24.54,77.69,88.39,96.75,98.38,30.31,14.66,24.54,77.69,88.39,96.75,98.38,98.74,99.23,100.0,16,32,4,0.1,0,2,0.015,1,2,32.0,1,3,0.1,inner,2000,1.5683083534240725,1.5948553085327148,10256
Tune,24.44,41.23,75.61,89.4,97.21,98.23,30.09,24.44,41.23,75.61,89.4,97.21,98.23,98.19,99.0,100.0,16,32,4,0.1,0,2,0.015,1,2,32.0,1,3,0.1,dot,2000,1.4364702701568604,1.5071804523468018,11889
Tune,14.66,24.54,77.69,88.39,96.75,98.38,30.31,14.66,24.54,77.69,88.39,96.75,98.38,98.74,99.23,100.0,16,32,4,0.1,0,2,0.015,1,2,32.0,1,3,0.1,dot,2000,1.43554425239563,1.5333173274993896,11889
Tune,24.44,41.23,75.61,89.4,97.21,98.23,30.09,24.44,41.23,75.61,89.4,97.21,98.23,98.19,99.0,100.0,16,32,4,0.1,0,2,0.015,1,2,16.0,1,1,0.1,inner,2000,1.084803819656372,1.1066529750823977,10256
Tune,14.66,24.54,77.69,88.39,96.75,98.38,30.31,14.66,24.54,77.69,88.39,96.75,98.38,98.74,99.23,100.0,16,32,4,0.1,0,2,0.015,1,2,16.0,1,1,0.1,inner,2000,1.3504669666290283,1.3750615119934082,10256
Tune,24.44,41.23,75.61,89.4,97.21,98.23,30.09,24.44,41.23,75.61,89.4,97.21,98.23,98.19,99.0,100.0,16,32,4,0.1,0,2,0.015,1,2,16.0,1,1,0.1,dot,2000,1.386000633239746,1.4610216617584229,10273
Tune,14.66,24.54,77.69,88.39,96.75,98.38,30.31,14.66,24.54,77.69,88.39,96.75,98.38,98.74,99.23,100.0,16,32,4,0.1,0,2,0.015,1,2,16.0,1,1,0.1,dot,2000,1.2749662399291992,1.3161289691925049,10273
Tune,24.44,41.23,75.61,89.4,97.21,98.23,30.09,24.44,41.23,75.61,89.4,97.21,98.23,98.19,99.0,100.0,16,32,4,0.1,0,2,0.015,1,2,16.0,1,2,0.1,inner,2000,1.42160964012146,1.454139232635498,10256
Tune,14.66,24.54,77.69,88.39,96.75,98.38,30.31,14.66,24.54,77.69,88.39,96.75,98.38,98.74,99.23,100.0,16,32,4,0.1,0,2,0.015,1,2,16.0,1,2,0.1,inner,2000,1.2408816814422607,1.3070917129516602,10256
Tune,24.44,41.23,75.61,89.4,97.21,98.23,30.09,24.44,41.23,75.61,89.4,97.21,98.23,98.19,99.0,100.0,16,32,4,0.1,0,2,0.015,1,2,16.0,1,2,0.1,dot,2000,1.3141469955444336,1.3441948890686035,10545
Tune,14.66,24.54,77.69,88.39,96.75,98.38,30.31,14.66,24.54,77.69,88.39,96.75,98.38,98.74,99.23,100.0,16,32,4,0.1,0,2,0.015,1,2,16.0,1,2,0.1,dot,2000,1.3205130100250244,1.33652663230896,10545
Tune,24.44,41.23,75.61,89.4,97.21,98.23,30.09,24.44,41.23,75.61,89.4,97.21,98.23,98.19,99.0,100.0,16,32,4,0.1,0,2,0.015,1,2,16.0,1,3,0.1,inner,2000,1.074262619018555,1.0886268615722656,10256
Tune,14.66,24.54,77.69,88.39,96.75,98.38,30.31,14.66,24.54,77.69,88.39,96.75,98.38,98.74,99.23,100.0,16,32,4,0.1,0,2,0.015,1,2,16.0,1,3,0.1,inner,2000,1.1691758632659912,1.2139885425567627,10256
Tune,24.44,41.23,75.61,89.4,97.21,98.23,30.09,24.44,41.23,75.61,89.4,97.21,98.23,98.19,99.0,100.0,16,32,4,0.1,0,2,0.015,1,2,16.0,1,3,0.1,dot,2000,1.56152081489563,1.5924601554870603,10817
Tune,14.66,24.54,77.69,88.39,96.75,98.38,30.31,14.66,24.54,77.69,88.39,96.75,98.38,98.74,99.23,100.0,16,32,4,0.1,0,2,0.015,1,2,16.0,1,3,0.1,dot,2000,1.3769705295562744,1.4096174240112305,10817
arxiv_2023_runzsfxmxe2_GAT_Variant,4.26,5.17,46.6,61.87,77.28,87.22,14.52,4.26,5.17,46.6,61.87,77.28,87.22,97.15,96.97,84.05,32,32,4,0.1,0,2,0.015,3,2,64.0,1,3,0.1,inner,2000,19.6704204082489,19.861702919006348,10816
Best,25.35,54.31,80.53,89.45,97.36,98.38,43.07,25.35,54.31,80.53,89.45,97.36,98.38,99.23,99.25,100.0,32,32,4,0.1,0,3,0.015,3,2,64.0,1,3,0.1,inner,2000,19.6704204082489,19.861702919006348,18273
