Metric,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,acc,out_channels,hidden_channels,heads,negative_slope,dropout,num_layers,batch_size,base_lr
cora_runpk0b680s_GAT,88.56,90.04,91.51,91.14,91.51,92.25,89.36,88.56,90.04,91.51,91.14,91.51,92.25,96.39,97.53,89.85,512,64,4,0.1,0,6,,0.015
cora_runnwlgukhm_GAT,88.56,90.04,91.51,91.14,91.51,92.25,89.36,88.56,90.04,91.51,91.14,91.51,92.25,96.39,97.53,89.85,512,64,4,0.1,0,7,,0.015
cora_rund1fwlgaq_GAT,88.56,90.04,91.51,91.14,91.51,92.25,89.36,88.56,90.04,91.51,91.14,91.51,92.25,96.39,97.53,89.85,512,64,2,0.1,0,5,,0.015
cora_runudn7v4jn_GAT,88.56,90.04,91.51,91.14,91.51,92.25,89.36,88.56,90.04,91.51,91.14,91.51,92.25,96.39,97.53,89.85,512,64,2,0.1,0,6,,0.015
cora_runn2nmjye8_GAT,88.56,90.04,91.51,91.14,91.51,92.25,89.36,88.56,90.04,91.51,91.14,91.51,92.25,96.39,97.53,89.85,512,64,2,0.1,0,7,,0.015
cora_runkiajqq0h_GAT,88.56,90.04,91.51,91.14,91.51,92.25,89.36,88.56,90.04,91.51,91.14,91.51,92.25,96.39,97.53,89.85,512,64,8,0.1,0,5,,0.015
cora_runy0or1jds_GAT,88.56,90.04,91.51,91.14,91.51,92.25,89.36,88.56,90.04,91.51,91.14,91.51,92.25,96.39,97.53,89.85,512,64,8,0.1,0,6,,0.015
cora_runqh601gq8_GAT,88.56,90.04,91.51,91.14,91.51,92.25,89.36,88.56,90.04,91.51,91.14,91.51,92.25,96.39,97.53,89.85,512,64,8,0.1,0,7,,0.015
cora_run4c96vniy_GAT,88.56,90.04,91.51,91.14,91.51,92.25,89.36,88.56,90.04,91.51,91.14,91.51,92.25,96.39,97.53,89.85,512,64,16,0.1,0,5,,0.015
cora_runs8spp26z_GAT,88.56,90.04,91.51,91.14,91.51,92.25,89.36,88.56,90.04,91.51,91.14,91.51,92.25,96.39,97.53,89.85,512,64,16,0.1,0,6,,0.015
cora_runzg4md45u_GAT,88.56,90.04,91.51,91.14,91.51,92.25,89.36,88.56,90.04,91.51,91.14,91.51,92.25,96.39,97.53,89.85,512,64,16,0.1,0,7,,0.015
cora_runddvx9x0w_GAT,88.56,90.59,91.51,91.14,91.51,92.25,89.36,88.56,90.59,91.51,91.14,91.51,92.25,96.39,97.53,89.85,512,128,4,0.1,0,5,,0.015
cora_runtlnomctg_GAT,88.56,90.59,91.51,91.14,91.51,92.25,89.36,88.56,90.59,91.51,91.14,91.51,92.25,96.39,97.53,89.85,512,128,4,0.1,0,6,,0.015
cora_run19v6e5wj_GAT,88.56,90.59,91.51,91.14,91.51,92.25,89.36,88.56,90.59,91.51,91.14,91.51,92.25,96.39,97.53,89.85,512,128,4,0.1,0,7,,0.015
cora_runtqy48lfw_GAT,88.56,90.59,91.51,91.14,91.51,92.25,89.36,88.56,90.59,91.51,91.14,91.51,92.25,96.39,97.53,89.85,512,128,2,0.1,0,5,,0.015
cora_runs7cuj0jq_GAT,88.56,90.77,91.51,91.14,91.51,92.25,89.36,88.56,90.77,91.51,91.14,91.51,92.25,96.39,97.53,89.85,512,128,2,0.1,0,6,,0.015
cora_runw6kh5n9d_GAT,88.56,90.77,91.51,91.14,91.51,92.25,89.36,88.56,90.77,91.51,91.14,91.51,92.25,96.39,97.53,89.85,512,128,2,0.1,0,7,,0.015
cora_runvbz410te_GAT,88.56,90.77,91.51,91.14,91.51,92.25,89.36,88.56,90.77,91.51,91.14,91.51,92.25,96.39,97.53,89.85,512,128,8,0.1,0,5,,0.015
cora_runo4qtam1m_GAT,88.56,90.77,91.51,91.14,91.51,92.25,89.36,88.56,90.77,91.51,91.14,91.51,92.25,96.39,97.53,89.85,512,128,8,0.1,0,6,,0.015
cora_run5den0uqy_GAT,88.56,90.77,91.51,91.14,91.51,92.25,89.36,88.56,90.77,91.51,91.14,91.51,92.25,96.39,97.53,89.85,512,128,8,0.1,0,7,,0.015
cora_runsq9fzux3_GAT,88.56,90.77,91.51,91.14,91.51,92.25,89.36,88.56,90.77,91.51,91.14,91.51,92.25,96.39,97.53,89.85,512,128,16,0.1,0,5,,0.015
cora_run2c31wzfn_GAT,88.56,90.77,91.51,91.14,91.51,92.25,89.36,88.56,90.77,91.51,91.14,91.51,92.25,96.39,97.53,89.85,512,128,16,0.1,0,6,,0.015
cora_runtj88f7yf_GAT,88.56,90.77,91.51,91.14,91.51,92.25,89.36,88.56,90.77,91.51,91.14,91.51,92.25,96.39,97.53,89.85,512,128,16,0.1,0,7,,0.015
cora_runb89wi0ov_GAT,88.56,90.77,91.51,91.14,91.51,92.25,89.03,88.56,90.77,91.51,91.14,91.51,92.25,96.39,97.53,89.85,512,256,4,0.1,0,5,,0.015
cora_runuzu0z96d_GAT,88.56,90.77,91.51,91.14,91.51,92.25,89.03,88.56,90.77,91.51,91.14,91.51,92.25,96.39,97.53,89.85,512,256,4,0.1,0,6,,0.015
cora_runv4eybzdk_GAT,88.56,89.67,91.51,91.14,91.51,92.25,89.03,88.56,89.67,91.51,91.14,91.51,92.25,96.39,97.53,89.85,512,256,4,0.1,0,7,,0.015
cora_runz3vysfhv_GAT,88.56,89.67,91.51,91.14,91.51,92.25,89.03,88.56,89.67,91.51,91.14,91.51,92.25,96.39,97.53,89.85,512,256,2,0.1,0,5,,0.015
cora_run8pnbpf1v_GAT,88.56,89.67,91.51,91.14,91.51,92.25,89.03,88.56,89.67,91.51,91.14,91.51,92.25,96.39,97.53,89.85,512,256,2,0.1,0,6,,0.015
cora_runeyikl3qz_GAT,88.56,89.67,91.51,91.14,91.51,92.25,89.03,88.56,89.67,91.51,91.14,91.51,92.25,96.39,97.53,89.85,512,256,2,0.1,0,7,,0.015
cora_runjpa2w0ko_GAT,88.56,89.67,91.51,91.14,91.51,92.25,89.03,88.56,89.67,91.51,91.14,91.51,92.25,96.39,97.53,89.85,512,256,8,0.1,0,5,,0.015
cora_run1loa2ttt_GAT,88.56,89.67,91.51,91.14,91.51,92.25,89.03,88.56,89.67,91.51,91.14,91.51,92.25,96.39,97.53,89.85,512,256,8,0.1,0,6,,0.015
cora_runde3bdx0y_GAT,88.56,89.67,91.51,91.14,91.51,92.25,89.03,88.56,89.67,91.51,91.14,91.51,92.25,96.39,97.53,89.85,512,256,8,0.1,0,7,,0.015
cora_runsitwlj54_GAT,88.56,89.67,91.51,91.14,91.51,92.25,89.03,88.56,89.67,91.51,91.14,91.51,92.25,96.39,97.53,89.85,512,256,16,0.1,0,5,,0.015
cora_runlvqbr6cq_GAT,88.56,89.67,91.51,91.14,91.51,92.25,89.03,88.56,89.67,91.51,91.14,91.51,92.25,96.39,97.53,89.85,512,256,16,0.1,0,6,,0.015
cora_rundybnwtqn_GAT,88.56,89.67,91.51,91.14,91.51,92.25,89.03,88.56,89.67,91.51,91.14,91.51,92.25,96.39,97.53,89.85,512,256,16,0.1,0,7,,0.015
cora_runrsm5bmrj_GAT,88.56,89.67,91.51,91.14,91.51,92.25,89.03,88.56,89.67,91.51,91.14,91.51,92.25,96.39,97.53,89.85,512,512,4,0.1,0,5,,0.015
cora_runscdfiq65_GAT,88.56,89.67,91.51,91.14,91.51,92.25,89.03,88.56,89.67,91.51,91.14,91.51,92.25,96.39,97.53,89.85,512,512,4,0.1,0,6,,0.015
cora_runfl0r6s6n_GAT,88.56,89.67,91.51,91.14,91.51,92.25,89.03,88.56,89.67,91.51,91.14,91.51,92.25,96.39,97.53,89.85,512,512,4,0.1,0,7,,0.015
cora_rund5lu9tf3_GAT,88.56,89.67,91.51,91.14,91.51,92.25,89.03,88.56,89.67,91.51,91.14,91.51,92.25,96.39,97.53,89.85,512,512,2,0.1,0,5,,0.015
cora_runqs8iwmge_GAT,88.56,89.67,91.51,91.14,91.51,92.25,89.03,88.56,89.67,91.51,91.14,91.51,92.25,96.39,97.53,89.85,512,512,2,0.1,0,6,,0.015
cora_run0we7p8zo_GAT,87.45,90.04,91.51,91.51,92.62,92.62,88.3,87.45,90.04,91.51,91.51,92.62,92.62,96.47,97.47,88.47,64,64,4,0.1,0,5,,0.015
cora_run762e9ahj_GAT,88.56,89.67,91.51,91.14,91.51,92.25,89.03,88.56,89.67,91.51,91.14,91.51,92.25,96.39,97.53,89.85,512,512,2,0.1,0,7,,0.015
cora_runwcfvmuy7_GAT,88.56,89.67,91.51,91.14,91.51,92.25,89.03,88.56,89.67,91.51,91.14,91.51,92.25,96.39,97.53,89.85,512,512,8,0.1,0,5,,0.015
cora_runx0rtfsvk_GAT,88.56,89.67,91.51,91.14,91.51,92.25,89.03,88.56,89.67,91.51,91.14,91.51,92.25,96.39,97.53,89.85,512,512,8,0.1,0,6,,0.015
cora_runw67xkjp6_GAT,88.56,89.67,91.51,91.14,91.51,92.25,89.03,88.56,89.67,91.51,91.14,91.51,92.25,96.39,97.53,89.85,512,512,8,0.1,0,7,,0.015
cora_runvfktgvvk_GAT,61.44,88.38,91.33,91.51,92.62,92.8,83.18,61.44,88.38,91.33,91.51,92.62,92.8,96.47,97.47,88.47,64,64,4,0.1,0,6,,0.015
cora_run0nvph6qq_GAT,88.56,89.67,91.51,91.14,91.51,92.25,89.03,88.56,89.67,91.51,91.14,91.51,92.25,96.39,97.53,89.85,512,512,16,0.1,0,5,,0.015
cora_run2sqmflky_GAT,88.56,89.67,91.51,91.14,91.51,92.25,89.03,88.56,89.67,91.51,91.14,91.51,92.25,96.39,97.53,89.85,512,512,16,0.1,0,6,,0.015
cora_runev4um19l_GAT,88.56,89.67,91.51,91.14,91.51,92.25,89.03,88.56,89.67,91.51,91.14,91.51,92.25,96.39,97.53,89.85,512,512,16,0.1,0,7,,0.015
cora_runqs9aw2w8_GAT,61.44,88.38,90.41,91.51,92.62,92.8,83.18,61.44,88.38,90.41,91.51,92.62,92.8,96.47,97.47,88.47,64,64,4,0.1,0,7,,0.015
cora_rungsehgr6q_GAT,84.32,88.93,90.41,91.51,92.25,92.44,81.87,84.32,88.93,90.41,91.51,92.25,92.44,96.48,97.5,84.87,64,64,4,0.1,0,5,,0.015
cora_run761r6l9p_GAT,74.91,86.72,89.67,91.51,92.25,92.44,82.03,74.91,86.72,89.67,91.51,92.25,92.44,96.48,97.5,84.87,64,64,4,0.1,0,6,,0.015
cora_run56fm8sjy_GAT,74.91,86.72,90.22,91.51,91.51,91.88,82.03,74.91,86.72,90.22,91.51,91.51,91.88,96.48,97.5,84.87,64,64,4,0.1,0,7,,0.015
cora_runlpnuc24t_GAT,74.91,87.45,90.22,91.7,91.51,91.88,82.03,74.91,87.45,90.22,91.7,91.51,91.88,96.48,97.5,84.87,64,64,2,0.1,0,5,,0.015
cora_runhoe9a4qz_GAT,88.19,89.11,90.41,91.51,92.62,92.8,89.23,88.19,89.11,90.41,91.51,92.62,92.8,96.47,97.47,86.81,64,64,2,0.1,0,5,,0.015
cora_run8exigrpg_GAT,88.19,88.19,90.59,91.51,92.62,92.8,89.23,88.19,88.19,90.59,91.51,92.62,92.8,96.47,97.37,86.72,64,64,2,0.1,0,6,,0.015
cora_runekq7bxr9_GAT,88.19,88.19,90.59,91.51,92.62,92.8,89.23,88.19,88.19,90.59,91.51,92.62,92.8,96.47,97.37,86.72,64,64,2,0.1,0,7,,0.015
cora_run3tgxesh0_GAT,88.19,88.19,90.59,91.51,92.62,92.8,89.23,88.19,88.19,90.59,91.51,92.62,92.8,96.47,97.37,86.72,64,64,8,0.1,0,5,,0.015
cora_run0m0hk67f_GAT,88.19,88.19,90.77,91.51,92.62,92.8,89.23,88.19,88.19,90.77,91.51,92.62,92.8,96.47,97.37,86.72,64,64,8,0.1,0,6,,0.015
cora_runyeii3dpo_GAT,88.19,88.19,90.77,91.51,92.62,92.8,89.23,88.19,88.19,90.77,91.51,92.62,92.8,96.47,97.37,86.72,64,64,8,0.1,0,7,,0.015
cora_run352qisym_GAT,88.19,88.19,90.22,91.51,92.62,92.8,89.23,88.19,88.19,90.22,91.51,92.62,92.8,96.47,97.37,86.72,64,64,16,0.1,0,5,,0.015
cora_runzanfbcvi_GAT,88.19,88.19,90.22,91.51,92.62,92.8,89.23,88.19,88.19,90.22,91.51,92.62,92.8,96.47,97.37,86.72,64,64,16,0.1,0,6,,0.015
cora_runfw7twb1w_GAT,88.19,88.19,90.22,91.51,92.62,92.8,89.23,88.19,88.19,90.22,91.51,92.62,92.8,96.47,97.37,86.72,64,64,16,0.1,0,7,,0.015
cora_runvju8c7vu_GAT,88.19,88.19,90.22,91.51,92.62,92.8,89.23,88.19,88.19,90.22,91.51,92.62,92.8,96.47,97.37,86.72,64,128,4,0.1,0,5,,0.015
cora_runu0r2broo_GAT,88.19,88.19,90.22,91.51,92.62,92.8,89.23,88.19,88.19,90.22,91.51,92.62,92.8,96.47,97.37,89.94,64,128,4,0.1,0,6,,0.015
cora_runfbpzk66v_GAT,88.19,88.19,90.22,91.51,92.62,92.8,89.23,88.19,88.19,90.22,91.51,92.62,92.8,96.47,97.37,89.94,64,128,4,0.1,0,7,,0.015
cora_runlxg8viu3_GAT,88.19,88.19,90.22,91.51,92.62,92.8,89.23,88.19,88.19,90.22,91.51,92.62,92.8,96.47,97.37,89.94,64,128,2,0.1,0,5,,0.015
cora_run9gn7yw8i_GAT,88.19,88.19,90.22,91.51,92.62,92.8,89.23,88.19,88.19,90.22,91.51,92.62,92.8,96.47,97.37,89.94,64,128,2,0.1,0,6,,0.015
cora_run8i9ty8vs_GAT,88.19,88.19,90.22,91.51,91.88,91.88,89.23,88.19,88.19,90.22,91.51,91.88,91.88,96.47,97.37,89.94,64,128,2,0.1,0,7,,0.015
cora_run3lv1kybn_GAT,88.19,88.19,90.22,91.51,91.88,91.88,89.23,88.19,88.19,90.22,91.51,91.88,91.88,96.47,97.37,89.94,64,128,8,0.1,0,5,,0.015
cora_runrb8l4ngz_GAT,88.19,88.19,90.22,91.51,91.88,91.88,89.23,88.19,88.19,90.22,91.51,91.88,91.88,96.47,97.37,89.94,64,128,8,0.1,0,6,,0.015
cora_runpmrqllg2_GAT,88.19,88.19,91.14,91.51,91.88,91.88,89.23,88.19,88.19,91.14,91.51,91.88,91.88,96.47,97.37,89.94,64,128,8,0.1,0,7,,0.015
cora_run3awgnuem_GAT,88.19,88.19,91.14,91.51,91.88,91.88,89.23,88.19,88.19,91.14,91.51,91.88,91.88,96.47,97.37,89.94,64,128,16,0.1,0,5,,0.015
cora_run2dan9b7e_GAT,88.19,88.19,91.14,91.51,91.88,91.88,89.23,88.19,88.19,91.14,91.51,91.88,91.88,96.47,97.37,89.94,64,128,16,0.1,0,6,,0.015
cora_run6vb6fx84_GAT,88.19,88.19,91.14,91.51,91.88,91.88,89.23,88.19,88.19,91.14,91.51,91.88,91.88,96.47,97.37,89.94,64,128,16,0.1,0,7,,0.015
cora_runkjq8wd4s_GAT,88.19,88.19,91.14,90.96,91.88,91.88,89.23,88.19,88.19,91.14,90.96,91.88,91.88,96.47,97.37,89.94,64,256,4,0.1,0,5,,0.015
cora_runfcryiq3b_GAT,88.19,88.19,91.14,90.96,91.88,91.88,89.23,88.19,88.19,91.14,90.96,91.88,91.88,96.47,97.47,89.85,64,256,4,0.1,0,6,,0.015
cora_runddqfa4oi_GAT,88.19,88.19,91.14,90.96,91.88,91.88,89.23,88.19,88.19,91.14,90.96,91.88,91.88,96.47,97.47,89.85,64,256,4,0.1,0,7,,0.015
cora_runiyhlrlvw_GAT,88.19,88.19,91.14,90.96,91.88,92.8,89.23,88.19,88.19,91.14,90.96,91.88,92.8,96.47,97.47,89.85,64,256,2,0.1,0,5,,0.015
cora_runha29xuj7_GAT,88.19,88.19,91.14,90.96,91.88,92.8,89.23,88.19,88.19,91.14,90.96,91.88,92.8,96.47,97.47,89.85,64,256,2,0.1,0,6,,0.015
cora_runlracetm8_GAT,88.19,88.19,91.14,90.96,91.88,92.8,89.23,88.19,88.19,91.14,90.96,91.88,92.8,96.47,97.47,89.85,64,256,2,0.1,0,7,,0.015
cora_run2xc3zj8v_GAT,88.19,88.19,91.14,90.96,91.88,92.8,89.23,88.19,88.19,91.14,90.96,91.88,92.8,96.47,97.47,89.85,64,256,8,0.1,0,5,,0.015
cora_runco7h5fh6_GAT,88.19,88.19,91.14,90.96,91.88,92.8,89.23,88.19,88.19,91.14,90.96,91.88,92.8,96.47,97.47,89.85,64,256,8,0.1,0,6,,0.015
cora_runx6a5mcve_GAT,88.19,88.19,91.14,90.96,91.88,92.8,89.23,88.19,88.19,91.14,90.96,91.88,92.8,96.47,97.47,89.85,64,256,8,0.1,0,7,,0.015
cora_runitjietje_GAT,88.19,88.19,91.14,90.96,91.88,92.8,89.23,88.19,88.19,91.14,90.96,91.88,92.8,96.47,97.47,89.85,64,256,16,0.1,0,5,,0.015
cora_runtp398ntb_GAT,88.19,88.19,91.14,90.96,91.88,92.8,89.23,88.19,88.19,91.14,90.96,91.88,92.8,96.47,97.47,89.85,64,256,16,0.1,0,6,,0.015
cora_run2ww3niux_GAT,88.19,88.19,91.14,90.96,91.88,92.8,89.23,88.19,88.19,91.14,90.96,91.88,92.8,96.47,97.47,89.85,64,256,16,0.1,0,7,,0.015
cora_runpf7pey28_GAT,88.19,88.19,91.14,90.96,91.88,92.8,89.23,88.19,88.19,91.14,90.96,91.88,92.8,96.47,97.47,89.85,64,512,4,0.1,0,5,,0.015
cora_runvvuwj5sr_GAT,88.19,88.19,91.14,90.96,91.88,92.8,89.23,88.19,88.19,91.14,90.96,91.88,92.8,96.47,97.47,89.85,64,512,4,0.1,0,6,,0.015
cora_run08ugebt1_GAT,88.19,88.19,91.14,90.96,91.88,92.8,89.23,88.19,88.19,91.14,90.96,91.88,92.8,96.47,97.47,89.85,64,512,4,0.1,0,7,,0.015
cora_run5pgs5wp9_GAT,88.19,88.19,91.14,90.96,91.88,92.8,89.23,88.19,88.19,91.14,90.96,91.88,92.8,96.47,97.47,89.85,64,512,2,0.1,0,5,,0.015
cora_run831m4pif_GAT,88.19,88.19,91.14,90.96,91.88,92.8,89.23,88.19,88.19,91.14,90.96,91.88,92.8,96.29,97.37,89.85,64,512,2,0.1,0,6,,0.015
cora_runc1hnzne4_GAT,88.19,88.19,91.14,90.96,91.88,92.8,89.23,88.19,88.19,91.14,90.96,91.88,92.8,96.29,97.37,89.85,64,512,2,0.1,0,7,,0.015
cora_runp0gqrjoo_GAT,88.19,88.19,91.14,90.96,91.88,92.8,89.23,88.19,88.19,91.14,90.96,91.88,92.8,96.29,97.37,89.85,64,512,8,0.1,0,5,,0.015
cora_runm6dq28bl_GAT,81.92,88.19,91.14,90.96,91.88,92.8,85.01,81.92,88.19,91.14,90.96,91.88,92.8,96.29,97.37,89.85,64,512,8,0.1,0,6,,0.015
cora_runjo7m00hg_GAT,81.92,88.19,91.14,90.96,91.88,92.8,85.01,81.92,88.19,91.14,90.96,91.88,92.8,96.29,97.37,89.85,64,512,8,0.1,0,7,,0.015
cora_rune43j91vw_GAT,81.92,88.19,91.14,90.96,91.88,92.8,85.01,81.92,88.19,91.14,90.96,91.88,92.8,96.29,97.37,89.85,64,512,16,0.1,0,5,,0.015
cora_runjdw145mc_GAT,81.92,88.19,91.14,90.96,91.88,92.8,85.01,81.92,88.19,91.14,90.96,91.88,92.8,96.29,97.37,89.85,64,512,16,0.1,0,6,,0.015
cora_run172mcp9z_GAT,81.92,88.19,91.14,90.96,91.88,92.8,85.01,81.92,88.19,91.14,90.96,91.88,92.8,96.29,97.37,89.85,64,512,16,0.1,0,7,,0.015
cora_runnfy79egx_GAT,81.92,88.19,91.33,90.96,91.88,92.8,85.01,81.92,88.19,91.33,90.96,91.88,92.8,96.29,97.37,89.85,128,64,4,0.1,0,5,,0.015
cora_run4wfwam5y_GAT,81.92,89.3,91.33,90.96,91.88,92.8,85.01,81.92,89.3,91.33,90.96,91.88,92.8,96.29,97.37,91.51,128,64,4,0.1,0,6,,0.015
cora_runhx53k9xo_GAT,81.92,88.93,91.33,90.96,91.88,92.8,85.01,81.92,88.93,91.33,90.96,91.88,92.8,96.29,97.37,91.51,128,64,4,0.1,0,7,,0.015
cora_runfrp8qq7i_GAT,81.92,90.22,91.33,90.96,91.88,92.8,85.01,81.92,90.22,91.33,90.96,91.88,92.8,96.29,97.37,91.51,128,64,2,0.1,0,5,,0.015
cora_runqonqy3vp_GAT,88.19,90.22,91.14,90.96,91.88,92.8,88.91,88.19,90.22,91.14,90.96,91.88,92.8,96.29,97.37,91.51,128,64,2,0.1,0,6,,0.015
cora_run46t6gwga_GAT,88.19,90.22,91.14,90.96,91.88,92.8,88.91,88.19,90.22,91.14,90.96,91.88,92.8,96.29,97.37,91.51,128,64,2,0.1,0,7,,0.015
cora_rund2bqh9ln_GAT,88.19,90.22,91.14,90.96,91.88,92.8,88.91,88.19,90.22,91.14,90.96,91.88,92.8,96.29,97.37,91.51,128,64,8,0.1,0,5,,0.015
cora_runaekjcv1d_GAT,88.19,90.22,91.14,90.96,91.88,92.8,88.91,88.19,90.22,91.14,90.96,91.88,92.8,96.29,97.37,91.42,128,64,8,0.1,0,6,,0.015
cora_runnl29fbq3_GAT,88.19,90.22,91.14,90.96,91.88,92.8,88.91,88.19,90.22,91.14,90.96,91.88,92.8,96.29,97.37,91.42,128,64,8,0.1,0,7,,0.015
cora_runfpry62pe_GAT,88.19,90.22,91.14,90.96,91.88,92.8,88.91,88.19,90.22,91.14,90.96,91.88,92.8,96.29,97.37,91.42,128,64,16,0.1,0,5,,0.015
cora_runba6lp5qe_GAT,88.19,90.22,91.14,90.96,91.88,92.8,88.91,88.19,90.22,91.14,90.96,91.88,92.8,96.29,97.37,87.92,128,64,16,0.1,0,6,,0.015
cora_runm4tjfcrt_GAT,88.38,90.04,91.14,90.96,91.88,92.8,89.59,88.38,90.04,91.14,90.96,91.88,92.8,96.29,97.37,87.92,128,64,16,0.1,0,7,,0.015
cora_run7ivhg54n_GAT,88.38,90.04,91.14,90.96,91.88,92.8,89.59,88.38,90.04,91.14,90.96,91.88,92.8,96.29,97.37,87.92,128,128,4,0.1,0,5,,0.015
cora_runkt3ziv0z_GAT,88.38,90.04,91.14,90.96,91.88,92.8,89.59,88.38,90.04,91.14,90.96,91.88,92.8,96.29,97.37,87.92,128,128,4,0.1,0,6,,0.015
cora_runbalj9bsu_GAT,88.38,90.04,91.14,90.96,91.88,92.8,89.59,88.38,90.04,91.14,90.96,91.88,92.8,96.29,97.37,87.92,128,128,4,0.1,0,7,,0.015
cora_runel7xa53e_GAT,88.38,90.04,91.14,90.96,91.88,92.8,89.59,88.38,90.04,91.14,90.96,91.88,92.8,96.29,97.37,87.92,128,128,2,0.1,0,5,,0.015
cora_run8kmqjltl_GAT,88.38,90.04,91.14,90.96,91.88,92.8,89.59,88.38,90.04,91.14,90.96,91.88,92.8,96.29,97.37,87.92,128,128,2,0.1,0,6,,0.015
cora_runvnkt5j4l_GAT,88.38,90.04,91.14,90.96,91.88,92.8,89.59,88.38,90.04,91.14,90.96,91.88,92.8,96.29,97.37,87.92,128,128,2,0.1,0,7,,0.015
cora_runnbid5u7n_GAT,88.38,88.93,91.14,90.96,91.88,92.8,89.59,88.38,88.93,91.14,90.96,91.88,92.8,96.29,97.37,87.92,128,128,8,0.1,0,5,,0.015
cora_runlfqqw7av_GAT,88.38,88.93,91.14,90.96,91.88,92.8,89.59,88.38,88.93,91.14,90.96,91.88,92.8,96.29,97.37,90.5,128,128,8,0.1,0,6,,0.015
cora_runtly58o81_GAT,88.38,88.93,90.77,90.96,91.88,92.8,89.59,88.38,88.93,90.77,90.96,91.88,92.8,96.29,97.37,90.5,128,128,8,0.1,0,7,,0.015
cora_run7o5z3moc_GAT,88.38,88.93,90.77,90.96,91.88,92.8,89.59,88.38,88.93,90.77,90.96,91.88,92.8,96.29,97.37,90.5,128,128,16,0.1,0,5,,0.015
cora_runshfw165f_GAT,88.38,88.93,90.77,90.96,91.88,92.8,89.59,88.38,88.93,90.77,90.96,91.88,92.8,96.29,97.37,90.5,128,128,16,0.1,0,6,,0.015
cora_run3elovexj_GAT,88.38,88.93,90.77,90.96,91.88,92.8,89.59,88.38,88.93,90.77,90.96,91.88,92.8,96.29,97.37,90.5,128,128,16,0.1,0,7,,0.015
cora_runpt61v010_GAT,88.38,88.93,90.77,90.96,91.88,92.8,89.59,88.38,88.93,90.77,90.96,91.88,92.8,96.29,97.37,90.5,128,256,4,0.1,0,5,,0.015
cora_runtpgzjhh9_GAT,88.38,88.93,90.77,90.96,91.88,92.8,89.59,88.38,88.93,90.77,90.96,91.88,92.8,96.29,97.37,90.5,128,256,4,0.1,0,6,,0.015
cora_runbjvqyvqu_GAT,88.38,88.93,90.77,90.96,91.88,92.8,89.59,88.38,88.93,90.77,90.96,91.88,92.8,96.29,97.37,82.56,128,256,4,0.1,0,7,,0.015
cora_runiye2si1e_GAT,88.38,88.93,90.77,90.96,91.88,92.8,89.59,88.38,88.93,90.77,90.96,91.88,92.8,96.29,97.37,82.56,128,256,2,0.1,0,5,,0.015
cora_runcwd34031_GAT,88.38,88.93,90.77,90.96,91.88,92.8,89.59,88.38,88.93,90.77,90.96,91.88,92.8,96.29,97.37,82.56,128,256,2,0.1,0,6,,0.015
cora_runb3cn6ddq_GAT,88.38,88.93,90.77,90.96,91.88,92.8,89.59,88.38,88.93,90.77,90.96,91.88,92.8,96.29,97.37,82.56,128,256,2,0.1,0,7,,0.015
cora_run73vypcmp_GAT,88.38,89.48,90.77,90.96,91.88,92.8,89.59,88.38,89.48,90.77,90.96,91.88,92.8,96.29,97.37,82.56,128,256,8,0.1,0,5,,0.015
cora_runhfm1rbmo_GAT,88.38,89.48,90.77,90.96,91.88,92.8,89.59,88.38,89.48,90.77,90.96,91.88,92.8,96.29,97.37,82.56,128,256,8,0.1,0,6,,0.015
cora_run2whxp1tu_GAT,88.38,89.48,90.77,90.96,91.88,92.8,89.59,88.38,89.48,90.77,90.96,91.88,92.8,96.29,97.37,82.56,128,256,8,0.1,0,7,,0.015
cora_runrvybdo17_GAT,88.38,89.48,90.77,90.96,91.88,92.8,89.59,88.38,89.48,90.77,90.96,91.88,92.8,96.29,97.37,82.56,128,256,16,0.1,0,5,,0.015
Best,90.22,90.77,91.51,92.07,92.62,92.8,90.52,90.22,90.77,91.51,92.07,92.62,92.8,96.67,97.65,93.45,512,512,16,0.2,0,7,16384.0,0.1
