Metric,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,ACC,out_channels,hidden_channels,heads,negative_slope,dropout,num_layers,base_lr,score_num_layers_predictor,score_gin_mlp_layer,score_hidden_channels,score_out_channels,score_num_layers,score_dropout,product,epochs,train_time,test_time,params
cora_runzuxxcco0_GAT_Variant_hyperj49pl2is,2.4,52.03,71.22,85.24,93.91,97.6,47.35,2.4,52.03,71.22,85.24,93.91,97.6,97.68,97.68,82.66,16,32,4,0.1,0,1,0.015,1,2,64,1,3,0.1,inner,1000,0.3470401763916015,0.4813723564147949,22976
cora_runzuxxcco0_GAT_Variant_hyper1tg0t6bw,64.02,88.19,95.76,96.86,97.97,98.89,77.35,64.02,88.19,95.76,96.86,97.97,98.89,99.17,99.37,96.68,16,32,4,0.1,0,1,0.015,1,2,64,1,3,0.1,dot,1000,0.5952460765838623,0.7911875247955322,28289
cora_runzuxxcco0_GAT_Variant_hyperp46tznkz,2.4,49.82,67.34,84.69,92.25,97.97,40.55,2.4,49.82,67.34,84.69,92.25,97.97,97.52,97.45,84.87,16,32,4,0.1,0,1,0.015,1,2,32,1,1,0.1,inner,1000,0.6974284648895264,0.8708810806274414,22976
cora_runzuxxcco0_GAT_Variant_hyperockt8b9c,11.25,27.86,81.0,90.96,96.13,97.42,24.06,11.25,27.86,81.0,90.96,96.13,97.42,98.01,97.96,94.56,16,32,4,0.1,0,1,0.015,1,2,32,1,1,0.1,dot,1000,0.6799788475036621,0.6873891353607178,22993
cora_runzuxxcco0_GAT_Variant_hyperzowk0bow,38.93,44.46,72.88,80.81,93.54,97.97,50.14,38.93,44.46,72.88,80.81,93.54,97.97,97.82,97.75,83.3,16,32,4,0.1,0,1,0.015,1,2,32,1,2,0.1,inner,1000,0.6260979175567627,0.8002431392669678,22976
cora_runzuxxcco0_GAT_Variant_hyperpx3fg2r7,12.73,93.17,95.94,97.42,98.15,98.71,90.32,12.73,93.17,95.94,97.42,98.15,98.71,99.1,99.37,97.14,16,32,4,0.1,0,1,0.015,1,2,32,1,2,0.1,dot,1000,0.7354130744934082,0.7893147468566895,23553
cora_runzuxxcco0_GAT_Variant_hyper32qrwm3b,4.98,46.86,70.85,81.18,93.91,97.79,34.12,4.98,46.86,70.85,81.18,93.91,97.79,97.74,97.45,83.76,16,32,4,0.1,0,1,0.015,1,2,32,1,3,0.1,inner,1000,0.6214680671691895,0.7768394947052002,22976
cora_runzuxxcco0_GAT_Variant_hyper43ohabu8,61.62,73.06,96.13,96.68,97.6,99.08,79.5,61.62,73.06,96.13,96.68,97.6,99.08,99.13,99.32,96.86,16,32,4,0.1,0,1,0.015,1,2,32,1,3,0.1,dot,1000,0.7118432521820068,0.723884105682373,24609
cora_runzuxxcco0_GAT_Variant_hypero0sfnruh,32.1,41.88,69.0,82.29,93.91,98.52,42.77,32.1,41.88,69.0,82.29,93.91,98.52,97.71,97.57,83.21,16,32,4,0.1,0,1,0.015,1,2,16,1,1,0.1,inner,1000,0.4666540622711181,0.4734785556793213,22976
cora_runzuxxcco0_GAT_Variant_hyperrzpw7ei3,18.82,54.24,78.97,89.67,95.2,97.79,41.63,18.82,54.24,78.97,89.67,95.2,97.79,98.0,97.99,93.08,16,32,4,0.1,0,1,0.015,1,2,16,1,1,0.1,dot,1000,0.4081454277038574,0.4160394668579101,22993
cora_runzuxxcco0_GAT_Variant_hyperjbkqhd3x,4.61,59.23,75.46,83.03,94.46,98.71,57.03,4.61,59.23,75.46,83.03,94.46,98.71,98.11,98.11,85.24,16,32,4,0.1,0,1,0.015,1,2,16,1,2,0.1,inner,1000,0.474351167678833,0.5320932865142822,22976
cora_runzuxxcco0_GAT_Variant_hyper3age8d1t,73.8,90.04,95.94,96.86,98.15,99.26,82.61,73.8,90.04,95.94,96.86,98.15,99.26,99.16,99.38,96.77,16,32,4,0.1,0,1,0.015,1,2,16,1,2,0.1,dot,1000,0.5417213439941406,0.6884264945983887,23265
cora_runzuxxcco0_GAT_Variant_hyper0u85e2u0,42.8,50.18,73.06,85.98,94.83,96.68,51.63,42.8,50.18,73.06,85.98,94.83,96.68,97.88,97.87,84.32,16,32,4,0.1,0,1,0.015,1,2,16,1,3,0.1,inner,1000,0.3686902523040771,0.3761177062988281,22976
cora_runzuxxcco0_GAT_Variant_hyperlw96rrpx,51.66,89.48,95.57,96.49,97.42,98.34,70.15,51.66,89.48,95.57,96.49,97.42,98.34,99.01,99.23,96.86,16,32,4,0.1,0,1,0.015,1,2,16,1,3,0.1,dot,1000,0.708183765411377,0.7159619331359863,23537
cora_runzuxxcco0_GAT_Variant_hyper6yxo84tl,20.85,48.34,69.0,80.07,91.7,97.6,28.46,20.85,48.34,69.0,80.07,91.7,97.6,97.39,96.95,83.95,16,32,4,0.1,0,1,0.015,2,2,64,1,1,0.1,inner,1000,0.40408754348754883,0.41170454025268555,22976
Best,91.33,93.17,96.49,97.79,99.08,99.82,92.83,91.33,93.17,96.49,97.79,99.08,99.82,99.61,99.65,97.14,16,32,4,0.1,0,3,0.015,3,2,64,1,3,0.1,inner,1000,1.120441198348999,1.1436583995819092,52945
