Metric,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,ACC,out_channels,hidden_channels,batch_size,dropout,num_layers,negative_slope,base_lr,score_num_layers_predictor,score_gin_mlp_layer,score_hidden_channels,score_out_channels,score_num_layers,score_dropout,product,epochs,train_time,test_time,params
cora_run1izxqdkj_GCN_Variant_hyperg8h1d0oq,37.08,53.87,75.65,87.82,96.31,98.89,49.65,37.08,53.87,75.65,87.82,96.31,98.89,98.25,98.13,83.49,16,16,1024,0.1,1,0.1,0.015,1,2,64,1,1,0.1,inner,1000,0.6841907501220703,0.6920742988586426,22944
cora_run1izxqdkj_GCN_Variant_hypermst3ikc2,35.24,58.86,87.64,92.07,98.15,98.71,49.27,35.24,58.86,87.64,92.07,98.15,98.71,98.51,98.6,95.48,16,16,1024,0.1,1,0.1,0.015,1,2,64,1,1,0.1,dot,1000,0.4422924518585205,0.4497003555297851,22961
cora_run1izxqdkj_GCN_Variant_hyperv96xoks3,24.72,54.43,74.35,86.35,96.86,99.08,48.91,24.72,54.43,74.35,86.35,96.86,99.08,98.19,98.07,81.92,16,16,1024,0.1,1,0.1,0.015,1,2,64,1,2,0.1,inner,1000,0.4964110851287842,0.5031516551971436,22944
cora_run1izxqdkj_GCN_Variant_hyperdgi4azk5,31.92,81.92,96.31,97.05,98.52,98.89,51.66,31.92,81.92,96.31,97.05,98.52,98.89,98.97,99.25,97.14,16,16,1024,0.1,1,0.1,0.015,1,2,64,1,2,0.1,dot,1000,0.6770217418670654,0.6850841045379639,24097
cora_run1izxqdkj_GCN_Variant_hyperbzf7hjtn,18.45,52.58,76.57,89.85,96.13,99.08,52.85,18.45,52.58,76.57,89.85,96.13,99.08,98.36,98.25,82.01,16,16,1024,0.1,1,0.1,0.015,1,2,64,1,3,0.1,inner,1000,0.5203554630279541,0.5291390419006348,22944
cora_run1izxqdkj_GCN_Variant_hyperzq7ogycs,12.18,93.17,94.46,96.68,98.15,98.89,88.44,12.18,93.17,94.46,96.68,98.15,98.89,99.02,99.22,96.77,16,16,1024,0.1,1,0.1,0.015,1,2,64,1,3,0.1,dot,1000,0.6555702686309814,0.927947759628296,28257
cora_run1izxqdkj_GCN_Variant_hyperrlz1c3dw,30.81,50.55,76.2,85.24,96.13,98.89,50.37,30.81,50.55,76.2,85.24,96.13,98.89,98.25,98.15,81.18,16,16,1024,0.1,1,0.1,0.015,1,2,32,1,1,0.1,inner,1000,0.4638509750366211,0.6478762626647949,22944
cora_run1izxqdkj_GCN_Variant_hyperu856wgpp,13.1,38.56,83.76,92.25,97.23,98.52,40.28,13.1,38.56,83.76,92.25,97.23,98.52,98.15,98.14,95.11,16,16,1024,0.1,1,0.1,0.015,1,2,32,1,1,0.1,dot,1000,0.541895866394043,0.5494475364685059,22961
cora_run1izxqdkj_GCN_Variant_hyper4nf6fxi8,30.26,49.26,74.91,86.72,96.49,99.08,50.31,30.26,49.26,74.91,86.72,96.49,99.08,98.3,98.17,82.2,16,16,1024,0.1,1,0.1,0.015,1,2,32,1,2,0.1,inner,1000,0.4219379425048828,0.429018497467041,22944
cora_run1izxqdkj_GCN_Variant_hyperce69zlo0,39.85,69.93,89.67,95.76,97.97,98.52,58.58,39.85,69.93,89.67,95.76,97.97,98.52,98.5,98.76,95.48,16,16,1024,0.1,1,0.1,0.015,1,2,32,1,2,0.1,dot,1000,0.462355375289917,0.6586494445800781,23521
cora_run1izxqdkj_GCN_Variant_hypergarv3xfb,19.56,52.03,76.75,85.42,96.86,99.08,50.45,19.56,52.03,76.75,85.42,96.86,99.08,98.21,98.11,82.1,16,16,1024,0.1,1,0.1,0.015,1,2,32,1,3,0.1,inner,1000,0.5013601779937744,0.5086536407470703,22944
cora_run1izxqdkj_GCN_Variant_hyperp22cjg6b,46.49,75.65,95.57,97.23,98.34,98.52,69.79,46.49,75.65,95.57,97.23,98.34,98.52,98.84,99.11,96.77,16,16,1024,0.1,1,0.1,0.015,1,2,32,1,3,0.1,dot,1000,0.5059163570404053,0.5453612804412842,24577
cora_run1izxqdkj_GCN_Variant_hypernrhnaiz6,29.7,53.51,77.12,85.98,96.49,98.89,50.55,29.7,53.51,77.12,85.98,96.49,98.89,98.18,98.09,80.35,16,16,1024,0.1,1,0.1,0.015,1,2,16,1,1,0.1,inner,1000,0.4889681339263916,0.4956698417663574,22944
cora_run1izxqdkj_GCN_Variant_hyper2wquczg4,21.59,38.01,77.86,92.8,97.97,98.34,44.75,21.59,38.01,77.86,92.8,97.97,98.34,98.09,98.16,94.65,16,16,1024,0.1,1,0.1,0.015,1,2,16,1,1,0.1,dot,1000,0.5008673667907715,0.7549018859863281,22961
cora_run1izxqdkj_GCN_Variant_hyper2nj1xzoe,33.76,52.03,73.8,87.08,96.86,99.08,47.69,33.76,52.03,73.8,87.08,96.86,99.08,98.22,98.09,82.38,16,16,1024,0.1,1,0.1,0.015,1,2,16,1,2,0.1,inner,1000,0.8227884769439697,0.8365066051483154,22944
cora_run1izxqdkj_GCN_Variant_hyperu3hojnk6,71.59,71.22,94.1,96.86,98.15,98.52,71.62,71.59,71.22,94.1,96.86,98.15,98.52,98.89,99.16,96.86,16,16,1024,0.1,1,0.1,0.015,1,2,16,1,2,0.1,dot,1000,0.6499118804931641,0.896146297454834,23233
cora_run1izxqdkj_GCN_Variant_hyperziirx67t,32.66,50.92,75.09,86.35,94.65,99.08,52.84,32.66,50.92,75.09,86.35,94.65,99.08,98.16,98.08,81.36,16,16,1024,0.1,1,0.1,0.015,1,2,16,1,3,0.1,inner,1000,0.4182217121124267,0.4256377220153808,22944
cora_run1izxqdkj_GCN_Variant_hyper2hh2jbqx,54.61,73.06,88.56,96.13,98.15,98.52,72.93,54.61,73.06,88.56,96.13,98.15,98.52,98.44,98.96,96.03,16,16,1024,0.1,1,0.1,0.015,1,2,16,1,3,0.1,dot,1000,1.0637660026550293,1.1185286045074463,23505
cora_run1izxqdkj_GCN_Variant_hyperwgjfg20q,35.42,52.95,73.62,86.72,96.86,99.08,48.57,35.42,52.95,73.62,86.72,96.86,99.08,98.21,98.07,82.29,16,16,1024,0.1,1,0.1,0.015,2,2,64,1,1,0.1,inner,1000,0.6234922409057617,0.6306664943695068,22944
cora_run1izxqdkj_GCN_Variant_hypergjf7xgy8,22.69,28.6,81.55,90.59,97.42,98.52,36.65,22.69,28.6,81.55,90.59,97.42,98.52,97.96,97.9,94.93,16,16,1024,0.1,1,0.1,0.015,2,2,64,1,1,0.1,dot,1000,0.543147087097168,0.5502300262451172,22961
cora_run1izxqdkj_GCN_Variant_hyper2wm9ub78,19.74,52.03,75.28,87.27,97.05,99.08,50.88,19.74,52.03,75.28,87.27,97.05,99.08,98.43,98.31,82.47,16,16,1024,0.1,1,0.1,0.015,2,2,64,1,2,0.1,inner,1000,0.39664292335510254,0.43868350982666016,22944
Best,82.1,93.17,96.31,98.34,99.45,99.63,88.44,82.1,93.17,96.31,98.34,99.45,99.63,99.45,99.52,97.14,32,32,1024,0.1,1,0.1,0.015,3,2,64,1,3,0.1,inner,1000,1.0637660026550293,1.1185286045074463,52225
