Metric,CN_acc,AA_acc,RA_acc,InverseRA_acc,Ben_PPR_acc,SymPPR_acc,shortest_path_acc,katz_apro_acc,katz_close_acc
Cora_7ebf9b3e-450f-40fe-abf0-c9fe4990a4a0,0.6577946543693542,0.4980988502502441,0.5,0.5,0.5684410929679871,0.5152091383934021,0.5589353442192078,0.838403046131134,0.5589353442192078
Cora_ea704d15-9898-4e7a-a29e-58e570904532,0.6596958041191101,0.49619773030281067,0.49619773030281067,0.49619773030281067,0.5323193669319153,0.5380228161811829,0.5494296550750732,0.8422053456306458,0.5494296550750732
Best,0.6596958041191101,0.4980988502502441,0.5,0.5,0.5684410929679871,0.5380228161811829,0.5589353442192078,0.8422053456306458,0.5589353442192078
