Metric,Hits@1,Hits@3,Hits@10,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit100,AUC,AP
CN,0.0443,0.1303,0.1303,0.1303,0.1021,0.0443,0.1303,0.1303,0.1303,0.565,0.565
CN,0.0404,0.1176,0.1176,0.1176,0.0795,0.0404,0.1176,0.1176,0.1176,0.5585,0.5584
AA,0.1032,0.1176,0.1176,0.1176,0.1091,0.1032,0.1176,0.1176,0.1176,0.5585,0.5587
RA,0.1032,0.1176,0.1176,0.1176,0.1091,0.1032,0.1176,0.1176,0.1176,0.5585,0.5587
Ben_PPR,0.06,0.2194,0.369,0.4542,0.1617,0.06,0.2194,0.369,0.4542,0.4978,0.7298
shortest_path,0.0,0.1176,0.3715,0.4501,0.1256,0.0,0.1176,0.3715,0.4573,0.4978,0.7288
katz_apro,0.1037,0.1983,0.2777,0.2777,0.1607,0.1037,0.1983,0.2777,0.2777,0.6385,0.6383
Best,0.1037,0.2194,0.3715,0.4542,0.1617,0.1037,0.2194,0.3715,0.4573,0.6385,0.7298
