Metric,Hits@1,Hits@3,Hits@10,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit100,AUC,AP
node2vec_mrr_28c098c5-528f-47be-935c-d9eb34bf9f9e,0.3042,0.346,0.5627,0.8289,0.3702,0.3042,0.346,0.5627,0.8289,0.844,0.8821
node2vec_mrr_7a57e3a7-2b8e-429d-8a21-7919f3208a08,0.1217,0.5437,0.6616,0.8669,0.3314,0.1217,0.5437,0.6616,0.8669,0.8687,0.9022
node2vec_mrr_931bb804-e835-4a8f-862f-5c719079fc32,0.365,0.3726,0.5779,0.8251,0.4264,0.365,0.3726,0.5779,0.8251,0.84,0.8863
node2vec_mrr_a023c6a7-73f8-4d97-9068-ca252001d98a,0.2357,0.4639,0.6502,0.8327,0.3737,0.2357,0.4639,0.6502,0.8327,0.8486,0.8913
node2vec_mrr_ae15f581-f662-47b3-9824-d42b96bdbdb4,0.0,0.0247,0.039,0.2923,0.0236,0.0,0.0247,0.039,0.2923,0.9,0.8762
node2vec_mrr_e97779e9-2135-4b38-be25-cbfe8d5ec82a,0.2624,0.5019,0.6578,0.8403,0.4109,0.2624,0.5019,0.6578,0.8403,0.8553,0.8968
node2vec_mrr_252d455e-4967-48d7-8cc3-c754dda01891,0.384,0.6084,0.6578,0.8175,0.4852,0.384,0.6084,0.6578,0.8175,0.845,0.8919
node2vec_mrr_e158ec69-8074-4b45-a20c-24c898a3a765,0.3232,0.4259,0.6464,0.8403,0.4117,0.3232,0.4259,0.6464,0.8403,0.8469,0.889
node2vec_mrr_63946800-5654-44e8-b128-2913d3557abf,0.3042,0.4144,0.6578,0.8783,0.3943,0.3042,0.4144,0.6578,0.8783,0.8727,0.9034
node2vec_mrr_13d4d34f-cbb2-4e40-81b0-b838406a89c1,0.2395,0.4715,0.616,0.8213,0.3765,0.2395,0.4715,0.616,0.8213,0.8441,0.8887
node2vec_mrr_8d442416-32f3-4876-942a-c61790c9b58a,0.0,0.04,0.0744,0.3751,0.0342,0.0,0.04,0.0744,0.3751,0.9152,0.9005
node2vec_mrr_69e656f1-ae45-4d46-9d96-47b62643c17d,0.2738,0.2738,0.6388,0.8099,0.347,0.2738,0.2738,0.6388,0.8099,0.8307,0.8763
node2vec_mrr_b33e3444-f10a-4d5f-87b5-42914b7305f4,0.2357,0.5475,0.6806,0.8441,0.3999,0.2357,0.5475,0.6806,0.8441,0.8423,0.8933
node2vec_mrr_c873f633-19f6-4a93-9b13-737d0ab580b1,0.1445,0.4487,0.6464,0.8251,0.3162,0.1445,0.4487,0.6464,0.8251,0.8395,0.883
node2vec_mrr_40fa8984-d7a2-4fec-9bbb-686abe678ba9,0.327,0.5285,0.6312,0.8251,0.4375,0.327,0.5285,0.6312,0.8251,0.8377,0.8865
node2vec_mrr_ecc469ec-adcc-4922-a866-f96e53e2531a,0.0,0.0321,0.0499,0.356,0.0298,0.0,0.0321,0.0499,0.356,0.9074,0.8896
node2vec_mrr_67057073-7cf9-491d-a926-cbd9eb27e43f,0.5209,0.6008,0.692,0.8555,0.5789,0.5209,0.6008,0.692,0.8555,0.8604,0.9054
node2vec_mrr_32f322fc-7d94-4831-bf83-d4335deb68ef,0.2319,0.3802,0.6046,0.8289,0.3497,0.2319,0.3802,0.6046,0.8289,0.8426,0.8851
node2vec_mrr_4e1380ff-0965-48e0-a529-0122b318f8a0,0.4297,0.5513,0.6426,0.8175,0.5075,0.4297,0.5513,0.6426,0.8175,0.8413,0.8918
node2vec_mrr_6484ce9b-33f8-47b4-b05e-2a02ca5b07dc,0.0214,0.0339,0.0665,0.4596,0.0463,0.0214,0.0339,0.0665,0.4596,0.9198,0.9107
node2vec_mrr_9eee4cf9-4865-41fd-a755-18b2ac50c8fb,0.3954,0.4411,0.6654,0.8403,0.4681,0.3954,0.4411,0.6654,0.8403,0.8417,0.892
node2vec_mrr_9ac21463-f147-45bb-b3bf-5675a5db491a,0.2548,0.5856,0.654,0.8517,0.4311,0.2548,0.5856,0.654,0.8517,0.8518,0.8943
node2vec_mrr_68828ced-731c-4678-87f1-21c7d8f0bbf3,0.2015,0.4829,0.6692,0.8289,0.3731,0.2015,0.4829,0.6692,0.8289,0.8383,0.8854
node2vec_mrr_fbafa9db-abf1-48dd-877c-8787d099a60f,0.0,0.057,0.1266,0.494,0.0568,0.0,0.057,0.1266,0.494,0.9312,0.926
node2vec_mrr_79f48305-4aac-4c19-89d3-9101f10c415f,0.2243,0.3992,0.6654,0.8669,0.3661,0.2243,0.3992,0.6654,0.8669,0.8634,0.9001
node2vec_mrr_42712056-2692-445b-a1a1-019bfe8ef99d,0.3688,0.5285,0.692,0.8251,0.4811,0.3688,0.5285,0.692,0.8251,0.8398,0.8941
node2vec_mrr_7d356ce0-3de6-4615-98fa-3e20e560f4e1,0.2928,0.4525,0.6768,0.8479,0.4174,0.2928,0.4525,0.6768,0.8479,0.8548,0.8984
node2vec_mrr_9075b0c2-bf2d-45c7-8b6d-88d3926f74c8,0.2433,0.4981,0.6578,0.8593,0.3989,0.2433,0.4981,0.6578,0.8593,0.852,0.8946
node2vec_mrr_a7daa613-70d7-4bf7-8f60-3c565a26d371,0.0102,0.0318,0.0578,0.3211,0.0317,0.0102,0.0318,0.0578,0.3211,0.9123,0.8919
node2vec_mrr_e55153d2-bc98-4595-ae1e-ac22065bcd5a,0.0074,0.0331,0.042,0.3611,0.0311,0.0074,0.0331,0.042,0.3611,0.9098,0.8915
node2vec_mrr_d2dee50f-da2e-4e54-89cf-3cda569f249c,0.012,0.0232,0.0331,0.3723,0.0286,0.012,0.0232,0.0331,0.3723,0.9073,0.8886
node2vec_mrr_72f1535f-6a8c-41db-8975-2db3d66dbea2,0.0084,0.0153,0.03,0.289,0.0218,0.0084,0.0153,0.03,0.289,0.8879,0.8605
node2vec_mrr_93be1bf6-f6ed-459f-99f2-15d17ce13f4a,0.0265,0.0586,0.0756,0.382,0.0528,0.0265,0.0586,0.0756,0.382,0.9146,0.9017
node2vec_mrr_0fe6aaca-0874-48ad-ab09-1894ec081cd4,0.0326,0.0382,0.0843,0.3952,0.0546,0.0326,0.0382,0.0843,0.3952,0.9185,0.906
node2vec_mrr_961b811a-8e3f-4083-a755-394da574579e,0.0191,0.0349,0.0601,0.344,0.0413,0.0191,0.0349,0.0601,0.344,0.9141,0.8955
node2vec_mrr_73202d57-561c-4b3a-9cee-f14e496b2999,0.0089,0.0295,0.0441,0.3715,0.0313,0.0089,0.0295,0.0441,0.3715,0.9043,0.8863
node2vec_mrr_4c314516-85ee-43c9-ba36-c0311ea05408,0.0048,0.0323,0.0451,0.3598,0.0302,0.0048,0.0323,0.0451,0.3598,0.8945,0.8775
node2vec_mrr_326f3f8e-009e-422f-9013-0e0bd5d0468d,0.0109,0.0194,0.0469,0.384,0.0289,0.0109,0.0194,0.0469,0.384,0.9026,0.8862
node2vec_mrr_160bcad2-5bd1-47b8-8b33-8a797c4b2d61,0.0,0.054,0.0843,0.4301,0.0452,0.0,0.054,0.0843,0.4301,0.9188,0.908
node2vec_mrr_6b9798d5-9bac-4e1a-8569-b0114ed1cec3,0.0107,0.0476,0.0784,0.3563,0.0403,0.0107,0.0476,0.0784,0.3563,0.9157,0.9004
node2vec_mrr_591b9520-b817-4558-96ab-c95b5e3c1c17,0.0051,0.0303,0.0616,0.3883,0.0317,0.0051,0.0303,0.0616,0.3883,0.91,0.8934
node2vec_mrr_e10f368b-deb9-4e4a-965f-d70fa988c318,0.016,0.0224,0.0542,0.3506,0.0337,0.016,0.0224,0.0542,0.3506,0.8985,0.8819
node2vec_mrr_edf47e6e-7379-4e7f-adcd-acda60248b80,0.026,0.0369,0.0759,0.4051,0.0481,0.026,0.0369,0.0759,0.4051,0.9183,0.9062
node2vec_mrr_3ffd6116-c885-460b-b7a4-f2e9880dd136,0.015,0.0318,0.0466,0.3491,0.0337,0.015,0.0318,0.0466,0.3491,0.9042,0.8866
node2vec_mrr_5099645e-09f9-48d3-a314-048554ae3937,0.0127,0.0244,0.0756,0.3899,0.0372,0.0127,0.0244,0.0756,0.3899,0.9145,0.8991
node2vec_mrr_2acf2370-321b-4535-aa3f-cc6a9df1686f,0.0158,0.0423,0.0634,0.3453,0.0408,0.0158,0.0423,0.0634,0.3453,0.9133,0.8955
node2vec_mrr_595e6406-1575-40a3-ba31-cdbf4cdcb95f,0.0382,0.0486,0.0817,0.4087,0.0591,0.0382,0.0486,0.0817,0.4087,0.9179,0.9065
node2vec_mrr_177b7e62-2ff8-44d8-b0f6-9353faa355ea,0.0099,0.0441,0.1016,0.4059,0.0457,0.0099,0.0441,0.1016,0.4059,0.9242,0.9135
node2vec_mrr_64b20bd0-794d-4ab1-a602-08d9b446fa56,0.014,0.0295,0.0453,0.3797,0.0333,0.014,0.0295,0.0453,0.3797,0.9084,0.8916
node2vec_mrr_bcaef0ef-b545-44b5-97b8-1fede0c03e8a,0.0125,0.0321,0.0494,0.2928,0.0326,0.0125,0.0321,0.0494,0.2928,0.8902,0.8711
node2vec_mrr_babed5b7-de59-4d42-9b34-936bd2cbd224,0.0069,0.0385,0.0652,0.3372,0.035,0.0069,0.0385,0.0652,0.3372,0.9074,0.891
node2vec_mrr_1643207e-47e8-4d34-aec9-69d0d546f03c,0.0099,0.027,0.0576,0.4556,0.039,0.0099,0.027,0.0576,0.4556,0.9249,0.9144
node2vec_mrr_d1f85d48-e9f9-4fd3-b29e-9c0252bc3326,0.0239,0.0313,0.054,0.3659,0.0409,0.0239,0.0313,0.054,0.3659,0.9039,0.8879
node2vec_mrr_cc55397d-48ef-47c5-a6a0-5a7961ca6f42,0.2252,0.3574,0.4445,0.7134,0.3077,0.2252,0.3574,0.4445,0.7134,0.8275,0.8921
node2vec_mrr_61a7a97a-92a4-4d53-b438-2f6411ff512b,0.0925,0.2626,0.4531,0.7031,0.2211,0.0925,0.2626,0.4531,0.7031,0.7914,0.8738
node2vec_mrr_19664198-8427-4604-b2e6-6efc43fcfac6,0.2527,0.3303,0.4662,0.7121,0.3134,0.2527,0.3303,0.4662,0.7121,0.812,0.8836
node2vec_mrr_2f0b184c-1b24-447e-81d5-6188da1246ff,0.1507,0.1868,0.4409,0.7058,0.2205,0.1507,0.1868,0.4409,0.7058,0.8048,0.8793
node2vec_mrr_bbb8ddfc-bc58-49bf-9974-0b315dbaee1f,0.1498,0.2536,0.426,0.704,0.2284,0.1498,0.2536,0.426,0.704,0.8008,0.877
node2vec_mrr_730de18d-763e-4462-9cbf-19aa44d804a7,0.2523,0.3822,0.4684,0.7008,0.3218,0.2523,0.3822,0.4684,0.7008,0.8039,0.8802
node2vec_mrr_2dd86352-a841-4368-a811-b64c5050f3b5,0.134,0.2319,0.4612,0.69,0.2376,0.134,0.2319,0.4612,0.69,0.7957,0.8742
node2vec_mrr_3c03a674-37bd-40d6-9250-426a83331035,0.0875,0.2929,0.4472,0.7013,0.2179,0.0875,0.2929,0.4472,0.7013,0.8201,0.887
node2vec_mrr_0d426141-217c-4b3f-87bd-64d47a268704,0.0844,0.2324,0.4296,0.7031,0.1955,0.0844,0.2324,0.4296,0.7031,0.8036,0.8775
node2vec_mrr_32c8e9f1-3832-46b5-87dd-f76d12023753,0.0817,0.2306,0.3881,0.6886,0.1909,0.0817,0.2306,0.3881,0.6886,0.818,0.8836
node2vec_mrr_8b570ae2-a965-424b-b066-c03cc9d1e0b3,0.12,0.2721,0.4192,0.6986,0.2339,0.12,0.2721,0.4192,0.6986,0.8104,0.8817
node2vec_mrr_a48258bc-eb4d-48e1-b334-dfb6fa5c8727,0.1467,0.3096,0.4395,0.6995,0.242,0.1467,0.3096,0.4395,0.6995,0.8294,0.8924
node2vec_mrr_62dbc128-eb66-47b9-a812-8a748752cea2,0.2144,0.3326,0.4644,0.6936,0.3016,0.2144,0.3326,0.4644,0.6936,0.8239,0.8878
node2vec_mrr_15208fcd-90c9-42bd-a998-0e0b1aa19a39,0.1282,0.3001,0.3845,0.7103,0.2401,0.1282,0.3001,0.3845,0.7103,0.8102,0.8817
node2vec_mrr_215e123c-9871-40b7-98fc-a93ae1af1f52,0.227,0.2486,0.4747,0.7107,0.2781,0.227,0.2486,0.4747,0.7107,0.8277,0.8908
node2vec_mrr_0a597283-7796-40e1-97c7-71a997a73250,0.1516,0.3096,0.4427,0.6805,0.2496,0.1516,0.3096,0.4427,0.6805,0.7937,0.8721
node2vec_mrr_78614be5-2213-4d61-8266-0539583ae62e,0.1426,0.2906,0.4251,0.7008,0.2427,0.1426,0.2906,0.4251,0.7008,0.8006,0.8769
node2vec_mrr_e545642a-847d-4f1f-a547-2588b57a5ae2,0.111,0.2319,0.4639,0.704,0.2276,0.111,0.2319,0.4639,0.704,0.8077,0.8815
node2vec_mrr_3e63d1cd-ddf2-4493-aa94-493e2b0d83ab,0.1417,0.3479,0.4215,0.7103,0.2453,0.1417,0.3479,0.4215,0.7103,0.8137,0.8833
node2vec_mrr_6274abbc-1eb3-42f6-a1c5-bfc26d97622f,0.1318,0.2626,0.4355,0.7071,0.2261,0.1318,0.2626,0.4355,0.7071,0.8169,0.8867
node2vec_mrr_743d013d-0018-4dbb-ae04-7dd791d31530,0.1706,0.222,0.4436,0.7256,0.2376,0.1706,0.222,0.4436,0.7256,0.8527,0.9051
node2vec_mrr_52c80c91-80c2-4404-841d-8129a5c76f60,0.1706,0.2978,0.4179,0.7085,0.2637,0.1706,0.2978,0.4179,0.7085,0.8037,0.8787
node2vec_mrr_353c4c7e-cf71-4a4f-a5df-da3829026dec,0.1801,0.2766,0.4734,0.7017,0.2623,0.1801,0.2766,0.4734,0.7017,0.787,0.8708
node2vec_mrr_46bd1360-72f7-4bad-9370-74fa0212045b,0.1643,0.2559,0.4391,0.6909,0.236,0.1643,0.2559,0.4391,0.6909,0.8164,0.8841
node2vec_mrr_891b1983-c3c5-45fb-b49b-4ac1555a434c,0.2089,0.2712,0.4653,0.7035,0.2785,0.2089,0.2712,0.4653,0.7035,0.8187,0.8868
node2vec_mrr_8584e66f-b6aa-4c57-b818-729e25c3e703,0.1024,0.2008,0.4206,0.6931,0.2015,0.1024,0.2008,0.4206,0.6931,0.8351,0.8919
node2vec_mrr_499805ce-6655-4263-a098-9bda1ff1f7a3,0.1579,0.2965,0.4463,0.708,0.2603,0.1579,0.2965,0.4463,0.708,0.7991,0.8768
node2vec_mrr_e0389be5-77b2-447a-a45a-e0e7013723c5,0.2049,0.3542,0.4544,0.6891,0.3047,0.2049,0.3542,0.4544,0.6891,0.8273,0.8894
node2vec_mrr_e5e85842-d95f-4c5f-9890-431a10d6fa77,0.0903,0.2902,0.343,0.4698,0.1927,0.0903,0.2902,0.343,0.4698,0.7636,0.8206
node2vec_mrr_2eef6f97-0681-4764-b9c9-56d5ae8b72f2,0.1512,0.1972,0.4052,0.6945,0.2158,0.1512,0.1972,0.4052,0.6945,0.7859,0.8688
node2vec_mrr_a6f30ab7-5072-4e95-8a3a-d7ebd3b021db,0.2622,0.3042,0.4517,0.6931,0.3131,0.2622,0.3042,0.4517,0.6931,0.8022,0.8782
node2vec_mrr_9cb6a93a-3287-4220-ac23-9a1991151e53,0.0,0.2315,0.44,0.7153,0.1618,0.0,0.2315,0.44,0.7153,0.8062,0.8789
node2vec_mrr_6a86cb17-de50-4789-bd31-e433d9da70c2,0.2662,0.3542,0.463,0.7098,0.3274,0.2662,0.3542,0.463,0.7098,0.796,0.876
node2vec_mrr_e6576678-1068-4e8a-9e26-f5f012549e74,0.1512,0.2829,0.4495,0.6986,0.2443,0.1512,0.2829,0.4495,0.6986,0.782,0.8668
node2vec_mrr_005c91b9-ba0c-4aad-90bd-57e7a290666a,0.0681,0.3705,0.4188,0.7076,0.202,0.0681,0.3705,0.4188,0.7076,0.8006,0.877
node2vec_mrr_8659d591-3f27-41c4-839a-a562cd5b8d7c,0.2112,0.3858,0.4558,0.7189,0.3191,0.2112,0.3858,0.4558,0.7189,0.8057,0.8823
node2vec_mrr_effcfce7-2e9c-4549-9aa2-e2e42b634883,0.134,0.2793,0.4328,0.7071,0.2336,0.134,0.2793,0.4328,0.7071,0.7913,0.8723
node2vec_mrr_a6f71ba0-b756-4d4a-9d05-22b909cc4cf6,0.1584,0.1922,0.4549,0.7044,0.2366,0.1584,0.1922,0.4549,0.7044,0.8132,0.8834
node2vec_mrr_6e118047-dc7c-44ad-aaee-c8d7c5520ec5,0.1286,0.2735,0.4237,0.704,0.2192,0.1286,0.2735,0.4237,0.704,0.7953,0.8751
node2vec_mrr_67bf7bee-d854-46c9-8288-7636f6859ac2,0.0,0.3014,0.4553,0.7076,0.1698,0.0,0.3014,0.4553,0.7076,0.7901,0.8722
node2vec_mrr_cbfa4628-9085-4021-a6ed-7d9b6fc92d91,0.2166,0.2969,0.4454,0.7004,0.2865,0.2166,0.2969,0.4454,0.7004,0.8164,0.8853
node2vec_mrr_744becfb-ffe0-4f2f-b652-38874d537aab,0.1606,0.1823,0.366,0.6958,0.2134,0.1606,0.1823,0.366,0.6958,0.8122,0.8814
node2vec_mrr_637a9898-e248-497f-82d3-a2d0a88ea12d,0.2031,0.3236,0.4328,0.7058,0.2894,0.2031,0.3236,0.4328,0.7058,0.8077,0.8812
node2vec_mrr_40daf6c7-11ed-438a-a0a5-39bd2ef0f1b8,0.1209,0.3362,0.495,0.7094,0.2375,0.1209,0.3362,0.495,0.7094,0.7934,0.8757
node2vec_mrr_733a13f1-d857-4ef0-9248-7177b35025cd,0.1521,0.2838,0.4409,0.7017,0.2484,0.1521,0.2838,0.4409,0.7017,0.8082,0.8817
node2vec_mrr_130b2ed9-9ac4-4b21-80c6-1e94bc69b30a,0.1273,0.2338,0.4273,0.7089,0.228,0.1273,0.2338,0.4273,0.7089,0.8394,0.8967
node2vec_mrr_d29bbdcb-f173-4bc3-8e5a-cbf6a4c4a641,0.1999,0.2604,0.4219,0.7116,0.2654,0.1999,0.2604,0.4219,0.7116,0.808,0.8818
node2vec_mrr_e533497a-6a95-49c3-9a11-2c81799b1cdb,0.1823,0.3294,0.4454,0.6981,0.2763,0.1823,0.3294,0.4454,0.6981,0.7841,0.8702
node2vec_mrr_bef296de-3da6-4726-b842-ef3edd2174b3,0.181,0.2202,0.4057,0.7013,0.252,0.181,0.2202,0.4057,0.7013,0.8078,0.8818
node2vec_mrr_b7505815-9478-490d-a388-7b7694ad477f,0.0713,0.2383,0.4197,0.7044,0.1737,0.0713,0.2383,0.4197,0.7044,0.8213,0.8867
node2vec_mrr_685e4e97-9b90-426b-a3b7-164ba8dea97a,0.2261,0.2798,0.3854,0.6995,0.2811,0.2261,0.2798,0.3854,0.6995,0.7948,0.8743
node2vec_mrr_710f8b9b-6eb0-45b6-99af-7f0eb312cdb6,0.2834,0.3655,0.4684,0.6886,0.3433,0.2834,0.3655,0.4684,0.6886,0.7792,0.8667
node2vec_mrr_c90348e9-b03e-4d19-a3d2-5ffb3b8ff003,0.0776,0.2748,0.4449,0.6968,0.1932,0.0776,0.2748,0.4449,0.6968,0.8005,0.8776
node2vec_mrr_a7158800-e8d2-423b-ae7f-b98e3e5756c1,0.106,0.3227,0.4314,0.6999,0.2074,0.106,0.3227,0.4314,0.6999,0.7998,0.8764
node2vec_mrr_f4664e07-a71f-4094-a97c-4aa30157b230,0.2604,0.3425,0.4567,0.7031,0.3289,0.2604,0.3425,0.4567,0.7031,0.795,0.8753
node2vec_mrr_6ffe7c21-3ea3-4f81-98c4-38d94367b0b3,0.1015,0.2703,0.4558,0.6972,0.2151,0.1015,0.2703,0.4558,0.6972,0.7911,0.8721
node2vec_mrr_d663400d-7478-46eb-8957-31a6d7f5028e,0.1683,0.3236,0.444,0.7071,0.2745,0.1683,0.3236,0.444,0.7071,0.7898,0.873
node2vec_mrr_d1c158f0-bf14-4ca1-94fc-f10b659e809f,0.1227,0.1476,0.4278,0.7125,0.1935,0.1227,0.1476,0.4278,0.7125,0.8069,0.8798
node2vec_mrr_bcfe6848-1290-4cfc-a315-6a18ff70ff60,0.1106,0.2437,0.477,0.708,0.2185,0.1106,0.2437,0.477,0.708,0.8002,0.8779
Best,0.5209,0.6084,0.7034,0.8821,0.5789,0.5209,0.6084,0.7034,0.8821,0.9312,0.926
