Metric,ogbn-products_CN_acc,ogbn-products_AA_acc,ogbn-products_RA_acc,ogbn-products_Ben_PPR_acc,ogbn-products_shortest_path_acc,ogbn-products_katz_apro_acc
ogbn-products_a96ccd8a-660a-4dce-baff-251afe0c2374,0.5370677709579468,0.4997233748435974,0.4997233748435974,0.5449516177177429,0.2796680629253387,0.6305670738220215
ogbn-products_cb66a6f5-9417-4e0a-b903-de8f141f3f11,0.542323648929596,0.5,0.5,0.556293249130249,0.2917012572288513,0.6477178335189819
Best,0.542323648929596,0.5,0.5,0.556293249130249,0.2917012572288513,0.6477178335189819
