Metric,InverseRA_acc,CN_acc,AA_acc,RA_acc,Ben_PPR_acc,SymPPR_acc,shortest_path_acc,katz_apro_acc,katz_close_acc,pairwise_pred_acc,node2vec_acc
pubmed_186cb785-e1e8-4a59-b582-5be0a77852dc,,,,,,,,,,,0.8077412783295136
pubmed_02c70114-78e7-4ebd-9cae-d1eb37461b63,,,,,,,,,,,0.7813688212927756
pubmed_cba0f96b-bf25-4330-840c-bec68a70fdc1,,,,,,,,,,,0.8142347848230201
pubmed_559c16d6-43e1-4d14-8d51-c9e37421bd02,,,,,,,,,,,0.8041825095057035
pubmed_65668149-1a60-46a4-91a9-2dbe37353f44,,,,,,,,,,,0.8041825095057035
pubmed_f4e1b78c-79bc-4d86-a9b8-c2facdc02219,,,,,,,,,,,0.7908745247148289
pubmed_d363b931-2514-4b8c-ad9a-ce27a8184ec5,,,,,,,,,,,0.8211102622867329
pubmed_e9c7cc74-9421-463e-9631-77ac2f327f3f,,,,,,,,,,,0.7870722433460076
pubmed_ea5fdf5a-e11b-400c-9e9f-729ef6aed77f,,,,,,,,,,,0.8133435192258721
pubmed_9bf0853c-458f-450c-b422-fca6c2c443e4,,,,,,,,,,,0.7737642585551331
pubmed_f017068d-b980-47a8-b770-2b9ac9ee5e5c,,,,,,,,,,,0.7908745247148289
pubmed_4dc0a57b-e4ee-4ed9-83ba-92b927f1d9ee,,,,,,,,,,,0.7927756653992395
pubmed_31659fa5-ff83-4869-86c8-0ae2785da02f,,,,,,,,,,,0.8125795772854596
pubmed_c284d412-b5bb-4ec1-8120-4b6f65def5bd,,,,,,,,,,,0.7775665399239544
pubmed_b5297e04-c0f0-4324-9f93-e35797aaecf7,,,,,,,,,,,0.8143621084797555
pubmed_b55493c3-12d8-4852-afb7-3b6c2fcd5468,,,,,,,,,,,0.7813688212927756
pubmed_29c219c4-8412-4ac0-afed-0a94cb8e3def,,,,,,,,,,,0.7870722433460076
pubmed_9fa79190-e1b7-4b30-aa39-938d8ec16d41,,,,,,,,,,,0.785171102661597
pubmed_c1107e38-ef44-45f9-8219-64038b7517b4,,,,,,,,,,,0.8231474407944996
pubmed_be40849b-8710-427c-8cce-0a0dda20019b,,,,,,,,,,,0.7813688212927756
pubmed_a58cc2a0-3c01-470d-a2d9-a8fabab86b74,,,,,,,,,,,0.8186911128087598
pubmed_17b36f8f-02c5-422f-9709-91bbe7f11f0b,,,,,,,,,,,0.7984790874524715
pubmed_29dac3c5-7bad-4152-ac4e-9ea1c248e5d7,,,,,,,,,,,0.7813688212927756
pubmed_f75fa1d1-3d3f-43c3-a0fe-a047e79d1d11,,,,,,,,,,,0.7680608365019012
pubmed_1dbfa354-c999-4180-bf18-fb92f89ccbd6,,,,,,,,,,,0.7927756653992395
pubmed_1df99b1e-c847-41e6-b664-2b5fff6d0732,,,,,,,,,,,0.7870722433460076
pubmed_949b2d07-62c8-422b-ad06-b4a447043583,,,,,,,,,,,0.8409727527374586
pubmed_c4071194-bff1-4f03-acde-ff1e797ffbcc,,,,,,,,,,,0.7813688212927756
pubmed_89d38ab6-2518-49f1-987e-429d51f978cc,,,,,,,,,,,0.7756653992395437
pubmed_0ce40d06-b398-413d-8137-4c8003660392,,,,,,,,,,,0.7759103641456583
pubmed_f26a3325-5e89-49d9-80d8-27da627453c9,,,,,,,,,,,0.8003802281368821
pubmed_bbbddcc0-714f-4c39-8b1c-3dad13bc8fe9,,,,,,,,,,,0.7775665399239544
pubmed_7b48af9e-45e2-4533-8240-3b1ea569f885,,,,,,,,,,,0.7870722433460076
pubmed_2b53207b-1eaf-4cec-8046-0eee6414322c,,,,,,,,,,,0.7965779467680608
pubmed_5bf30d86-efb6-4a73-af93-6aa89b0d1bd2,,,,,,,,,,,0.7813688212927756
pubmed_35fc8eea-e86c-4ab0-95f8-34ceee3eb1ef,,,,,,,,,,,0.7908745247148289
pubmed_a0c23c7c-2746-4d7a-a7af-eea5204d93a5,,,,,,,,,,,0.829004329004329
pubmed_69ccc156-51ce-410c-a27e-0dd54318e364,,,,,,,,,,,0.823274764451235
pubmed_ae4c9b49-cc5e-451a-b408-380166a98b7e,,,,,,,,,,,0.7737642585551331
pubmed_b8aeaf8d-d482-4e1e-88e8-7747b0f3b8dd,,,,,,,,,,,0.7908745247148289
pubmed_05bde19f-404e-42a4-857c-af905a7cba7a,,,,,,,,,,,0.7927756653992395
pubmed_def1ae1b-9bfc-446f-a061-964ed18810c7,,,,,,,,,,,0.779467680608365
pubmed_767ad09d-c96b-418f-af32-8531e37c1685,,,,,,,,,,,0.785171102661597
pubmed_6cd61da9-4a6c-4952-9d53-65f5977daec4,,,,,,,,,,,0.7908745247148289
pubmed_3f6ef59f-d540-432c-8222-5b8a93856c29,,,,,,,,,,,0.7889733840304183
pubmed_d6e51f96-c31c-4e65-ab01-865af1b278b4,,,,,,,,,,,0.7908745247148289
pubmed_9c5e8092-e81c-487b-bf1b-4b66584d09a9,,,,,,,,,,,0.803030303030303
pubmed_a8841129-f776-4e2f-9805-3c2198ff01f2,,,,,,,,,,,0.8276037687802393
pubmed_848268b4-c8c5-43e1-a682-797ddb51857a,,,,,,,,,,,0.7946768060836502
pubmed_730ec3cb-f1da-41df-bc79-94a0dacd885d,,,,,,,,,,,0.7908745247148289
pubmed_751fc101-3b32-4cb5-9412-d54689f09d26,,,,,,,,,,,0.7965779467680608
pubmed_407d00d4-af96-4b25-8dd6-e023905398e6,,,,,,,,,,,0.7832699619771863
pubmed_e0bf7bcc-f1cf-42a9-a201-3c51b04f3fa7,,,,,,,,,,,0.7870722433460076
pubmed_ba8ff427-3618-4a2d-a128-d877277c9dba,,,,,,,,,,,0.7927756653992395
pubmed_0d45a813-8eae-431d-a49a-7ea9972e10b0,,,,,,,,,,,0.8216195569136746
pubmed_7796b47d-731f-452f-a9a1-618dd455e9f0,,,,,,,,,,,0.7832699619771863
pubmed_fca57e3d-8fc0-4d95-af95-34ae56512a64,,,,,,,,,,,0.7889733840304183
pubmed_e280c879-f438-40cb-8b69-49183eca2216,,,,,,,,,,,0.7946768060836502
pubmed_c7bee4f3-c169-4a43-b9f1-61bbd9c06945,,,,,,,,,,,0.7813688212927756
pubmed_d0775257-280b-4d90-8391-deffed5045a7,,,,,,,,,,,0.7756653992395437
pubmed_1de9b672-c4c6-4853-8d9a-244869992ffb,,,,,,,,,,,0.785171102661597
pubmed_3b29ff07-9dd0-4390-8cbb-423be79b677b,,,,,,,,,,,0.7881334351922588
pubmed_9b28df7d-71d6-45b0-b947-9e5e1d33d24d,,,,,,,,,,,0.7832699619771863
pubmed_ef1fe513-66cd-4967-95bb-1a162ef0fb32,,,,,,,,,,,0.7927756653992395
pubmed_3cdedd6a-61df-476f-813f-58a751aa57b9,,,,,,,,,,,0.7813688212927756
pubmed_5f753a40-fd1f-4f1c-a42b-5ad5de303d16,,,,,,,,,,,0.7832699619771863
pubmed_9e6d54ed-0de4-43ac-9fac-4359d1253ddc,,,,,,,,,,,0.7813688212927756
pubmed_0e5ab342-5311-402f-98b8-428a98f691fb,,,,,,,,,,,0.7908745247148289
pubmed_49cb7aeb-a195-40d5-9a6a-0b1338bc5845,,,,,,,,,,,0.8207282913165266
pubmed_44f9a487-5a2d-4b12-a4f7-ba9fdddbd546,,,,,,,,,,,0.7927756653992395
pubmed_b6f2091d-e75f-432d-9a7c-32054eb3f550,,,,,,,,,,,0.7889733840304183
pubmed_b0be7a2c-3ee9-452c-91fe-760bc6dd8267,,,,,,,,,,,0.7775665399239544
pubmed_3bf6bbb7-94e0-46c8-a868-1b8591b3a862,,,,,,,,,,,0.779467680608365
pubmed_01995ab6-a603-4359-8f6e-8cd5c6f41244,,,,,,,,,,,0.7661596958174905
pubmed_cbdef3ca-83ee-4ec4-a404-e63974aa3120,,,,,,,,,,,0.785171102661597
pubmed_0d877c66-561b-45fd-b317-7bf1ae6913b5,,,,,,,,,,,0.7718631178707225
pubmed_7601f6ad-b669-4278-9fc6-af75a5064a87,,,,,,,,,,,0.7775665399239544
pubmed_15d5f2e1-43e9-48b4-9165-231a5deb94b2,,,,,,,,,,,0.8031576266870385
pubmed_a09bb574-af30-48bd-9472-b46d932094b8,,,,,,,,,,,0.7775665399239544
pubmed_4993d53e-7f79-4e23-ab40-4c2d62d62759,,,,,,,,,,,0.7927756653992395
pubmed_6325357f-f544-463b-b93f-e217bfe34358,,,,,,,,,,,0.779467680608365
pubmed_4123c630-6bd1-4ec5-8d5f-b554bca14005,,,,,,,,,,,0.7889733840304183
pubmed_caf98678-c416-482a-9822-c9ca8459d38c,,,,,,,,,,,0.7832699619771863
pubmed_f4e59670-6b5a-4a29-8d0b-6179c8fccff3,,,,,,,,,,,0.8185637891520244
pubmed_3af77b91-0b43-4b75-bdde-1da62daaa0c5,,,,,,,,,,,0.7756653992395437
pubmed_5e3d9642-24b9-4ff3-bf5a-add3b668a2cb,,,,,,,,,,,0.785171102661597
pubmed_7159dadb-57c2-49e6-8f5d-f1978b35389b,,,,,,,,,,,0.779467680608365
pubmed_70d4da8a-1f53-4ffa-b49e-c88ce6661742,,,,,,,,,,,0.7870722433460076
pubmed_cbea14ed-fb36-4c6f-904d-d99cd76fa793,,,,,,,,,,,0.8116883116883117
pubmed_628af236-f518-4c9f-acef-818e7e00e23a,,,,,,,,,,,0.8041825095057035
pubmed_544124c3-9a83-4bb8-810a-19deaf5cd89b,,,,,,,,,,,0.7680608365019012
pubmed_85e6d4fa-4e66-45c5-ae1b-2d8dd01e410d,,,,,,,,,,,0.7889733840304183
pubmed_90d31be4-80b7-4855-8f06-49545db557d8,,,,,,,,,,,0.82174688057041
pubmed_e7ac1803-7101-4595-86c8-7bac9cb6eb66,,,,,,,,,,,0.7870722433460076
pubmed_9e7b6d36-3052-41eb-adb5-b1530b3f4c33,,,,,,,,,,,0.7889733840304183
pubmed_16313829-2012-44fe-8df3-93b4e2a5baad,,,,,,,,,,,0.785171102661597
pubmed_cc0db255-670a-437b-b05f-ab68e353bd85,,,,,,,,,,,0.8418640183346066
pubmed_5dc148a7-0b70-4fd5-8edf-b22e7d7b2e02,,,,,,,,,,,0.7775665399239544
pubmed_84294a1c-9603-4e64-94da-d5a7f89c00c9,,,,,,,,,,,0.7984790874524715
pubmed_ad412665-42ee-4250-b9a0-d208a932f248,,,,,,,,,,,0.8003802281368821
pubmed_b29ee879-23c7-4df7-8774-f5087e89e1e5,,,,,,,,,,,0.7775665399239544
pubmed_325d5490-3a59-4942-98d3-191059572bbb,,,,,,,,,,,0.8194550547491724
pubmed_4c993275-1b1d-4f0c-afcb-6f2a6af0477a,,,,,,,,,,,0.8091418385536032
pubmed_a1312606-8a0f-4914-beb6-d99a160cd8ce,,,,,,,,,,,0.8062133944486886
pubmed_ca0cedc5-7a6f-408b-9854-7da911661fc8,,,,,,,,,,,0.7765469824293354
pubmed_aa4c0a38-7a9b-4798-99df-b2f67705ba59,,,,,,,,,,,0.8199643493761141
pubmed_d5f552e9-e3e2-4097-b047-34c22c224dc0,,,,,,,,,,,0.8300229182582124
pubmed_828ab44d-b396-46be-afa2-9bf234c0097e,,,,,,,,,,,0.826585179526356
pubmed_26c999a6-b10d-4882-ac82-16bb1dc4f37a,,,,,,,,,,,0.7985739750445633
pubmed_4e531527-7d0e-4cf2-99ad-401da4a7d991,,,,,,,,,,,0.7695441813088872
pubmed_1bad4fa4-60a3-48d1-b2a9-ba565dfa7901,,,,,,,,,,,0.7955182072829131
pubmed_d41f10d1-6b52-4b0d-98d4-13b180db21d4,,,,,,,,,,,0.8206009676597912
pubmed_13ac1855-bbf4-49f4-94df-46bdbd36528a,,,,,,,,,,,0.8227654698242933
pubmed_0f433031-3454-4ffa-b713-cbd8216965a8,,,,,,,,,,,0.8067226890756303
pubmed_73735a6b-44f0-48b9-8728-1c65dee750e9,,,,,,,,,,,0.7881334351922588
pubmed_6c17e76a-ddd1-4e30-90c0-5cebe04154cf,,,,,,,,,,,0.8272217978100331
pubmed_cb79d7be-a343-4955-8482-69ff2d839077,,,,,,,,,,,0.7997198879551821
pubmed_ff62603b-61eb-4d23-80de-38ee99614fb1,,,,,,,,,,,0.8195823784059079
pubmed_d2a8bfea-1bc5-473d-84ca-5137f698ab2e,,,,,,,,,,,0.8251846193022664
pubmed_e9b13be2-e672-4896-a7c2-5c3236e13bd2,,,,,,,,,,,0.8211102622867329
pubmed_eb5230a4-3f64-46fc-8a79-91f7ccd45b8d,,,,,,,,,,,0.8316781257957728
pubmed_aad94260-5991-438c-858b-5096d80b2697,,,,,,,,,,,0.8055767761650114
pubmed_4c81a761-f2a9-40e5-a057-94a3fd07298e,,,,,,,,,,,0.7738731856378915
pubmed_d72c3993-dfdf-4b27-a765-f62a0db181e2,,,,,,,,,,,0.8059587471352178
pubmed_b5017743-bb8a-4f8a-9c2e-38c4369cac7b,,,,,,,,,,,0.8312961548255666
pubmed_be7fbc12-7c0b-4649-83fb-e779b3dce939,,,,,,,,,,,0.7904252610134963
pubmed_64863662-7301-4d02-8871-3157efccde63,,,,,,,,,,,0.8066335740072202
pubmed_6ffbb9d0-f24a-4f80-b0b1-2ecf38858f14,,,,,,,,,,,0.8037003610108303
pubmed_9986a314-5bc7-4512-a60d-c1d2be6bed14,,,,,,,,,,,0.7982851985559567
pubmed_b6b0f27b-6759-4b64-bb1f-8445ad7cf91c,,,,,,,,,,,0.8005415162454874
pubmed_13b64aaa-1b15-4457-b5b1-5845b0fbb337,,,,,,,,,,,0.7946750902527075
pubmed_4b9b4610-01de-45b5-8401-5cc0ef307767,,,,,,,,,,,0.8043772563176895
pubmed_d5b1aebd-e9c0-4a25-83a4-6adfc8decac1,,,,,,,,,,,0.7985108303249098
pubmed_8536d326-2ab6-4acb-8d51-052d88a24502,,,,,,,,,,,0.8032490974729242
pubmed_b0d7e832-e294-42a7-a8e1-9c35f6bb1b64,,,,,,,,,,,0.7998646209386282
pubmed_65f9596c-1636-48bf-b24d-53584507043f,,,,,,,,,,,0.7949007220216606
pubmed_b95ab0b9-19af-44a8-96bd-d22f89bd1e59,,,,,,,,,,,0.8018953068592057
pubmed_ec2b9c00-d7a0-4f85-89f4-9724551a3d2d,,,,,,,,,,,0.8037003610108303
pubmed_dd51b8b0-5bfa-4412-9f81-f7683bc570c2,,,,,,,,,,,0.7919675090252708
pubmed_3b0effb9-42c6-4718-b6b9-4e4436d4253b,,,,,,,,,,,0.8030234657039711
pubmed_fa45013b-af60-4f50-8f60-8fbb0fb32486,,,,,,,,,,,0.799187725631769
pubmed_4dcc81d0-1936-4fb4-8f6e-298867e4ab77,,,,,,,,,,,0.7967057761732852
pubmed_e543cdb5-e48e-4156-90f1-7b6c0ca94ff8,,,,,,,,,,,0.8021209386281588
pubmed_916ad60d-11b1-4a87-953d-1a7d77e4deec,,,,,,,,,,,0.8000902527075813
pubmed_03521b8a-917f-400b-b80f-dc45c524be0f,,,,,,,,,,,0.7982851985559567
pubmed_51c6139e-5f1a-4056-aba1-ac98f4807718,,,,,,,,,,,0.8082129963898917
pubmed_68cdaf14-57ff-451e-81f9-239127ed61cc,,,,,,,,,,,0.8068592057761733
pubmed_d604e305-8d55-4a46-9f4f-3207c0fd998a,,,,,,,,,,,0.8005415162454874
pubmed_9f3231f3-048b-4e81-ba44-cfbfb53aa95b,,,,,,,,,,,0.7994133574007221
pubmed_f7dbb679-2341-4e66-9fe7-b8d097f94bfd,,,,,,,,,,,0.8021209386281588
pubmed_3efcac38-83d7-4e35-8124-0b0f9f298256,,,,,,,,,,,0.8000902527075813
pubmed_104933b6-a55d-455c-b62b-1b1c7af5b608,,,,,,,,,,,0.7928700361010831
pubmed_aa91e56b-b481-4932-860d-5e45e9904d5e,,,,,,,,,,,0.7982851985559567
pubmed_d16770e9-aa21-4ca8-8d0c-99c19aad6e2a,,,,,,,,,,,0.7928700361010831
pubmed_470986c3-fce8-4039-a612-1974a21431ed,,,,,,,,,,,0.7035198555956679
pubmed_ee717e73-42e4-45ca-b849-92f754cd9dab,,,,,,,,,,,0.7955776173285198
pubmed_7f4c43f6-2aee-42b2-976e-20fe238ebc72,,,,,,,,,,,0.7976083032490975
pubmed_d47cd003-29da-4a8f-92dc-64ba50d2e72e,,,,,,,,,,,0.7987364620938628
pubmed_ff570e31-3fe9-4f5a-8433-942f1e15f459,,,,,,,,,,,0.802572202166065
pubmed_d776d01e-6ce6-4c91-8479-5ddf6a7a7c4e,,,,,,,,,,,0.7976083032490975
pubmed_97a5a223-d565-485a-93f4-1f4603516fc5,,,,,,,,,,,0.802572202166065
pubmed_10bae474-44f8-4118-904d-3df2e3ac97a1,,,,,,,,,,,0.8079873646209387
pubmed_87e5125e-49d3-404e-ac8a-5c53d248ec8f,,,,,,,,,,,0.7969314079422383
pubmed_e8253fe9-1f28-4f7a-928e-865d50c39774,,,,,,,,,,,0.8041516245487365
pubmed_ba3b3a70-6393-459c-b67b-f7277f7d315d,,,,,,,,,,,0.8003158844765343
pubmed_f1b41821-c01d-47b7-89d1-32bbad09cbad,,,,,,,,,,,0.805956678700361
pubmed_f8f864ba-7c3f-4564-9d78-f0e56356b761,,,,,,,,,,,0.7958032490974729
pubmed_73466ffb-8be4-4152-a443-54ad25589d77,,,,,,,,,,,0.7978339350180506
pubmed_15ff0fc5-4067-43a2-ae4f-e988d848dbc3,,,,,,,,,,,0.8012184115523465
pubmed_799acf14-958c-40c8-a5dd-2b015f72fbb9,,,,,,,,,,,0.8073104693140795
pubmed_068d5f69-5941-4a73-ad46-26d80ae5ec5e,,,,,,,,,,,0.8070848375451264
pubmed_c501721e-2590-4306-bbf5-809fcc176d8e,,,,,,,,,,,0.8050541516245487
pubmed_83374382-c7fa-4deb-af4c-7e2a537e540b,,,,,,,,,,,0.8003158844765343
pubmed_7d934139-1b6f-45e0-b283-ab11b1529da9,,,,,,,,,,,0.8003158844765343
pubmed_40d5d98e-411b-447b-bbbb-189368a40777,,,,,,,,,,,0.8111462093862816
pubmed_82b6c0a0-946d-4c8c-9dac-bec321264111,,,,,,,,,,,0.8066335740072202
pubmed_a46a9fcb-7a03-4714-8f51-f4c5c376b2c8,,,,,,,,,,,0.8041516245487365
pubmed_fc3ed667-7a9e-44df-b0d7-690049325d63,,,,,,,,,,,0.7955776173285198
pubmed_0973a13c-a367-456d-a66a-f50e23b93855,,,,,,,,,,,0.8075361010830325
pubmed_a13ab8e8-bb74-4ef4-a5d8-7c0f922d3404,,,,,,,,,,,0.8061823104693141
pubmed_f472f060-0a0c-4240-813d-333e02b81287,,,,,,,,,,,0.802572202166065
