Metric,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,acc
cora_lz58co1l_GAE,6.10 ± nan,8.89 ± nan,19.54 ± nan,33.86 ± nan,53.78 ± nan,70.34 ± nan,10.73 ± nan,6.10 ± nan,8.89 ± nan,19.54 ± nan,33.86 ± nan,53.78 ± nan,70.34 ± nan,98.69 ± nan,98.35 ± nan,78.19 ± nan
cora_8q1tlhd5_GAE,6.11 ± nan,8.89 ± nan,19.54 ± nan,33.79 ± nan,53.76 ± nan,70.36 ± nan,10.74 ± nan,6.11 ± nan,8.89 ± nan,19.54 ± nan,33.79 ± nan,53.76 ± nan,70.36 ± nan,98.69 ± nan,98.35 ± nan,78.20 ± nan
cora_u30t98fo_GAE,0.00 ± nan,1.32 ± nan,4.83 ± nan,6.86 ± nan,12.53 ± nan,17.41 ± nan,1.75 ± nan,0.00 ± nan,1.32 ± nan,4.83 ± nan,6.86 ± nan,12.53 ± nan,17.41 ± nan,83.02 ± nan,82.35 ± nan,70.18 ± nan
cora_zed8pv8w_GAE,0.38 ± nan,1.81 ± nan,3.68 ± nan,6.35 ± nan,12.03 ± nan,18.45 ± nan,1.95 ± nan,0.38 ± nan,1.81 ± nan,3.68 ± nan,6.35 ± nan,12.03 ± nan,18.45 ± nan,84.11 ± nan,83.37 ± nan,70.52 ± nan
cora_j4l5r1ai_GAE,0.00 ± nan,0.00 ± nan,0.00 ± nan,0.00 ± nan,0.00 ± nan,0.00 ± nan,0.02 ± nan,0.00 ± nan,0.00 ± nan,0.00 ± nan,0.00 ± nan,0.00 ± nan,0.00 ± nan,50.00 ± nan,50.00 ± nan,50.00 ± nan
cora_2pihvo2q_GAE,1.22 ± nan,2.01 ± nan,4.17 ± nan,6.84 ± nan,12.26 ± nan,18.21 ± nan,2.37 ± nan,1.22 ± nan,2.01 ± nan,4.17 ± nan,6.84 ± nan,12.26 ± nan,18.21 ± nan,83.92 ± nan,82.98 ± nan,70.92 ± nan
cora_9ziy0qwu_GAE,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,2.18 ± nan,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,84.07 ± nan,82.55 ± nan,71.47 ± nan
cora_pwp8mofn_GAE,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,2.18 ± nan,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,84.07 ± nan,82.55 ± nan,71.47 ± nan
cora_5vzrr29g_GAE,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,2.18 ± nan,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,84.07 ± nan,82.55 ± nan,71.47 ± nan
cora_xcgbtb0a_GAE,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,2.18 ± nan,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,84.07 ± nan,82.55 ± nan,71.47 ± nan
cora_x5kzakvf_GAE,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,2.18 ± nan,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,84.07 ± nan,82.55 ± nan,71.47 ± nan
cora_a196fzkb_GAE,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,2.18 ± nan,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,84.07 ± nan,82.55 ± nan,71.47 ± nan
cora_jgxxdpvk_GAE,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,2.18 ± nan,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,84.07 ± nan,82.55 ± nan,71.47 ± nan
cora_ulhyklk4_GAE,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,2.18 ± nan,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,84.07 ± nan,82.55 ± nan,71.47 ± nan
cora_je70gekn_GAE,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,2.18 ± nan,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,84.07 ± nan,82.55 ± nan,71.47 ± nan
cora_s0a8lfee_GAE,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,2.18 ± nan,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,84.07 ± nan,82.55 ± nan,71.47 ± nan
cora_r9zwik3h_GAE,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,2.18 ± nan,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,84.07 ± nan,82.55 ± nan,71.47 ± nan
cora_ewkleire_GAE,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,2.18 ± nan,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,84.07 ± nan,82.55 ± nan,71.47 ± nan
cora_os91s316_GAE,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,2.18 ± nan,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,84.07 ± nan,82.55 ± nan,71.47 ± nan
cora_ci48eweb_GAE,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,2.18 ± nan,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,84.07 ± nan,82.55 ± nan,71.47 ± nan
cora_zi1cy0oa_GAE,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,2.18 ± nan,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,84.07 ± nan,82.55 ± nan,71.47 ± nan
cora_cus00gtc_GAE,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,2.18 ± nan,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,84.07 ± nan,82.55 ± nan,71.47 ± nan
cora_7mo1wn7p_GAE,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,2.18 ± nan,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,84.07 ± nan,82.55 ± nan,71.47 ± nan
cora_9gvkk4ki_GAE,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,2.18 ± nan,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,84.07 ± nan,82.55 ± nan,71.47 ± nan
cora_67jaho17_GAE,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,2.18 ± nan,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,84.07 ± nan,82.55 ± nan,71.47 ± nan
cora_z1enmx0g_GAE,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,2.18 ± nan,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,84.07 ± nan,82.55 ± nan,71.47 ± nan
cora_sif1u9me_GAE,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,2.18 ± nan,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,84.07 ± nan,82.55 ± nan,71.47 ± nan
cora_wtee94sm_GAE,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,2.18 ± nan,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,84.07 ± nan,82.55 ± nan,71.47 ± nan
cora_nxis50jo_GAE,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,2.18 ± nan,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,84.07 ± nan,82.55 ± nan,71.47 ± nan
cora_0phvv6tp_GAE,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,2.18 ± nan,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,84.07 ± nan,82.55 ± nan,71.47 ± nan
cora_92cvk7kt_GAE,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,2.18 ± nan,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,84.07 ± nan,82.55 ± nan,71.47 ± nan
cora_xh8a4vem_GAE,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,2.18 ± nan,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,84.07 ± nan,82.55 ± nan,71.47 ± nan
cora_qabeu643_GAE,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,2.18 ± nan,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,84.07 ± nan,82.55 ± nan,71.47 ± nan
cora_6ocrdwk0_GAE,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,2.18 ± nan,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,84.07 ± nan,82.55 ± nan,71.47 ± nan
cora_gweufjs8_GAE,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,2.18 ± nan,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,84.07 ± nan,82.55 ± nan,71.47 ± nan
cora_p2wls9rf_GAE,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,2.18 ± nan,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,84.07 ± nan,82.55 ± nan,71.47 ± nan
cora_8mzypxj3_GAE,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,2.18 ± nan,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,84.07 ± nan,82.55 ± nan,71.47 ± nan
cora_f8ne016b_GAE,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,2.18 ± nan,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,84.07 ± nan,82.55 ± nan,71.47 ± nan
cora_4w0t6ein_GAE,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,2.18 ± nan,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,84.07 ± nan,82.55 ± nan,71.47 ± nan
cora_gsbbsx88_GAE,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,2.18 ± nan,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,84.07 ± nan,82.55 ± nan,71.47 ± nan
cora_5677619z_GAE,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,2.18 ± nan,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,84.07 ± nan,82.55 ± nan,71.47 ± nan
cora_hp6raiqk_GAE,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,2.18 ± nan,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,84.07 ± nan,82.55 ± nan,71.47 ± nan
cora_jc0ef4wp_GAE,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,2.18 ± nan,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,84.07 ± nan,82.55 ± nan,71.47 ± nan
cora_oe41qeru_GAE,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,2.18 ± nan,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,84.07 ± nan,82.55 ± nan,71.47 ± nan
cora_oaw65i2q_GAE,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,2.18 ± nan,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,84.07 ± nan,82.55 ± nan,71.47 ± nan
cora_ppk49knb_GAE,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,2.18 ± nan,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,84.07 ± nan,82.55 ± nan,71.47 ± nan
cora_dwuyjej6_GAE,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,2.18 ± nan,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,84.07 ± nan,82.55 ± nan,71.47 ± nan
cora_gsg3xsx2_GAE,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,2.18 ± nan,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,84.07 ± nan,82.55 ± nan,71.47 ± nan
cora_rkkwcql3_GAE,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,2.18 ± nan,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,84.07 ± nan,82.55 ± nan,71.47 ± nan
cora_ej21tkbb_GAE,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,2.18 ± nan,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,84.07 ± nan,82.55 ± nan,71.47 ± nan
cora_gr92on2z_GAE,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,2.18 ± nan,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,84.07 ± nan,82.55 ± nan,71.47 ± nan
cora_vzgxzqmc_GAE,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,2.18 ± nan,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,84.07 ± nan,82.55 ± nan,71.47 ± nan
cora_gjzexowo_GAE,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,2.18 ± nan,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,84.07 ± nan,82.55 ± nan,71.47 ± nan
cora_5trst0s4_GAE,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,2.18 ± nan,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,84.07 ± nan,82.55 ± nan,71.47 ± nan
cora_jjjzbwgi_GAE,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,2.18 ± nan,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,84.07 ± nan,82.55 ± nan,71.47 ± nan
cora_woshrkqy_GAE,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,2.18 ± nan,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,84.07 ± nan,82.55 ± nan,71.47 ± nan
cora_qq385fmd_GAE,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,2.18 ± nan,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,84.07 ± nan,82.55 ± nan,71.47 ± nan
cora_picly6tv_GAE,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,2.18 ± nan,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,84.07 ± nan,82.55 ± nan,71.47 ± nan
cora_t7wnu5pz_GAE,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,2.18 ± nan,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,84.07 ± nan,82.55 ± nan,71.47 ± nan
cora_5t76dkht_GAE,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,2.18 ± nan,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,84.07 ± nan,82.55 ± nan,71.47 ± nan
cora_ribtpgqr_GAE,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,2.18 ± nan,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,84.07 ± nan,82.55 ± nan,71.47 ± nan
cora_lm4kxa0n_GAE,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,2.18 ± nan,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,84.07 ± nan,82.55 ± nan,71.47 ± nan
cora_wlygbh80_GAE,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,2.18 ± nan,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,84.07 ± nan,82.55 ± nan,71.47 ± nan
cora_mvpw2ete_GAE,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,2.18 ± nan,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,84.07 ± nan,82.55 ± nan,71.47 ± nan
cora_mm2yi7ac_GAE,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,2.18 ± nan,0.51 ± nan,0.96 ± nan,5.40 ± nan,7.85 ± nan,13.17 ± nan,19.12 ± nan,84.07 ± nan,82.55 ± nan,71.47 ± nan
cora_jjhb1k7k_GAE,6.98 ± nan,12.96 ± nan,31.93 ± nan,56.28 ± nan,89.68 ± nan,93.92 ± nan,15.00 ± nan,6.98 ± nan,12.96 ± nan,31.93 ± nan,56.28 ± nan,89.68 ± nan,93.92 ± nan,99.70 ± nan,99.55 ± nan,84.28 ± nan
cora_jdvbc4m8_GAE,3.76 ± nan,12.57 ± nan,36.92 ± nan,54.57 ± nan,84.90 ± nan,97.54 ± nan,13.80 ± nan,3.76 ± nan,12.57 ± nan,36.92 ± nan,54.57 ± nan,84.90 ± nan,97.54 ± nan,99.66 ± nan,99.59 ± nan,86.58 ± nan
cora_4ue42oe0_GAE,3.07 ± nan,12.72 ± nan,48.58 ± nan,65.32 ± nan,91.67 ± nan,96.11 ± nan,13.42 ± nan,3.07 ± nan,12.72 ± nan,48.58 ± nan,65.32 ± nan,91.67 ± nan,96.11 ± nan,99.72 ± nan,99.56 ± nan,86.72 ± nan
cora_7k6lpps6_GAE,3.15 ± nan,12.14 ± nan,48.88 ± nan,62.70 ± nan,90.17 ± nan,97.63 ± nan,14.41 ± nan,3.15 ± nan,12.14 ± nan,48.88 ± nan,62.70 ± nan,90.17 ± nan,97.63 ± nan,99.71 ± nan,99.56 ± nan,85.25 ± nan
cora_xbyqc51b_GAE,3.26 ± nan,11.11 ± nan,36.31 ± nan,67.43 ± nan,91.77 ± nan,97.56 ± nan,13.32 ± nan,3.26 ± nan,11.11 ± nan,36.31 ± nan,67.43 ± nan,91.77 ± nan,97.56 ± nan,99.72 ± nan,99.56 ± nan,85.84 ± nan
cora_1d7gwbqx_GAE,5.59 ± nan,6.42 ± nan,42.66 ± nan,61.79 ± nan,89.68 ± nan,97.61 ± nan,13.45 ± nan,5.59 ± nan,6.42 ± nan,42.66 ± nan,61.79 ± nan,89.68 ± nan,97.61 ± nan,99.72 ± nan,99.58 ± nan,85.35 ± nan
cora_yv53xnal_GAE,3.58 ± nan,13.81 ± nan,51.08 ± nan,65.22 ± nan,90.50 ± nan,97.47 ± nan,13.47 ± nan,3.58 ± nan,13.81 ± nan,51.08 ± nan,65.22 ± nan,90.50 ± nan,97.47 ± nan,99.71 ± nan,99.56 ± nan,87.06 ± nan
cora_2s7mkyu7_GAE,2.98 ± nan,10.17 ± nan,27.49 ± nan,71.82 ± nan,90.22 ± nan,97.55 ± nan,13.53 ± nan,2.98 ± nan,10.17 ± nan,27.49 ± nan,71.82 ± nan,90.22 ± nan,97.55 ± nan,99.59 ± nan,99.60 ± nan,89.57 ± nan
cora_twwax071_GAE,3.14 ± nan,12.96 ± nan,31.83 ± nan,67.32 ± nan,90.41 ± nan,96.51 ± nan,13.32 ± nan,3.14 ± nan,12.96 ± nan,31.83 ± nan,67.32 ± nan,90.41 ± nan,96.51 ± nan,99.72 ± nan,99.62 ± nan,89.10 ± nan
cora_xdkrbwb1_GAE,2.98 ± nan,12.51 ± nan,32.02 ± nan,65.16 ± nan,90.75 ± nan,94.83 ± nan,13.16 ± nan,2.98 ± nan,12.51 ± nan,32.02 ± nan,65.16 ± nan,90.75 ± nan,94.83 ± nan,99.72 ± nan,99.56 ± nan,89.21 ± nan
cora_c8loyda3_GAE,3.18 ± nan,8.52 ± nan,34.62 ± nan,65.84 ± nan,90.92 ± nan,95.07 ± nan,13.25 ± nan,3.18 ± nan,8.52 ± nan,34.62 ± nan,65.84 ± nan,90.92 ± nan,95.07 ± nan,99.71 ± nan,99.56 ± nan,89.43 ± nan
cora_pota4gvn_GAE,3.76 ± nan,10.06 ± nan,31.93 ± nan,68.06 ± nan,90.60 ± nan,92.00 ± nan,13.30 ± nan,3.76 ± nan,10.06 ± nan,31.93 ± nan,68.06 ± nan,90.60 ± nan,92.00 ± nan,99.71 ± nan,99.56 ± nan,89.46 ± nan
cora_xpz07z6v_GAE,3.43 ± nan,12.62 ± nan,38.11 ± nan,69.07 ± nan,90.41 ± nan,96.40 ± nan,13.39 ± nan,3.43 ± nan,12.62 ± nan,38.11 ± nan,69.07 ± nan,90.41 ± nan,96.40 ± nan,99.72 ± nan,99.57 ± nan,89.82 ± nan
cora_0q3j2bmk_GAE,3.33 ± nan,12.53 ± nan,43.19 ± nan,66.78 ± nan,90.64 ± nan,96.29 ± nan,13.43 ± nan,3.33 ± nan,12.53 ± nan,43.19 ± nan,66.78 ± nan,90.64 ± nan,96.29 ± nan,99.72 ± nan,99.56 ± nan,87.59 ± nan
cora_vugd6h3d_GAE,3.02 ± nan,9.81 ± nan,36.43 ± nan,64.77 ± nan,91.45 ± nan,97.24 ± nan,13.64 ± nan,3.02 ± nan,9.81 ± nan,36.43 ± nan,64.77 ± nan,91.45 ± nan,97.24 ± nan,99.71 ± nan,99.61 ± nan,87.85 ± nan
cora_f550i8e6_GAE,3.60 ± nan,8.22 ± nan,46.78 ± nan,70.03 ± nan,90.81 ± nan,97.23 ± nan,13.29 ± nan,3.60 ± nan,8.22 ± nan,46.78 ± nan,70.03 ± nan,90.81 ± nan,97.23 ± nan,99.71 ± nan,99.55 ± nan,85.31 ± nan
cora_dcjv1fsl_GAE,3.27 ± nan,13.66 ± nan,47.95 ± nan,64.20 ± nan,90.29 ± nan,92.02 ± nan,13.35 ± nan,3.27 ± nan,13.66 ± nan,47.95 ± nan,64.20 ± nan,90.29 ± nan,92.02 ± nan,99.72 ± nan,99.56 ± nan,87.48 ± nan
cora_pcbjdeti_GAE,2.82 ± nan,12.28 ± nan,29.11 ± nan,66.24 ± nan,92.84 ± nan,97.59 ± nan,13.89 ± nan,2.82 ± nan,12.28 ± nan,29.11 ± nan,66.24 ± nan,92.84 ± nan,97.59 ± nan,99.72 ± nan,99.56 ± nan,88.78 ± nan
cora_l09jjujj_GAE,3.20 ± nan,13.41 ± nan,35.52 ± nan,69.43 ± nan,91.25 ± nan,92.46 ± nan,13.54 ± nan,3.20 ± nan,13.41 ± nan,35.52 ± nan,69.43 ± nan,91.25 ± nan,92.46 ± nan,99.72 ± nan,99.56 ± nan,85.22 ± nan
cora_bov414ru_GAE,3.26 ± nan,13.33 ± nan,36.49 ± nan,70.21 ± nan,90.62 ± nan,97.53 ± nan,13.66 ± nan,3.26 ± nan,13.33 ± nan,36.49 ± nan,70.21 ± nan,90.62 ± nan,97.53 ± nan,99.72 ± nan,99.56 ± nan,85.66 ± nan
cora_gbrrcfs9_GAE,3.51 ± nan,13.70 ± nan,50.37 ± nan,69.08 ± nan,89.84 ± nan,92.61 ± nan,13.56 ± nan,3.51 ± nan,13.70 ± nan,50.37 ± nan,69.08 ± nan,89.84 ± nan,92.61 ± nan,99.72 ± nan,99.56 ± nan,87.78 ± nan
cora_yapqq7jg_GAE,3.11 ± nan,12.66 ± nan,49.26 ± nan,68.70 ± nan,92.51 ± nan,97.39 ± nan,13.15 ± nan,3.11 ± nan,12.66 ± nan,49.26 ± nan,68.70 ± nan,92.51 ± nan,97.39 ± nan,99.72 ± nan,99.56 ± nan,87.36 ± nan
