Metric,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,acc
cora_f0pgz18z_gae,0.2852,0.4563,0.5779,0.6578,0.8517,0.9202,0.3993,0.2852,0.4563,0.5779,0.6578,0.8517,0.9202,0.8876,0.9079,0.80798
cora_hhq7clit_gae,0.2548,0.4639,0.5627,0.6616,0.8441,0.9163,0.3819,0.2548,0.4639,0.5627,0.6616,0.8441,0.9163,0.8891,0.9073,0.80038
cora_sn7xzmnh_gae,0.2624,0.4677,0.5779,0.6616,0.8479,0.9202,0.3881,0.2624,0.4677,0.5779,0.6616,0.8479,0.9202,0.8926,0.9096,0.80038
cora_2qy4mug9_gae,0.2319,0.4259,0.5665,0.654,0.8479,0.924,0.3646,0.2319,0.4259,0.5665,0.654,0.8479,0.924,0.8897,0.9073,0.80608
cora_7d2uccmz_gae,0.2852,0.4639,0.5703,0.6654,0.8479,0.9278,0.3941,0.2852,0.4639,0.5703,0.6654,0.8479,0.9278,0.8922,0.9093,0.80418
cora_xcakznpm_gae,0.2471,0.4563,0.5551,0.6578,0.8479,0.9163,0.3821,0.2471,0.4563,0.5551,0.6578,0.8479,0.9163,0.8903,0.9087,0.79087
cora_vm3wf9k9_gae,0.2624,0.4601,0.5399,0.6502,0.8403,0.9125,0.389,0.2624,0.4601,0.5399,0.6502,0.8403,0.9125,0.8912,0.9084,0.80228
cora_vvw85jlv_gae,0.2624,0.4639,0.5665,0.6616,0.8479,0.9202,0.3855,0.2624,0.4639,0.5665,0.6616,0.8479,0.9202,0.889,0.9079,0.79848
cora_fxcxyepq_gae,0.2776,0.4525,0.5399,0.654,0.8441,0.9125,0.3936,0.2776,0.4525,0.5399,0.654,0.8441,0.9125,0.8881,0.9071,0.80608
cora_cj2l9qlb_gae,0.27,0.4639,0.5399,0.6502,0.8403,0.9125,0.3937,0.27,0.4639,0.5399,0.6502,0.8403,0.9125,0.8912,0.9086,0.80608
cora_1zvmg85s_gae,0.2624,0.4563,0.5513,0.6616,0.8517,0.9202,0.3845,0.2624,0.4563,0.5513,0.6616,0.8517,0.9202,0.8898,0.9074,0.80798
cora_3lbjzdq7_gae,0.2662,0.4601,0.5399,0.6502,0.8403,0.9163,0.3921,0.2662,0.4601,0.5399,0.6502,0.8403,0.9163,0.8914,0.9087,0.80608
cora_jd63jlhf_gae,0.2586,0.4335,0.5361,0.6616,0.8517,0.9163,0.3784,0.2586,0.4335,0.5361,0.6616,0.8517,0.9163,0.8895,0.908,0.80038
cora_du61g636_gae,0.2662,0.4639,0.5399,0.6502,0.8403,0.9163,0.3913,0.2662,0.4639,0.5399,0.6502,0.8403,0.9163,0.8914,0.9087,0.80418
cora_i9yea9d7_gae,0.27,0.4335,0.5551,0.6578,0.8479,0.9316,0.379,0.27,0.4335,0.5551,0.6578,0.8479,0.9316,0.8917,0.9082,0.80418
cora_nu4gxi62_gae,0.2624,0.4601,0.5399,0.6502,0.8403,0.9125,0.3906,0.2624,0.4601,0.5399,0.6502,0.8403,0.9125,0.8912,0.9085,0.80228
cora_0itd1tkk_gae,0.27,0.4259,0.5437,0.6616,0.8517,0.9278,0.3802,0.27,0.4259,0.5437,0.6616,0.8517,0.9278,0.8912,0.908,0.80418
cora_psow8o36_gae,0.2624,0.4601,0.5399,0.6502,0.8403,0.9125,0.389,0.2624,0.4601,0.5399,0.6502,0.8403,0.9125,0.8912,0.9084,0.80228
cora_spz4wcf2_gae,0.2624,0.4601,0.5399,0.6502,0.8403,0.9125,0.389,0.2624,0.4601,0.5399,0.6502,0.8403,0.9125,0.8912,0.9084,0.80228
cora_yoj9emr9_gae,0.2548,0.4373,0.5437,0.6578,0.8479,0.9202,0.3757,0.2548,0.4373,0.5437,0.6578,0.8479,0.9202,0.8897,0.9076,0.80228
cora_lz46zs5t_gae,0.2357,0.4411,0.5437,0.654,0.8479,0.9163,0.3714,0.2357,0.4411,0.5437,0.654,0.8479,0.9163,0.89,0.9078,0.79658
cora_3yfd55bk_gae,0.2814,0.4525,0.5627,0.6654,0.8479,0.9202,0.393,0.2814,0.4525,0.5627,0.6654,0.8479,0.9202,0.89,0.9086,0.80798
cora_6np78s68_gae,0.2357,0.4753,0.5817,0.6616,0.8479,0.9202,0.3736,0.2357,0.4753,0.5817,0.6616,0.8479,0.9202,0.8905,0.9092,0.79848
cora_p6f2rubo_gae,0.2357,0.4601,0.5361,0.6502,0.8479,0.924,0.3747,0.2357,0.4601,0.5361,0.6502,0.8479,0.924,0.8924,0.9087,0.80798
cora_vpzt37nt_gae,0.2243,0.4373,0.5475,0.6502,0.8479,0.9202,0.3617,0.2243,0.4373,0.5475,0.6502,0.8479,0.9202,0.8883,0.9063,0.80038
cora_o9rvi3fd_gae,0.2471,0.4487,0.5551,0.6578,0.8517,0.924,0.3774,0.2471,0.4487,0.5551,0.6578,0.8517,0.924,0.8919,0.9091,0.81749
cora_048vkxyf_gae,0.2433,0.4297,0.5475,0.6578,0.8479,0.9163,0.3701,0.2433,0.4297,0.5475,0.6578,0.8479,0.9163,0.8913,0.9078,0.80608
cora_c6ozmfbq_gae,0.289,0.4563,0.5817,0.6578,0.8479,0.924,0.4013,0.289,0.4563,0.5817,0.6578,0.8479,0.924,0.8943,0.9118,0.80608
cora_wbi75c6p_gae,0.2662,0.4639,0.5399,0.6502,0.8403,0.9163,0.3913,0.2662,0.4639,0.5399,0.6502,0.8403,0.9163,0.8914,0.9087,0.80418
cora_wslxbw8l_gae,0.2471,0.4601,0.5627,0.6502,0.8517,0.9202,0.3768,0.2471,0.4601,0.5627,0.6502,0.8517,0.9202,0.8893,0.9077,0.80418
cora_pt8os4hp_gae,0.2662,0.4639,0.5399,0.6502,0.8403,0.9163,0.3913,0.2662,0.4639,0.5399,0.6502,0.8403,0.9163,0.8914,0.9087,0.80418
cora_c9c21ier_gae,0.2776,0.4525,0.5437,0.6616,0.8517,0.9163,0.3887,0.2776,0.4525,0.5437,0.6616,0.8517,0.9163,0.8908,0.9083,0.80608
cora_5wsw0hem_gae,0.2624,0.4601,0.5399,0.6502,0.8403,0.9125,0.389,0.2624,0.4601,0.5399,0.6502,0.8403,0.9125,0.8912,0.9084,0.80228
cora_7kf2noi9_gae,0.2548,0.4601,0.5856,0.6578,0.8555,0.9278,0.383,0.2548,0.4601,0.5856,0.6578,0.8555,0.9278,0.8948,0.9117,0.81369
cora_k9d54vtv_gae,0.3042,0.4449,0.5399,0.6464,0.8517,0.9202,0.4007,0.3042,0.4449,0.5399,0.6464,0.8517,0.9202,0.8878,0.9061,0.79848
cora_ics2abps_gae,0.27,0.4525,0.5437,0.6616,0.8441,0.924,0.3883,0.27,0.4525,0.5437,0.6616,0.8441,0.924,0.8889,0.9072,0.80228
cora_lh6l6w8r_gae,0.2624,0.4525,0.5665,0.6502,0.8555,0.9163,0.3834,0.2624,0.4525,0.5665,0.6502,0.8555,0.9163,0.8896,0.9078,0.80228
cora_8hc0vt4i_gae,0.2738,0.4639,0.5399,0.6502,0.8403,0.9163,0.3944,0.2738,0.4639,0.5399,0.6502,0.8403,0.9163,0.8913,0.9087,0.80228
cora_0jo2d5l4_gae,0.2624,0.4449,0.5361,0.6578,0.8479,0.9163,0.3792,0.2624,0.4449,0.5361,0.6578,0.8479,0.9163,0.8905,0.9077,0.80228
cora_efh7a2ic_gae,0.2852,0.4639,0.5665,0.654,0.8479,0.9278,0.3963,0.2852,0.4639,0.5665,0.654,0.8479,0.9278,0.8909,0.9093,0.80608
cora_waasr5nf_gae,0.2586,0.4297,0.5513,0.6616,0.8555,0.9202,0.3785,0.2586,0.4297,0.5513,0.6616,0.8555,0.9202,0.8905,0.9079,0.80418
cora_bkdyn4ds_gae,0.2586,0.4601,0.5741,0.6654,0.8555,0.9316,0.3858,0.2586,0.4601,0.5741,0.6654,0.8555,0.9316,0.8967,0.9133,0.81179
cora_otbi0afz_gae,0.2624,0.4335,0.5703,0.6426,0.8479,0.9202,0.38,0.2624,0.4335,0.5703,0.6426,0.8479,0.9202,0.8869,0.9059,0.80038
cora_z7bmii8e_gae,0.2814,0.4753,0.5817,0.6578,0.8441,0.924,0.3989,0.2814,0.4753,0.5817,0.6578,0.8441,0.924,0.8901,0.9089,0.79658
cora_lu4y4gqc_gae,0.2243,0.4639,0.5779,0.654,0.8479,0.9202,0.368,0.2243,0.4639,0.5779,0.654,0.8479,0.9202,0.8905,0.9082,0.80038
cora_2whp8pll_gae,0.2319,0.4449,0.5513,0.6616,0.8441,0.9202,0.3697,0.2319,0.4449,0.5513,0.6616,0.8441,0.9202,0.8909,0.9083,0.79468
cora_df652ow6_gae,0.2357,0.4601,0.5703,0.6578,0.8479,0.9125,0.3771,0.2357,0.4601,0.5703,0.6578,0.8479,0.9125,0.8907,0.909,0.79278
cora_5jy12b1b_gae,0.27,0.4221,0.5589,0.6426,0.8479,0.9202,0.3814,0.27,0.4221,0.5589,0.6426,0.8479,0.9202,0.8892,0.9066,0.80038
cora_goof4cpz_gae,0.2776,0.4563,0.5665,0.6578,0.8479,0.924,0.3921,0.2776,0.4563,0.5665,0.6578,0.8479,0.924,0.8904,0.9085,0.79848
cora_ftqy7z60_gae,0.27,0.4601,0.5551,0.6616,0.8517,0.9202,0.384,0.27,0.4601,0.5551,0.6616,0.8517,0.9202,0.8898,0.9077,0.80418
cora_s75tys4q_gae,0.2586,0.4487,0.5475,0.6578,0.8517,0.9202,0.3835,0.2586,0.4487,0.5475,0.6578,0.8517,0.9202,0.8908,0.9082,0.80418
cora_5ceqwbst_gae,0.251,0.4259,0.5437,0.6616,0.8479,0.924,0.3716,0.251,0.4259,0.5437,0.6616,0.8479,0.924,0.8892,0.9069,0.80608
cora_i5lvedop_gae,0.2738,0.4525,0.5703,0.6616,0.8517,0.9278,0.3911,0.2738,0.4525,0.5703,0.6616,0.8517,0.9278,0.8923,0.9103,0.80989
cora_ea7plp1r_gae,0.2662,0.4297,0.5361,0.6692,0.8517,0.924,0.3829,0.2662,0.4297,0.5361,0.6692,0.8517,0.924,0.891,0.9084,0.80608
cora_zprxhg10_gae,0.2548,0.4677,0.5703,0.6616,0.8441,0.9202,0.3855,0.2548,0.4677,0.5703,0.6616,0.8441,0.9202,0.8927,0.9099,0.80228
cora_6662j7st_gae,0.251,0.4487,0.5551,0.6578,0.8479,0.9202,0.3817,0.251,0.4487,0.5551,0.6578,0.8479,0.9202,0.891,0.9089,0.79848
cora_g3r4cqpz_gae,0.2624,0.4601,0.5399,0.6502,0.8403,0.9125,0.389,0.2624,0.4601,0.5399,0.6502,0.8403,0.9125,0.8912,0.9084,0.80228
arxiv_2023_h954t47w_gae,0.0,0.205,0.3191,0.4222,0.5567,0.655,0.1546,0.0,0.205,0.3191,0.4222,0.5567,0.655,0.9414,0.947,0.74191
arxiv_2023_jujwvirx_gae,0.0,0.2047,0.3191,0.4222,0.5559,0.6552,0.1546,0.0,0.2047,0.3191,0.4222,0.5559,0.6552,0.9414,0.947,0.74179
arxiv_2023_iatzcnjw_gae,0.0,0.205,0.3188,0.4225,0.5564,0.655,0.1547,0.0,0.205,0.3188,0.4225,0.5564,0.655,0.9414,0.947,0.74166
arxiv_2023_25hf858p_gae,0.0,0.205,0.3188,0.4225,0.5564,0.655,0.1547,0.0,0.205,0.3188,0.4225,0.5564,0.655,0.9414,0.947,0.74166
arxiv_2023_qefi15q4_gae,0.0,0.2037,0.3193,0.422,0.5561,0.6557,0.1546,0.0,0.2037,0.3193,0.422,0.5561,0.6557,0.9414,0.947,0.74141
arxiv_2023_if4j8hm8_gae,0.0,0.205,0.3188,0.4222,0.5564,0.655,0.1546,0.0,0.205,0.3188,0.4222,0.5564,0.655,0.9414,0.947,0.74166
arxiv_2023_qmu9r8em_gae,0.0,0.2045,0.3203,0.4217,0.5567,0.6557,0.1546,0.0,0.2045,0.3203,0.4217,0.5567,0.6557,0.9414,0.9469,0.74191
arxiv_2023_nva9fwy7_gae,0.0,0.205,0.3188,0.4225,0.5564,0.6547,0.1546,0.0,0.205,0.3188,0.4225,0.5564,0.6547,0.9414,0.947,0.74166
arxiv_2023_z36wbvga_gae,0.0,0.2035,0.3224,0.4207,0.5579,0.6567,0.1544,0.0,0.2035,0.3224,0.4207,0.5579,0.6567,0.9414,0.947,0.74166
arxiv_2023_uiuecc63_gae,0.0,0.205,0.3188,0.4222,0.5564,0.655,0.1546,0.0,0.205,0.3188,0.4222,0.5564,0.655,0.9414,0.947,0.74179
arxiv_2023_giyryk7v_gae,0.0,0.2037,0.3203,0.4214,0.5569,0.6562,0.1545,0.0,0.2037,0.3203,0.4214,0.5569,0.6562,0.9414,0.9469,0.74179
arxiv_2023_m2q94nmw_gae,0.0,0.2047,0.3193,0.4222,0.5572,0.6555,0.1546,0.0,0.2047,0.3193,0.4222,0.5572,0.6555,0.9414,0.947,0.74166
cora_8urgm986_gae,0.2586,0.4449,0.5437,0.6578,0.8479,0.9202,0.3826,0.2586,0.4449,0.5437,0.6578,0.8479,0.9202,0.8916,0.9089,0.80038
cora_hor4olh3_gae,0.27,0.4677,0.5589,0.6578,0.8517,0.924,0.3883,0.27,0.4677,0.5589,0.6578,0.8517,0.924,0.8915,0.9089,0.80989
cora_72795fdg_gae,0.27,0.4639,0.5399,0.6502,0.8403,0.9125,0.3929,0.27,0.4639,0.5399,0.6502,0.8403,0.9125,0.8911,0.9085,0.80608
cora_yylng3mu_gae,0.2319,0.4715,0.5817,0.6502,0.8517,0.9163,0.3782,0.2319,0.4715,0.5817,0.6502,0.8517,0.9163,0.8925,0.9103,0.80038
cora_b6i4cdes_gae,0.27,0.4639,0.5741,0.6616,0.8517,0.9163,0.3923,0.27,0.4639,0.5741,0.6616,0.8517,0.9163,0.8922,0.911,0.80038
cora_cg9l6hjb_gae,0.2624,0.4601,0.5399,0.6502,0.8403,0.9125,0.389,0.2624,0.4601,0.5399,0.6502,0.8403,0.9125,0.8912,0.9084,0.80228
cora_hrk0dhng_gae,0.289,0.4677,0.5741,0.6616,0.8555,0.9278,0.3988,0.289,0.4677,0.5741,0.6616,0.8555,0.9278,0.8927,0.9101,0.80608
cora_b97gz0b3_gae,0.2395,0.4411,0.5779,0.6502,0.8479,0.9202,0.3729,0.2395,0.4411,0.5779,0.6502,0.8479,0.9202,0.8897,0.9074,0.80038
Best,0.3156,0.4867,0.5894,0.6806,0.8593,0.9354,0.4116,0.3156,0.4867,0.5894,0.6806,0.8593,0.9354,0.9414,0.947,0.82129
