Metric,node2vec_acc
pubmed_b5bdc203-6a67-4190-a58a-7baab0533519,0.8214922332569391
pubmed_cc1d13e2-2276-4d03-babf-b4124ea8f15e,0.828113063407181
pubmed_daddaa46-8d6b-4352-afd9-4162bef9c071,0.8065953654188949
pubmed_85a20c66-c5a7-4430-82f9-dd7a7246e75c,0.8189457601222307
pubmed_ed3b84e6-76dd-40e6-87dc-440923ebbee5,0.8099057804940157
pubmed_6c66f06c-a3d2-4365-a84b-9bb1701d346f,0.8236567354214414
pubmed_ed123df6-958c-4ec4-8414-fd9965885ffe,0.8174178762414056
pubmed_adcff764-8396-4b18-b543-c4ba0a8779d6,0.8049401578813343
pubmed_019069c9-67db-42cd-bc94-c3387202f79e,0.8200916730328495
pubmed_91474ea0-71a2-408d-bdfd-3677cc281443,0.7747644512350395
pubmed_28206456-7c66-4fbe-aca0-47bff50db7a6,0.8151260504201681
pubmed_48522a9a-968d-4ee7-a258-35cd8062ce84,0.8183091418385536
pubmed_18849eb8-0edf-47a8-97b8-3379ccbfba39,0.819327731092437
pubmed_08612051-c01f-46d7-b5f8-2ad24e56ee2a,0.8206009676597912
pubmed_ccddc113-13a7-467a-b8e3-b36b0fed31ad,0.818436465495289
pubmed_30f98189-55e0-4078-8b01-48842027686a,0.8076139546727782
pubmed_39928a31-6be7-44da-a637-66ab3c44f690,0.8085052202699261
pubmed_a65c2fa3-73b7-4204-a6d4-5a4a5dabcaf5,0.805449452508276
pubmed_b50dc375-e55b-41f5-b1fa-0e2e3b2f4d05,0.8031576266870385
pubmed_27c2c15d-5013-4734-81de-73d5a2dd5bc9,0.8058314234784824
pubmed_f0f120cc-c4f7-4e58-a01a-5018db9088b5,0.838680926916221
pubmed_318f10a2-410a-42cb-9e63-e4efc3d8c7b2,0.8125795772854596
pubmed_20553f55-6478-4ea8-b656-9c918a86b10e,0.8046028880866426
pubmed_76c41f92-bc82-4086-abfe-64839760c81d,0.8095667870036101
pubmed_b48f4d14-8277-4d7e-b0b6-f0ad18ff18b0,0.8086642599277978
pubmed_0223ab4f-b85f-43a6-99bd-87d6191c72c2,0.8240072202166066
pubmed_091f6b1d-7399-41d9-9b51-945e7c419ef7,0.8129512635379061
pubmed_13bb5759-5f66-4c3b-8131-00592ca9890b,0.8125
pubmed_05f43b00-6da4-41c7-bb55-24abe05e6ef4,0.8018953068592057
pubmed_36d6e410-51ca-4c39-9e63-ac7bc040eefb,0.809341155234657
pubmed_8e332965-9e76-4511-ad2c-617058d753b8,0.8109205776173285
pubmed_c9905ccb-abb0-4b7d-a15a-9aa1da1d1240,0.8109205776173285
pubmed_b7160aa8-527a-4dac-8763-975f8fe7dbb8,0.805731046931408
pubmed_ff72bc21-8f46-4485-82ce-033d27115786,0.8127256317689531
pubmed_0fe9k3jc,0.8188176895306859
pubmed_v0li8eva,0.8145306859205776
pubmed_ptrsjgdl,0.8264891696750902
pubmed_ubvg5k1m,0.8176895306859205
pubmed_ltxafs9a,0.8212996389891697
pubmed_lkgb67sg,0.8088898916967509
pubmed_37ulltqv,0.8086642599277978
pubmed_g09ekrt7,0.5087996389891697
pubmed_vv8dyqjc,0.8079873646209387
pubmed_iy51lssl,0.8109205776173285
pubmed_vlreywvf,0.8034747292418772
pubmed_o858btkt,0.8104693140794224
pubmed_dyulmlzd,0.8041516245487365
pubmed_c688zcxd,0.8181407942238267
pubmed_gjy4t2il,0.8061823104693141
pubmed_l4psw4t1,0.8161101083032491
pubmed_3vscit6f,0.8066335740072202
pubmed_omozay24,0.8106949458483754
pubmed_yxzn5f45,0.8075361010830325
pubmed_jy8ybgru,0.8079873646209387
pubmed_yo1ngpcz,0.8073104693140795
pubmed_5cce28rz,0.8118231046931408
pubmed_mvrtftb4,0.8070848375451264
pubmed_wnds9nfy,0.809341155234657
pubmed_70pp5yl1,0.8084386281588448
pubmed_fdjldzhi,0.8077617328519856
pubmed_wwcccxgw,0.8165613718411552
pubmed_m9b29udh,0.8041516245487365
pubmed_03r0o4y6,0.8097924187725631
pubmed_qfjjnjsv,0.8097924187725631
pubmed_okhvb1hx,0.8086642599277978
pubmed_bgthknpg,0.8088898916967509
pubmed_86i1rh86,0.8070848375451264
pubmed_2vxh94ur,0.8050541516245487
pubmed_7w4yfe2n,0.8079873646209387
pubmed_z1z4cc20,0.8127256317689531
pubmed_504k01vz,0.8097924187725631
pubmed_9eus3gbq,0.8097924187725631
pubmed_84s83rwj,0.8012184115523465
pubmed_0vx7qgfr,0.8068592057761733
pubmed_krlivry0,0.8113718411552346
pubmed_hnxfrjj0,0.8111462093862816
pubmed_vd6fpyvq,0.8064079422382672
pubmed_fv9jkaxu,0.8097924187725631
pubmed_t9rgj2ck,0.8140794223826715
pubmed_8f8jn398,0.8046028880866426
pubmed_86bkv3ji,0.8134025270758123
pubmed_x1m68ukc,0.8127256317689531
pubmed_kdczb9sp,0.809341155234657
pubmed_1znuxlxn,0.802797833935018
pubmed_3u4odn5d,0.8111462093862816
pubmed_0jkneuje,0.799187725631769
pubmed_mb4qzljg,0.8120487364620939
pubmed_l449xtk3,0.8041516245487365
pubmed_tcv261m3,0.8095667870036101
pubmed_apgshsdb,0.8064079422382672
pubmed_lktq2sgw,0.805956678700361
pubmed_95riof5l,0.819268953068592
pubmed_yfnio6v0,0.8131768953068592
pubmed_bh0tczsp,0.8048285198555957
pubmed_e6sdzma7,0.802797833935018
pubmed_noan0jjs,0.805956678700361
pubmed_pjc9veu6,0.8129512635379061
pubmed_llatg3i7,0.8161101083032491
pubmed_vi3718pv,0.8066335740072202
pubmed_n68pbxh5,0.8161101083032491
pubmed_t69i6lcr,0.8154332129963899
pubmed_21onik24,0.8088898916967509
pubmed_59g16izu,0.8075361010830325
pubmed_l1k3bjj3,0.8055054151624549
pubmed_cb3qgd0r_deepwalk,0.8199458483754513
pubmed_y8owsxmw_deepwalk,0.8077617328519856
pubmed_fnyvus60_deepwalk,0.8147563176895307
pubmed_nu7q14l3_deepwalk,0.8030234657039711
pubmed_lj1lj2dd_deepwalk,0.8082129963898917
pubmed_lrr5g2ht_deepwalk,0.809341155234657
pubmed_flawp6r4_deepwalk,0.8039259927797834
pubmed_wo9zwj0u_deepwalk,0.7815884476534296
pubmed_tqg8f17t_deepwalk,0.8138537906137184
pubmed_touiiadf_deepwalk,0.8077617328519856
pubmed_15c2j5w8_deepwalk,0.8138537906137184
pubmed_941hw6t3_deepwalk,0.773014440433213
pubmed_dmrrihji_deepwalk,0.8143050541516246
pubmed_xbot1g4a_deepwalk,0.8147563176895307
pubmed_wx0slaeo_deepwalk,0.8000902527075813
pubmed_5b3heoby_deepwalk,0.8113718411552346
pubmed_46rzzipe_deepwalk,0.8030234657039711
pubmed_zp3g2sa1_deepwalk,0.7723375451263538
pubmed_fv60jvgv_deepwalk,0.8048285198555957
pubmed_k2fgou4r_deepwalk,0.809341155234657
pubmed_nmpbcg3h_deepwalk,0.8109205776173285
pubmed_vba8xchg_deepwalk,0.8129512635379061
pubmed_7bv297h3_deepwalk,0.8140794223826715
pubmed_5in3aard_deepwalk,0.8118231046931408
pubmed_jaaaafzb_deepwalk,0.8084386281588448
pubmed_zgvzogc9_deepwalk,0.802572202166065
pubmed_rjnisp6h_deepwalk,0.8118231046931408
pubmed_cyb9o2rs_deepwalk,0.8109205776173285
pubmed_3qb5edrq_deepwalk,0.8129512635379061
pubmed_9f1pevo6_deepwalk,0.8140794223826715
pubmed_7kmejs6r_deepwalk,0.8152075812274369
pubmed_h4l645ws_deepwalk,0.819043321299639
pubmed_y0v15qvd_deepwalk,0.8079873646209387
pubmed_rjjzckur_deepwalk,0.8167870036101083
pubmed_rcm6b2h9_deepwalk,0.8149819494584838
pubmed_10poamd5_deepwalk,0.809341155234657
pubmed_p8dj3oe2_deepwalk,0.805731046931408
pubmed_y8iuv9ye_deepwalk,0.8097924187725631
pubmed_waqlawui_deepwalk,0.8048285198555957
pubmed_ke13jai2_deepwalk,0.8140794223826715
pubmed_090bh2k8_deepwalk,0.8109205776173285
pubmed_bo7oc8f9_deepwalk,0.805731046931408
pubmed_4ixox2bw_deepwalk,0.8118231046931408
pubmed_f14jzet3_deepwalk,0.8064079422382672
pubmed_bgw4se5l_deepwalk,0.8140794223826715
pubmed_aiol6qrv_deepwalk,0.8143050541516246
pubmed_lij68ppo_deepwalk,0.8086642599277978
pubmed_nk9ezy8y_deepwalk,0.8134025270758123
pubmed_khit4upq_deepwalk,0.8147563176895307
pubmed_t66wiut3_deepwalk,0.8183664259927798
pubmed_i7zbyqiy_deepwalk,0.8097924187725631
pubmed_xhn9abeu_deepwalk,0.8147563176895307
pubmed_ubdr0dyi_deepwalk,0.8120487364620939
Best,0.838680926916221
