Metric,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,ACC,out_channels,hidden_channels,heads,negative_slope,dropout,num_layers,base_lr,score_num_layers_predictor,score_gin_mlp_layer,score_hidden_channels,score_out_channels,score_num_layers,score_dropout,product,epochs,train_time,test_time,params
arxiv_2023_runy03wr77i_GAT_Variant_hypervflmpj5z,5.02,11.05,18.46,36.36,51.93,61.41,11.05,5.02,11.05,18.46,36.36,51.93,61.41,88.72,89.51,78.96,16,32,4,0.1,0,1,0.015,1,2,64,1,1,0.1,inner,1000,2.976401090621948,3.098074197769165,4848
arxiv_2023_runy03wr77i_GAT_Variant_hypersnx2pvf0,7.45,10.6,23.73,36.26,57.3,64.1,12.28,7.45,10.6,23.73,36.26,57.3,64.1,88.1,89.91,80.91,16,32,4,0.1,0,1,0.015,1,2,64,1,1,0.1,dot,1000,4.902761459350586,5.1421589851379395,4865
Best,7.45,11.05,23.73,36.36,57.3,64.1,12.28,7.45,11.05,23.73,36.36,57.3,64.1,88.72,89.91,80.91,16,32,4,0.1,0,1,0.015,1,2,64,1,1,0.1,inner,1000,4.902761459350586,5.1421589851379395,4865
