Metric,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,ACC,out_channels,hidden_channels,batch_size,dropout,num_layers,negative_slope,base_lr,score_num_layers_predictor,score_gin_mlp_layer,score_hidden_channels,score_out_channels,score_num_layers,score_dropout,product,epochs,train_time,test_time,params
arxiv_2023_run1kfhbzzy_GCN_Variant_hyperizsj3c7a,9.74,16.63,25.15,31.09,38.03,44.73,14.59,9.74,16.63,25.15,31.09,38.03,44.73,82.09,84.62,72.92,16,16,1024,0.1,1,0.1,0.015,1,2,64,1,1,0.1,inner,1000,2.1913065910339355,2.3118209838867188,4816
arxiv_2023_run1kfhbzzy_GCN_Variant_hyperlhxcniyg,17.8,20.33,29.21,37.27,47.82,53.09,21.13,17.8,20.33,29.21,37.27,47.82,53.09,82.25,86.03,76.37,16,16,1024,0.1,1,0.1,0.015,1,2,64,1,1,0.1,dot,1000,1.793137550354004,1.83432936668396,4833
arxiv_2023_run6u5mpy12_GCN_Variant_hyperwc0rrgum,9.74,16.63,25.15,31.09,38.03,44.73,14.59,9.74,16.63,25.15,31.09,38.03,44.73,82.09,84.62,72.92,16,16,1024,0.1,1,0.1,0.015,1,2,64,1,1,0.1,inner,1000,3.496366024017334,3.703338623046875,4816
arxiv_2023_run6u5mpy12_GCN_Variant_hyperpa3k4ajl,17.8,20.33,29.21,37.27,47.82,53.09,21.13,17.8,20.33,29.21,37.27,47.82,53.09,82.25,86.03,76.37,16,16,1024,0.1,1,0.1,0.015,1,2,64,1,1,0.1,dot,1000,3.499013900756836,3.6495168209075928,4833
Best,17.8,20.33,29.21,37.27,47.82,53.09,21.13,17.8,20.33,29.21,37.27,47.82,53.09,82.25,86.03,76.37,16,16,1024,0.1,1,0.1,0.015,1,2,64,1,1,0.1,inner,1000,3.499013900756836,3.703338623046875,4833
