Metric,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,ACC,out_channels,hidden_channels,heads,negative_slope,dropout,num_layers,base_lr,score_num_layers_predictor,score_gin_mlp_layer,score_hidden_channels,score_out_channels,score_num_layers,score_dropout,product,epochs,train_time,test_time,params
pubmed_runq4yf3kln_GAT_Variant_hyper2qln2azc,0.18,7.18,21.95,33.96,56.72,74.3,8.18,0.18,7.18,21.95,33.96,56.72,74.3,97.14,96.85,83.45,16,32,4,0.1,0,1,0.015,1,2,64,1,1,0.1,inner,1000,5.354650020599365,5.767820119857788,8048
Best,0.18,7.18,21.95,33.96,56.72,74.3,8.18,0.18,7.18,21.95,33.96,56.72,74.3,97.14,96.85,83.45,16,32,4,0.1,0,1,0.015,1,2,64,1,1,0.1,inner,1000,5.354650020599365,5.767820119857788,8048
