Metric,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,acc,out_channels,hidden_channels,base_lr,batch_size,epochs
pubmed_runvrl51780_GraphSage,3.05,13.43,19.72,31.11,47.81,71.12,9.49,3.05,13.43,19.72,31.11,47.81,71.12,97.25,96.79,84.1,64,64,0.015,1024,1000
pubmed_runrnxpaqbo_GraphSage,3.05,13.43,19.72,30.35,47.81,71.12,9.49,3.05,13.43,19.72,30.35,47.81,71.12,97.25,96.79,84.29,64,64,0.015,2048,1000
Best,3.05,13.43,19.72,31.11,47.81,71.12,9.49,3.05,13.43,19.72,31.11,47.81,71.12,97.25,96.79,84.29,64,64,0.015,2048,1000
