model,seed,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,ACC
MLP-tfidf,1,0.06,1.06,3.99,10.84,16.18,22.04,1.93,0.06,1.06,3.99,10.84,16.18,22.04,62.9,65.44,58.44
