num_nodes,num_edges,edge_density,degree_gini,approximate_diameter,avg_degree,coreness_eq_1,coreness_geq_2,coreness_geq_5,coreness_geq_10,coreness_gini,avg_cc,transitivity,num_triangles,cc_size,power_law_estimate
281142.0,938580.0,1.1874665382027517e-05,0.8795218100053399,inf,3.3384552001953125,0.06248088154740309,0.26112071479892723,0.15503553364491965,0.05882080941303683,0.8101610781503454,0.038375176477540955,0.005148770077241251,322010.0,0.3087229940741689,2.6719989540416726
