Metric,CN_acc,AA_acc,RA_acc,pairwise_pred_acc
arxiv_2023_rev2l1z4_,0.5021644830703735,0.4996180236339569,0.5024191737174988,0.5021644830703735
Best,0.5021644830703735,0.4996180236339569,0.5024191737174988,0.5021644830703735
