Metric,Hits@1,Hits@3,Hits@10,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit100,AUC,AP
pairwise_pred_dot_rev2l1z4_arxiv_2023_,0.0079,0.0089,0.0214,0.1062,0.0141,0.0079,0.0089,0.0214,0.1062,0.7051,0.6877
Best,0.0079,0.0089,0.0214,0.1062,0.0141,0.0079,0.0089,0.0214,0.1062,0.7051,0.6877
